year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2022,LDV,T60,Max Luxe (4X4),Double Cab Utility,85007,Automatic,2026-04-17,30922,Diesel,VIC,car/14971922/ldv/t60/vic/bundoora/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Holden,Captiva,Active 7 Seater,Wagon,173054,Automatic,2026-01-25,8499,Unleaded,VIC,car/14931843/holden/captiva/vic/fawkner/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Mercedes-Benz,A180,,Sedan,52100,Automatic,,39888,Unleaded,VIC,car/14960312/mercedes-benz/a180/vic/airport-west/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Mitsubishi,Outlander,Ls 7 Seat (2Wd),Wagon,124502,Automatic,2026-06-15,20997,Unleaded,VIC,car/14940493/mitsubishi/outlander/vic/fawkner/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mercedes-Benz,A180,,Hatchback,57100,Automatic,2026-05-20,44950,Unleaded,VIC,car/14963571/mercedes-benz/a180/vic/malvern-east/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,GWM,Haval H6,Ultra,Wagon,28120,Automatic,,27590,Premium,VIC,car/14910935/gwm/haval-h6/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Subaru,Outback,2.5I Premium,Wagon,243590,Automatic,2025-12-24,17990,Premium,VIC,car/14932342/subaru/outback/vic/epping/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Toyota,Landcruiser,Gxl (4X4),Wagon,159986,Automatic,2026-11-16,79490,Diesel,VIC,car/14967686/toyota/landcruiser/vic/bentleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,2,G15 Pure,Sedan,13598,Automatic,2026-03-26,25998,Unleaded,VIC,car/14945964/mazda/2/vic/airport-west/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Hyundai,Palisade,Elite (7 Seat),Wagon,12288,Automatic,,62990,Diesel,VIC,car/14977434/hyundai/palisade/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,96290,Automatic,,38990,Hybrid,VIC,car/14955639/toyota/rav4/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Subaru,BRZ,S,Coupe,10702,Manual,2026-02-22,39488,Premium,VIC,car/14977167/subaru/brz/vic/oakleigh/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Subaru,Forester,,SUV,57032,Automatic,,30595,Unleaded,VIC,car/14881165/subaru/forester/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mitsubishi,ASX,Ls (2Wd),Wagon,70593,Automatic,,21990,Unleaded,VIC,car/14966519/mitsubishi/asx/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,Corolla,Ascent Sport (Hybrid),Sedan,71075,Automatic,,28990,Hybrid,VIC,car/14973822/toyota/corolla/vic/oakleigh/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Nissan,X-Trail,St-L (4Wd) 7 Seat,Wagon,54046,Automatic,2026-03-25,36950,Unleaded,VIC,car/14961092/nissan/x-trail/vic/moorabbin/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Isuzu,D-MAX,X-Terrain (4X4),Crew Cab Utility,40113,Automatic,2026-03-19,58444,Diesel,VIC,car/14843279/isuzu/d-max/vic/bundoora/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,RAV4,Gx (2Wd),Wagon,38267,Automatic,2026-04-16,38777,Unleaded,VIC,car/14969041/toyota/rav4/vic/heidelberg/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Toyota,RAV4,Gx (4X4),Wagon,150239,Automatic,2026-06-30,21990,Diesel,VIC,car/14948024/toyota/rav4/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Nissan,X-Trail,Ti-L (4Wd),Wagon,8600,Automatic,,49500,Unleaded,VIC,car/14936579/nissan/x-trail/vic/essendon-fields/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Ford,Ranger,Xls 3.2 (4X4),Double Cab Pick Up,180210,Automatic,2026-11-19,29880,Diesel,VIC,car/14958727/ford/ranger/vic/murrumbeena/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Nissan,X-Trail,Ti-L (4Wd),Wagon,8500,Automatic,,49800,Unleaded,VIC,car/14936963/nissan/x-trail/vic/essendon-fields/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,2,G15 Pure,Hatchback,19458,Automatic,2026-04-14,27998,Unleaded,VIC,car/14960659/mazda/2/vic/airport-west/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Kia,Carnival,Si,Wagon,161795,Automatic,,22888,Unleaded,VIC,car/14978593/kia/carnival/vic/oakleigh/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Nissan,X-Trail,Ti (4Wd),Wagon,103868,Automatic,2026-09-22,22990,Unleaded,VIC,car/14956789/nissan/x-trail/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Kia,Seltos,Gt-Line (Awd) (Two-Tone),Wagon,68771,Automatic,2026-06-27,34988,Unleaded,VIC,car/14977160/kia/seltos/vic/oakleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mazda,CX-30,G20 Astina (Fwd),Wagon,97746,Automatic,2026-07-23,28185,Unleaded,VIC,car/14955579/mazda/cx-30/vic/burwood/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Volkswagen,T-Cross,85Tfsi Life,Wagon,63478,Automatic,,21444,Premium,VIC,car/14852527/volkswagen/t-cross/vic/bundoora/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Corolla,Zr Hybrid,Hatchback,3928,Automatic,,45488,Hybrid,VIC,car/14955238/toyota/corolla/vic/oakleigh/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[DISALLOWED_VARIANT]
2021,Mitsubishi,Pajero Sport,Gls (4X4) 7 Seat,Wagon,82951,Automatic,2026-04-29,39950,Diesel,VIC,car/14949116/mitsubishi/pajero-sport/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,RAV4,Gx (2Wd),Wagon,47061,Automatic,,38990,Unleaded,VIC,car/14927750/toyota/rav4/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,RAV4,Edge (Awd),Wagon,86390,Automatic,,44888,Unleaded,VIC,car/14955239/toyota/rav4/vic/oakleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Holden,Captiva,5 Lt (Fwd),Wagon,173000,Automatic,,8999,Unleaded,VIC,car/14949081/holden/captiva/vic/brooklyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Nissan,X-Trail,Ti-L (4Wd),Wagon,8587,Automatic,,48984,Unleaded,VIC,car/14922420/nissan/x-trail/vic/bundoora/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Kia,Sportage,Gt-Line Hev (Fwd),Wagon,2012,Automatic,,55888,Hybrid,VIC,car/14970735/kia/sportage/vic/bundoora/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Ford,Ranger,Raptor 2.0 (4X4),Double Cab Pick Up,66625,Automatic,,53890,Diesel,VIC,car/14953985/ford/ranger/vic/laverton-north/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,61878,Automatic,2026-07-05,38444,Hybrid,VIC,car/14848287/toyota/rav4/vic/bundoora/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,LDV,V80,Lwb High Roof,Van,42881,Automatic,,33990,Diesel,VIC,car/14976358/ldv/v80/vic/coburg-north/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Hyundai,Kona,Active (Fwd),Wagon,109299,Automatic,2021-01-01,20888,Unleaded,VIC,car/14963111/hyundai/kona/vic/blackburn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Kia,Cerato,Gt Safety Pack,Hatchback,49507,Automatic,2026-11-19,28995,Unleaded,VIC,car/14967673/kia/cerato/vic/burwood/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Mercedes-Benz,A180,,Hatchback,108627,Automatic,2026-03-07,20990,Premium,VIC,car/14967579/mercedes-benz/a180/vic/brighton/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Xpeng,G6,Standard,Wagon,5,Automatic,2027-01-01,58000,Electric,VIC,car/14954689/xpeng/g6/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2003,Mercedes-Benz,ML350,(4X4),Wagon,154000,Automatic,,11999,Unleaded,VIC,car/14950058/mercedes-benz/ml350/vic/brooklyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mercedes-Benz,GLC300,4Matic,Wagon,72777,Automatic,2025-12-24,47990,Premium,VIC,car/14933469/mercedes-benz/glc300/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Volkswagen,Golf,92 Tsi Trendline,Hatchback,125787,Automatic,2026-05-04,16490,Premium,VIC,car/14961834/volkswagen/golf/vic/bentleigh/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,90803,Automatic,2026-05-15,27995,Hybrid,VIC,car/14925342/toyota/corolla/vic/burwood/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,25898,Automatic,,29290,Hybrid,VIC,car/14966504/toyota/corolla/vic/laverton-north/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK]
2020,Nissan,Juke,St+,Hatchback,79262,Automatic,2026-05-19,22200,Premium,VIC,car/14950551/nissan/juke/vic/bentleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Mazda,CX-9,Sport (Fwd),Wagon,31228,Automatic,2026-08-15,38990,Unleaded,VIC,car/14957553/mazda/cx-9/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,Yaris Cross,Gx Hybrid,Wagon,11536,Automatic,2026-09-04,36990,Hybrid,VIC,car/14948537/toyota/yaris-cross/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mazda,CX-3,Maxx Sport (Fwd),Wagon,48253,Automatic,2026-06-04,25777,Unleaded,VIC,car/14939830/mazda/cx-3/vic/heidelberg/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Mazda,2,Neo,Hatchback,49450,Automatic,2026-11-15,19998,Unleaded,VIC,car/14888908/mazda/2/vic/airport-west/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Holden,Equinox,Ltz (Fwd) (5Yr),Wagon,132256,Automatic,,14090,Premium,VIC,car/14865729/holden/equinox/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Jeep,Compass,Trailhawk (4X4),Wagon,83227,Automatic,2026-04-01,28490,Diesel,VIC,car/14950550/jeep/compass/vic/bentleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,49838,Automatic,2026-03-15,51998,Hybrid,VIC,car/14961269/toyota/rav4/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,40866,Automatic,,44990,Hybrid,VIC,car/14937929/toyota/rav4/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,15005,Automatic,,44490,Hybrid,VIC,car/14832832/toyota/rav4/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mitsubishi,Triton,Glx (4X4),Double Cab Pick Up,92897,Manual,2026-02-03,32990,Diesel,VIC,car/14965631/mitsubishi/triton/vic/epping/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Kia,Carnival,S,Wagon,54263,Automatic,,42888,Unleaded,VIC,car/14947786/kia/carnival/vic/airport-west/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,CX-5,G25 Maxx Sport (Fwd),Wagon,47979,Automatic,2026-05-16,32950,Unleaded,VIC,car/14978673/mazda/cx-5/vic/moorabbin/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Hyundai,I30,Sr,Hatchback,93526,Automatic,2026-03-29,22969,Unleaded,VIC,car/14971498/hyundai/i30/vic/tullamarine/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2024,Ford,Everest,Trend (4Wd),Wagon,27021,Automatic,2026-06-30,59777,Diesel,VIC,car/14963538/ford/everest/vic/heidelberg/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Mazda,CX-5,Touring (4X4),Wagon,80000,Automatic,2026-03-01,28990,Unleaded,VIC,car/14976998/mazda/cx-5/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Jeep,Compass,S-Limited,Wagon,23800,Automatic,2026-03-12,34490,Unleaded,VIC,car/14848265/jeep/compass/vic/bentleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Toyota,HiAce,Lwb,Van,110761,Automatic,2026-02-28,47888,Diesel,VIC,car/14929759/toyota/hiace/vic/deer-park/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Hyundai,Venue,Elite (Denim) Two-Tone Roof,Wagon,82087,Automatic,2026-04-23,22777,Unleaded,VIC,car/14978634/hyundai/venue/vic/heidelberg/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Holden,Trailblazer,Ltz (4X4),Wagon,110099,Automatic,,26290,Diesel,VIC,car/14966374/holden/trailblazer/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,3,G25 Astina,Sedan,4000,Automatic,2026-06-30,44998,Unleaded,VIC,car/14889745/mazda/3/vic/airport-west/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Toyota,Kluger,Gxl Hybrid Awd,Wagon,8216,Automatic,,74444,Hybrid,VIC,car/14930177/toyota/kluger/vic/oakleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Porsche,Cayenne,S,Wagon,73684,Automatic,2026-06-10,78888,Premium,VIC,car/14916586/porsche/cayenne/vic/mitcham/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Audi,Q5,40 Tdi Quattro Sport,Wagon,83672,Automatic,2026-10-04,35480,Diesel,VIC,car/14962029/audi/q5/vic/burwood/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Subaru,Forester,2.5I-S (Awd),Wagon,79677,Automatic,2026-04-27,32777,Unleaded,VIC,car/14974197/subaru/forester/vic/heidelberg/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,39632,Automatic,2026-08-13,29555,Hybrid,VIC,car/14970090/toyota/corolla/vic/heidelberg/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK]
2021,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,131517,Automatic,2026-03-01,25888,Hybrid,VIC,car/14954955/toyota/corolla/vic/deer-park/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK]
2025,Ford,Ranger,Phev Stormtrak (4X4),Double Cab Pick Up,5755,Automatic,2025-07-31,84888,Hybrid,VIC,car/14955038/ford/ranger/vic/oakleigh/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,GWM,Haval H6,Ultra Hybrid,Wagon,24379,,,30990,Hybrid,VIC,car/14966518/gwm/haval-h6/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,192125,Automatic,2026-03-01,32990,Diesel,VIC,car/14960287/ford/ranger/vic/moorabbin/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Mazda,6,Touring,Hatchback,278314,Automatic,2026-01-12,8999,Unleaded,VIC,car/14928293/mazda/6/vic/avondale-heights/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,Hilux,Gr-Sport (4X4),Double Cab Pick Up,81129,Automatic,,72888,Diesel,VIC,car/14917592/toyota/hilux/vic/deer-park/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Kia,Sportage,Gt-Line (Awd),Wagon,135111,Automatic,2026-10-17,21995,Diesel,VIC,car/14875359/kia/sportage/vic/bundoora/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Subaru,Forester,2.0I,Wagon,242245,Manual,2026-06-15,9999,Unleaded,VIC,car/14928486/subaru/forester/vic/altona-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Hyundai,Tucson,Active (Fwd),Wagon,57272,Automatic,2026-04-06,25000,Unleaded,VIC,car/14952355/hyundai/tucson/vic/burwood/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Kia,Sorento,Sport+ 7 Seat,Wagon,99272,Automatic,2026-05-18,41990,Diesel,VIC,car/14960948/kia/sorento/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Ford,Ranger,Sport 3.0 (4X4),Double Cab Pick Up,6,Automatic,2026-03-31,67988,Diesel,VIC,car/14965532/ford/ranger/vic/oakleigh/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Nissan,Navara,St-X (4X4),Dual Cab Pick-up,113556,Manual,2026-02-10,38906,Diesel,VIC,car/14914668/nissan/navara/vic/bundoora/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Audi,Q3,35 Tfsi S Line,Sportback,15496,Automatic,2026-03-30,44950,Premium,VIC,car/14972099/audi/q3/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Nissan,X-Trail,Ti (4Wd),Wagon,65410,Automatic,2026-05-15,38990,Unleaded,VIC,car/14979145/nissan/x-trail/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Audi,Q3,35 Tfsi,Wagon,29120,Automatic,2025-12-06,43888,Premium,VIC,car/14871198/audi/q3/vic/tullamarine/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,RAV4,Gx Awd Hybrid,Wagon,35256,Automatic,2026-08-29,41788,Hybrid,VIC,car/14887527/toyota/rav4/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Ford,Fiesta,Cl,Hatchback,142739,Manual,,9990,Unleaded,VIC,car/14967687/ford/fiesta/vic/bentleigh/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,26829,Automatic,,31999,Hybrid,VIC,car/14939793/toyota/corolla/vic/oakleigh/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK]
2016,Subaru,Outback,2.5I Premium,Wagon,92113,Automatic,,24998,Premium,VIC,car/14925696/subaru/outback/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Nissan,X-Trail,Ti-L (4Wd),Wagon,8563,Automatic,,48444,Unleaded,VIC,car/14922865/nissan/x-trail/vic/bundoora/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,34999,Automatic,,42990,Hybrid,VIC,car/14918005/toyota/rav4/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,CX-3,G20 Akari,Wagon,4317,Automatic,2026-06-30,37990,Unleaded,VIC,car/14967182/mazda/cx-3/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Ford,Ranger,Xls 3.2 (4X4),Dual Cab Utility,130225,Automatic,2026-08-31,29997,Diesel,VIC,car/14921342/ford/ranger/vic/bundoora/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Nissan,Qashqai,Ti (4X2),Wagon,127931,Automatic,2026-04-29,17490,Unleaded,VIC,car/14964725/nissan/qashqai/vic/bentleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Toyota,Camry,Ascent,Sedan,65661,Automatic,2026-06-24,30270,Unleaded,VIC,car/14976304/toyota/camry/vic/burwood/sedan,2026-03-03T02:37:45,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK]
2018,Nissan,Navara,Rx (4X4),Cab Chassis,202000,Manual,2026-08-21,19750,Diesel,VIC,car/14978784/nissan/navara/vic/laverton-north/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,GWM,Haval H6,Ultra,Wagon,39176,Automatic,2026-09-09,26990,Premium,VIC,car/14965139/gwm/haval-h6/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Ssangyong,Musso XLV,Elx,Crew Cab Utility,86410,Automatic,2026-05-17,24988,Diesel,VIC,car/14874798/ssangyong/musso-xlv/vic/bundoora/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Camry,Ascent,Sedan,126767,Automatic,2026-05-18,27895,Unleaded,VIC,car/14923033/toyota/camry/vic/burwood/sedan,2026-03-03T02:37:45,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK]
2024,Mazda,CX-5,G25 Maxx Sport (Fwd),Wagon,49427,Automatic,2026-04-09,32450,Unleaded,VIC,car/14939119/mazda/cx-5/vic/moorabbin/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Mazda,3,Maxx,Hatchback,92581,Automatic,2026-04-07,18490,Unleaded,VIC,car/14960956/mazda/3/vic/brighton/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2020,Mazda,CX-3,S Touring (Fwd),Wagon,17116,Automatic,2026-06-11,28990,Unleaded,VIC,car/14934488/mazda/cx-3/vic/camberwell/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Corolla,Ascent Sport (Hybrid),Sedan,39147,Automatic,,28990,Hybrid,VIC,car/14962369/toyota/corolla/vic/coburg-north/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,103863,Automatic,,48888,Diesel,VIC,car/14954959/toyota/hilux/vic/deer-park/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,LDV,V80,Lwb Mid Roof,Van,42654,Manual,,27990,Diesel,VIC,car/14972498/ldv/v80/vic/coburg-north/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Land Rover,Range Rover Velar,D240 R-DYNAMIC 4WD,SUV,101538,Automatic,2026-05-06,45990,Diesel,VIC,car/14972804/land-rover/range-rover-velar/vic/coburg-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mazda,CX-9,Azami (Awd) Le,Wagon,65214,Automatic,2027-01-27,47950,Unleaded,VIC,car/14943642/mazda/cx-9/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Hyundai,Elantra,Trophy,Sedan,168874,Automatic,2027-01-20,13450,Unleaded,VIC,car/14967852/hyundai/elantra/vic/moorabbin/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Honda,Odyssey,(HYBRID) RC4 8 SEATER,SUV,104739,Automatic,,26990,Hybrid,VIC,car/14943199/honda/odyssey/vic/fawkner/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Mazda,CX-9,Classic (Fwd),Wagon,187715,Automatic,2026-04-15,13999,Unleaded,VIC,car/14960863/mazda/cx-9/vic/avondale-heights/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Hyundai,Accent,Sport,Hatchback,86724,Automatic,2026-05-10,16990,Unleaded,VIC,car/14974798/hyundai/accent/vic/camberwell/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Mazda,CX-3,Maxx (Fwd),Wagon,39367,Automatic,2026-05-26,23995,Unleaded,VIC,car/14925235/mazda/cx-3/vic/burwood/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Porsche,Cayenne,,Wagon,26258,Automatic,2026-06-20,119999,Premium,VIC,car/14932899/porsche/cayenne/vic/tullamarine/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
