year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason,status,first_seen,last_seen,last_price,last_price_date,sold_date,source,make_norm,model_norm,variant_norm,transmission_norm,fuel_norm,body_norm,year_int,price_value,odometer_value
2021,Toyota,Landcruiser Prado,Kakadu,Wagon,72000.0,Automatic,2026-08-03,77990.0,Diesel,VIC,car/14927751/toyota/landcruiser-prado/vic/camberwell/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,77990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,landcruiser prado,kakadu,automatic,diesel,wagon,2021,77990.0,72000.0
2021,Toyota,Yaris Cross,Urban Cross,Wagon,25014.0,Automatic,2026-04-04,32990.0,Unleaded,VIC,car/14918157/toyota/yaris-cross/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,32990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,yaris cross,urban cross,automatic,unleaded,wagon,2021,32990.0,25014.0
2021,Toyota,Yaris Cross,Urban Cross,Wagon,25014.0,Automatic,2026-04-04,32990.0,Unleaded,VIC,car/14918159/toyota/yaris-cross/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,32990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,yaris cross,urban cross,automatic,unleaded,wagon,2021,32990.0,25014.0
2019,Toyota,C-HR,Koba (Awd),Hatchback,105866.0,Automatic,,23777.0,Premium,VIC,car/14711735/toyota/c-hr/vic/elsternwick/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,23777.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,c hr,koba awd,automatic,premium,hatchback,2019,23777.0,105866.0
2021,Toyota,Corolla,Zr Hybrid,Hatchback,55985.0,Automatic,2026-04-08,33990.0,Hybrid,VIC,car/14888443/toyota/corolla/vic/essendon-fields/hatchback,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,33990.0,2026-01-25T15:33:31,2026-01-30T17:02:17,autotrader_sold,toyota,corolla,zr hybrid,automatic,hybrid,hatchback,2021,33990.0,55985.0
2018,Toyota,Yaris,Ascent,Hatchback,46259.0,Automatic,,19990.0,Unleaded,VIC,car/14917007/toyota/yaris/vic/nunawading/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,19990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,yaris,ascent,automatic,unleaded,hatchback,2018,19990.0,46259.0
2022,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,56890.0,Automatic,,48990.0,Hybrid,VIC,car/14806818/toyota/rav4/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,48990.0,2026-01-30T01:30:27,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,cruiser 2wd hybrid,automatic,hybrid,wagon,2022,48990.0,56890.0
2018,Toyota,RAV4,Gxl (2Wd),Wagon,72125.0,Automatic,,26290.0,Unleaded,VIC,car/14854841/toyota/rav4/vic/laverton-north/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,26290.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,rav4,gxl 2wd,automatic,unleaded,wagon,2018,26290.0,72125.0
2021,Toyota,Corolla,Zr,Hatchback,86262.0,Automatic,2026-01-16,25980.0,Unleaded,VIC,car/14909123/toyota/corolla/vic/thomastown/hatchback,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-25T15:33:31,2026-02-17T01:40:36,25980.0,2026-01-25T15:33:31,2026-02-17T21:58:10,autotrader_sold,toyota,corolla,zr,automatic,unleaded,hatchback,2021,25980.0,86262.0
2025,Toyota,Yaris,Ascent Sport Hybrid,Hatchback,148.0,Automatic,,31990.0,Hybrid,VIC,car/14913448/toyota/yaris/vic/nunawading/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,31990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,yaris,ascent sport hybrid,automatic,hybrid,hatchback,2025,31990.0,148.0
2020,Toyota,Camry,Sl,Sedan,50600.0,Automatic,,34590.0,Unleaded,VIC,car/14896698/toyota/camry/vic/laverton-north/sedan,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,34590.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,camry,sl,automatic,unleaded,sedan,2020,34590.0,50600.0
2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,10877.0,Automatic,,61990.0,Hybrid,VIC,car/14770175/toyota/rav4/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,61990.0,2026-01-25T15:33:31,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2024,61990.0,10877.0
2018,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,37543.0,Automatic,2026-02-07,25990.0,Hybrid,VIC,car/14734442/toyota/corolla/vic/ringwood/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,25990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2018,25990.0,37543.0
2012,Toyota,Prius C,Hybrid,Hatchback,180000.0,Automatic,2026-02-23,11999.0,Hybrid,VIC,car/14854916/toyota/prius-c/vic/laverton-north/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T15:33:31,11999.0,2026-01-25T15:33:31,2026-01-25T18:47:02,autotrader_sold,toyota,prius c,hybrid,automatic,hybrid,hatchback,2012,11999.0,180000.0
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,73871.0,Automatic,,28480.0,Hybrid,VIC,car/14670445/toyota/corolla/vic/elsternwick/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,28480.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2022,28480.0,73871.0
2023,Toyota,RAV4,Edge (Awd),Wagon,86024.0,Automatic,2026-02-20,51990.0,Unleaded,VIC,car/14908334/toyota/rav4/vic/essendon-fields/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,51990.0,2026-01-25T15:33:31,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,edge awd,automatic,unleaded,wagon,2023,51990.0,86024.0
2024,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,17785.0,Automatic,,50990.0,Hybrid,VIC,car/14876531/toyota/rav4/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,50990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,rav4,gxl 2wd hybrid,automatic,hybrid,wagon,2024,50990.0,17785.0
2023,Toyota,Fortuner,Gxl,Wagon,42189.0,Automatic,2026-06-11,54777.0,Diesel,VIC,car/14847718/toyota/fortuner/vic/heidelberg/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,54777.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,fortuner,gxl,automatic,diesel,wagon,2023,54777.0,42189.0
2024,Toyota,Yaris,Ascent Sport Hybrid,Hatchback,3596.0,Automatic,,32888.0,Hybrid,VIC,car/14913337/toyota/yaris/vic/oakleigh/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,32888.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,yaris,ascent sport hybrid,automatic,hybrid,hatchback,2024,32888.0,3596.0
2021,Toyota,Camry,Ascent,Sedan,36399.0,Automatic,,34990.0,Premium,VIC,car/14899395/toyota/camry/vic/nunawading/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,34990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,camry,ascent,automatic,premium,sedan,2021,34990.0,36399.0
2022,Toyota,Corolla,Ascent Sport Hybrid,Sedan,92297.0,Automatic,,26880.0,Hybrid,VIC,car/14834238/toyota/corolla/vic/deer-park/sedan,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,26880.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2022,26880.0,92297.0
2020,Toyota,RAV4,Gxl 2Wd Hybrid,Wagon,69085.0,Automatic,2026-04-22,38990.0,Hybrid,VIC,car/14897214/toyota/rav4/vic/essendon-fields/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,38990.0,2026-01-25T15:33:31,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,gxl 2wd hybrid,automatic,hybrid,wagon,2020,38990.0,69085.0
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,49535.0,Automatic,,30490.0,Hybrid,VIC,car/14846531/toyota/corolla/vic/camberwell/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe219r,[OK],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,30490.0,2026-01-25T15:33:31,2026-01-30T01:30:27,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2024,30490.0,49535.0
2024,Toyota,Yaris Cross,Gx Hybrid (Awd),Wagon,18834.0,Automatic,2026-04-28,37777.0,Hybrid,VIC,car/14778130/toyota/yaris-cross/vic/heidelberg/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,37777.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,yaris cross,gx hybrid awd,automatic,hybrid,wagon,2024,37777.0,18834.0
2021,Toyota,RAV4,Gxl (2Wd),Wagon,78637.0,Automatic,2026-09-02,35990.0,Unleaded,VIC,car/14870411/toyota/rav4/vic/camberwell/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-02-15T04:41:58,35990.0,2026-01-25T15:33:31,2026-02-17T01:40:36,autotrader_sold,toyota,rav4,gxl 2wd,automatic,unleaded,wagon,2021,35990.0,78637.0
2019,Toyota,Corolla,Ascent Sport,Hatchback,36266.0,Automatic,,26990.0,Unleaded,VIC,car/14913605/toyota/corolla/vic/nunawading/hatchback,,toyota_corolla_ascent_sport_petrol_auto_hatch_mzea12r,[OK],sold,2026-01-25T15:33:31,2026-02-12T21:45:20,26990.0,2026-01-25T15:33:31,2026-02-15T04:41:58,autotrader_sold,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2019,26990.0,36266.0
2023,Toyota,Fortuner,Gx,Wagon,55134.0,Automatic,,46299.0,Diesel,VIC,car/14772962/toyota/fortuner/vic/laverton-north/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,46299.0,2026-01-25T15:33:31,2026-01-30T01:30:27,autotrader_sold,toyota,fortuner,gx,automatic,diesel,wagon,2023,46299.0,55134.0
2021,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,31739.0,Automatic,2026-09-13,29990.0,Hybrid,VIC,car/14800718/toyota/corolla/vic/nunawading/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,29990.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2021,29990.0,31739.0
2018,Toyota,RAV4,Gx (4X4),Wagon,20168.0,Automatic,2026-07-20,31777.0,Unleaded,VIC,car/14916246/toyota/rav4/vic/heidelberg/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,31777.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,rav4,gx 4x4,automatic,unleaded,wagon,2018,31777.0,20168.0
2022,Toyota,Kluger,Gx 2Wd,Wagon,24591.0,Automatic,,44888.0,Premium,VIC,car/14840802/toyota/kluger/vic/deer-park/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,44888.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,kluger,gx 2wd,automatic,premium,wagon,2022,44888.0,24591.0
2022,Toyota,Hilux,Rugged X (4X4),Double Cab Pick Up,99000.0,Automatic,2026-02-28,58549.0,Diesel,VIC,car/14909031/toyota/hilux/vic/essendon-fields/dual-cab,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,58549.0,2026-01-25T15:33:31,2026-01-30T01:30:27,autotrader_sold,toyota,hilux,rugged x 4x4,automatic,diesel,double cab pick up,2022,58549.0,99000.0
2021,Toyota,RAV4,Gxl (2Wd),Wagon,89996.0,Automatic,2026-03-23,38888.0,Unleaded,VIC,car/14871756/toyota/rav4/vic/essendon-fields/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,38888.0,2026-01-25T15:33:31,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,gxl 2wd,automatic,unleaded,wagon,2021,38888.0,89996.0
2022,Toyota,C-HR,Koba (2Wd),Wagon,39142.0,Automatic,,36990.0,Premium,VIC,car/14881816/toyota/c-hr/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,36990.0,2026-01-25T15:33:31,2026-01-30T01:30:27,autotrader_sold,toyota,c hr,koba 2wd,automatic,premium,wagon,2022,36990.0,39142.0
2019,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,28595.0,Automatic,,25795.0,Hybrid,VIC,car/14820931/toyota/corolla/vic/laverton-north/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,25795.0,2026-01-25T15:33:31,2026-01-30T01:30:27,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2019,25795.0,28595.0
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,14627.0,Automatic,,32990.0,Hybrid,VIC,car/14913606/toyota/corolla/vic/nunawading/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,32990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2022,32990.0,14627.0
2021,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,47761.0,Automatic,2026-06-22,39777.0,Hybrid,VIC,car/14878017/toyota/rav4/vic/heidelberg/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-02-12T06:05:01,39777.0,2026-01-28T04:26:19,2026-02-12T21:45:20,autotrader_sold,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2021,39777.0,47761.0
2022,Toyota,Camry,Ascent,Sedan,44565.0,Automatic,,27395.0,Premium,VIC,car/14865272/toyota/camry/vic/laverton-north/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,27395.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,camry,ascent,automatic,premium,sedan,2022,27395.0,44565.0
2022,Toyota,Kluger,Gx Hybrid Awd,Wagon,51399.0,Automatic,,49990.0,Hybrid,VIC,car/14859792/toyota/kluger/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,49990.0,2026-01-30T01:30:27,2026-01-30T17:02:17,autotrader_sold,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2022,49990.0,51399.0
2021,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,83469.0,Automatic,2026-01-14,36450.0,Hybrid,VIC,car/14769241/toyota/rav4/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,36450.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2021,36450.0,83469.0
2020,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,139627.0,Automatic,,22888.0,Hybrid,VIC,car/14840800/toyota/corolla/vic/deer-park/hatchback,,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,22888.0,2026-01-28T04:26:19,2026-01-30T17:02:17,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2020,22888.0,139627.0
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,12846.0,Automatic,2026-03-17,46990.0,Hybrid,VIC,car/14810060/toyota/rav4/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,46990.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2024,46990.0,12846.0
2022,Toyota,Camry,Ascent,Sedan,81317.0,Automatic,2025-11-11,31990.0,Premium,VIC,car/14816365/toyota/camry/vic/nunawading/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,31990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,camry,ascent,automatic,premium,sedan,2022,31990.0,81317.0
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,28727.0,Automatic,2026-06-04,42990.0,Hybrid,VIC,car/14802558/toyota/rav4/vic/camberwell/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,42990.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,rav4,gxl 2wd hybrid,automatic,hybrid,wagon,2021,42990.0,28727.0
2018,Toyota,Camry,Ascent,Sedan,32113.0,Automatic,,31990.0,Unleaded,VIC,car/14899391/toyota/camry/vic/nunawading/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,31990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,camry,ascent,automatic,unleaded,sedan,2018,31990.0,32113.0
2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,8641.0,Automatic,,61990.0,Hybrid,VIC,car/14841260/toyota/rav4/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,61990.0,2026-01-25T15:33:31,2026-01-30T17:02:17,autotrader_sold,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2024,61990.0,8641.0
2011,Toyota,Corolla,Ascent Sport,Hatchback,156806.0,Automatic,,11990.0,Unleaded,VIC,car/14913869/toyota/corolla/vic/mentone/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],sold,2026-01-25T15:33:31,2026-01-30T01:30:27,11990.0,2026-01-30T01:30:27,2026-01-30T17:02:17,autotrader_sold,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2011,11990.0,156806.0
2021,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,65509.0,Automatic,2026-05-28,41990.0,Hybrid,VIC,car/14806819/toyota/rav4/vic/mentone/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-02-17T01:40:36,41990.0,2026-02-12T06:04:59,2026-02-17T21:58:10,autotrader_sold,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2021,41990.0,65509.0
2022,Toyota,RAV4,Gx (2Wd),Wagon,8472.0,Automatic,2026-12-28,39990.0,Unleaded,VIC,car/14855619/toyota/rav4/vic/nunawading/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,39990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,rav4,gx 2wd,automatic,unleaded,wagon,2022,39990.0,8472.0
2021,Toyota,Camry,Ascent,Sedan,46249.0,Automatic,2026-06-11,31555.0,Unleaded,VIC,car/14847721/toyota/camry/vic/heidelberg/sedan,,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,31555.0,2026-01-28T04:26:19,2026-02-12T06:04:59,autotrader_sold,toyota,camry,ascent,automatic,unleaded,sedan,2021,31555.0,46249.0
2024,Toyota,Yaris Cross,Gxl Hybrid,Wagon,17213.0,Automatic,2026-04-08,36990.0,Hybrid,VIC,car/14846529/toyota/yaris-cross/vic/camberwell/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,36990.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,yaris cross,gxl hybrid,automatic,hybrid,wagon,2024,36990.0,17213.0
2016,Toyota,Kluger,Grande (4X4),Wagon,102547.0,Automatic,2026-03-11,28555.0,Unleaded,VIC,car/14839690/toyota/kluger/vic/dandenong/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,28555.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,kluger,grande 4x4,automatic,unleaded,wagon,2016,28555.0,102547.0
2009,Toyota,Crown,Majesta (Hybrid),Sedan,110100.0,,,14990.0,,VIC,car/14782160/toyota/crown/vic/dandenong/sedan,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,14990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,crown,majesta hybrid,,,sedan,2009,14990.0,110100.0
2013,Toyota,Camry,ATARA SX,Sedan,317095.0,Automatic,2026-04-17,7999.0,Unleaded,VIC,car/14907686/toyota/camry/vic/hoppers-crossing/limousine,,UNCLASSIFIED,[DISALLOWED_VARIANT],sold,2026-01-25T15:33:31,2026-02-17T21:58:10,7999.0,2026-01-25T15:33:31,2026-02-18T21:39:48,autotrader_sold,toyota,camry,atara sx,automatic,unleaded,sedan,2013,7999.0,317095.0
2007,Toyota,Yaris,Yr,Hatchback,221652.0,Automatic,2026-02-19,5999.0,Unleaded,VIC,car/14830911/toyota/yaris/vic/hoppers-crossing/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-02-12T06:05:01,5999.0,2026-01-25T15:33:31,2026-02-12T21:45:20,autotrader_sold,toyota,yaris,yr,automatic,unleaded,hatchback,2007,5999.0,221652.0
2011,Toyota,Estima,X,Commercial,96161.0,Automatic,,15995.0,Unleaded,VIC,car/14803230/toyota/estima/vic/point-cook/van,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,15995.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,estima,x,automatic,unleaded,commercial,2011,15995.0,96161.0
2003,Toyota,Landcruiser,Gxl (4X4),Wagon,392000.0,Automatic,,42000.0,Diesel,VIC,car/14792257/toyota/landcruiser/vic/ringwood/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,42000.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,landcruiser,gxl 4x4,automatic,diesel,wagon,2003,42000.0,392000.0
2020,Toyota,Corolla,ASCENT SPORT HYBRID,Sedan,105653.0,Automatic,2026-03-10,21999.0,Unleaded,VIC,car/14848026/toyota/corolla/vic/hoppers-crossing/limousine,,UNCLASSIFIED,[AMBIG_FUEL],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,21999.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,corolla,ascent sport hybrid,automatic,unleaded,sedan,2020,21999.0,105653.0
2017,Toyota,C-HR,(2Wd),Wagon,138000.0,Automatic,2026-01-26,18999.0,Premium,VIC,car/14828152/toyota/c-hr/vic/springvale/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,18999.0,2026-01-30T01:30:27,2026-02-12T06:04:59,autotrader_sold,toyota,c hr,2wd,automatic,premium,wagon,2017,18999.0,138000.0
2008,Toyota,Kluger,Kx-S (4X4),Wagon,257105.0,Automatic,2026-09-13,9990.0,Unleaded,VIC,car/14912938/toyota/kluger/vic/dingley-village/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,9990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,kluger,kx s 4x4,automatic,unleaded,wagon,2008,9990.0,257105.0
2013,Toyota,Yaris,Yr,Hatchback,108325.0,Automatic,2026-02-14,9888.0,Unleaded,VIC,car/14897994/toyota/yaris/vic/dandenong/hatchback,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-25T18:47:02,9888.0,2026-01-25T15:33:31,2026-01-28T04:26:19,autotrader_sold,toyota,yaris,yr,automatic,unleaded,hatchback,2013,9888.0,108325.0
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,69523.0,Automatic,2025-12-14,41888.0,Hybrid,VIC,car/14819864/toyota/rav4/vic/deer-park/suv,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-28T04:26:19,41888.0,2026-01-28T04:26:19,2026-01-30T01:30:27,autotrader_sold,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2022,41888.0,69523.0
2008,Toyota,Aurion,At-X,Sedan,194588.0,Automatic,,7990.0,Unleaded,VIC,car/14916733/toyota/aurion/vic/dandenong/sedan,,UNCLASSIFIED,[OUT_OF_SCOPE],sold,2026-01-25T15:33:31,2026-01-30T17:02:17,7990.0,2026-01-25T15:33:31,2026-02-12T06:04:59,autotrader_sold,toyota,aurion,at x,automatic,unleaded,sedan,2008,7990.0,194588.0
