year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason,status,first_seen,last_seen,last_price,last_price_date,sold_date,source,make_norm,model_norm,variant_norm,transmission_norm,fuel_norm,body_norm,year_int,price_value,odometer_value
2021,Toyota,Kluger,Gxl Awd,Wagon,91254.0,Automatic,,43990.0,Premium,VIC,car/14871873/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl awd,automatic,premium,wagon,2021,43990.0,91254.0
2023,Toyota,Fortuner,Gx,Wagon,54300.0,Automatic,,46990.0,Diesel,VIC,car/14810389/toyota/fortuner/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,gx,automatic,diesel,wagon,2023,46990.0,54300.0
2023,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,49993.0,Automatic,,61888.0,Hybrid,VIC,car/14904901/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,hybrid,double cab pick up,2023,61888.0,49993.0
2024,Toyota,HiAce,Slwb Barn Door,Van,43701.0,Automatic,2026-10-31,64990.0,Diesel,VIC,car/14897158/toyota/hiace/vic/mornington/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,slwb barn door,automatic,diesel,van,2024,64990.0,43701.0
2023,Toyota,Landcruiser,Lc79 Workmate,Double Cab Chassis,20227.0,Manual,,106990.0,Diesel,VIC,car/14836046/toyota/landcruiser/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc79 workmate,manual,diesel,double cab chassis,2023,106990.0,20227.0
2023,Toyota,Fortuner,Crusade,Wagon,37857.0,Automatic,2026-05-12,60990.0,Diesel,VIC,car/14869277/toyota/fortuner/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,crusade,automatic,diesel,wagon,2023,60990.0,37857.0
2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,29639.0,Automatic,,57490.0,Hybrid,VIC,car/14843091/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2024,57490.0,29639.0
2024,Toyota,Landcruiser,Lc300 Gxl (4X4),Wagon,52902.0,Automatic,,110990.0,Diesel,VIC,car/14850889/toyota/landcruiser/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc300 gxl 4x4,automatic,diesel,wagon,2024,110990.0,52902.0
2019,Toyota,HiAce,Lwb,Van,142657.0,Automatic,,40990.0,Diesel,VIC,car/14883764/toyota/hiace/vic/cranbourne/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,lwb,automatic,diesel,van,2019,40990.0,142657.0
2021,Toyota,Hilux,Workmate,Cab Chassis,34001.0,Manual,,28990.0,Unleaded,VIC,car/14837835/toyota/hilux/vic/cranbourne/single-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate,manual,unleaded,cab chassis,2021,28990.0,34001.0
2023,Toyota,Corolla,Ascent Sport Hybrid,Sedan,82308.0,Automatic,2025-12-22,29990.0,Hybrid,VIC,car/14848748/toyota/corolla/vic/mornington/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2023,29990.0,82308.0
2024,Toyota,Corolla Cross,Gx 2Wd,Wagon,16191.0,Automatic,,39490.0,Unleaded,VIC,car/14855801/toyota/corolla-cross/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla cross,gx 2wd,automatic,unleaded,wagon,2024,39490.0,16191.0
2019,Toyota,C-HR,(2Wd),Wagon,58092.0,Automatic,,26490.0,Premium,VIC,car/14810463/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,2wd,automatic,premium,wagon,2019,26490.0,58092.0
2018,Toyota,Corolla,Ascent Sport,Hatchback,71478.0,Manual,,23999.0,Unleaded,VIC,car/14917962/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport,manual,unleaded,hatchback,2018,23999.0,71478.0
2019,Toyota,RAV4,Edge Awd,Wagon,70979.0,Automatic,,37490.0,Unleaded,VIC,car/14917877/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,edge awd,automatic,unleaded,wagon,2019,37490.0,70979.0
2021,Toyota,Landcruiser,Lc200 Sahara (4X4),Wagon,70324.0,Automatic,,131999.0,Diesel,VIC,car/14917967/toyota/landcruiser/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc200 sahara 4x4,automatic,diesel,wagon,2021,131999.0,70324.0
2013,Toyota,Landcruiser,Workmate (4X4),Double Cab Chassis,231767.0,Manual,,89975.0,Diesel,VIC,car/14928832/toyota/landcruiser/vic/officer/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,workmate 4x4,manual,diesel,double cab chassis,2013,89975.0,231767.0
2013,Toyota,RAV4,Gx (4X4),Wagon,103662.0,Automatic,,24990.0,Unleaded,VIC,car/14925707/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 4x4,automatic,unleaded,wagon,2013,24990.0,103662.0
2024,Toyota,GR86,Gts,Coupe,10338.0,Automatic,2026-08-08,48990.0,Premium,VIC,car/14902273/toyota/gr86/vic/camberwell/coupe,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,gr86,gts,automatic,premium,coupe,2024,48990.0,10338.0
2024,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,5369.0,Automatic,2026-07-24,59990.0,Hybrid,VIC,car/14797301/toyota/rav4/vic/camberwell/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 2wd hybrid,automatic,hybrid,wagon,2024,59990.0,5369.0
2023,Toyota,Landcruiser,Lc300 Gxl (4X4),Wagon,46794.0,Automatic,,108490.0,Diesel,VIC,car/14828772/toyota/landcruiser/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc300 gxl 4x4,automatic,diesel,wagon,2023,108490.0,46794.0
2024,Toyota,HiAce,Lwb (4 Door Option),Van,15568.0,Automatic,,58490.0,Diesel,VIC,car/14886256/toyota/hiace/vic/cranbourne/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,lwb 4 door option,automatic,diesel,van,2024,58490.0,15568.0
2023,Toyota,Hilux,Workmate Hi-Rider (4X2),Cab Chassis,8243.0,Manual,,36888.0,Diesel,VIC,car/14852501/toyota/hilux/vic/berwick/single-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate hi rider 4x2,manual,diesel,cab chassis,2023,36888.0,8243.0
2019,Toyota,HiAce,Commuter (12 Seats),Bus,91450.0,Automatic,2026-03-01,54990.0,Diesel,VIC,car/14884474/toyota/hiace/vic/mornington/people-mover,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,commuter 12 seats,automatic,diesel,bus,2019,54990.0,91450.0
2023,Toyota,Corolla,Ascent Sport Hybrid,Sedan,60396.0,Automatic,,31990.0,Hybrid,VIC,car/14893946/toyota/corolla/vic/cranbourne/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2023,31990.0,60396.0
2021,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,90000.0,Automatic,,45499.0,Diesel,VIC,car/14873757/toyota/hilux/vic/berwick/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,double cab pick up,2021,45499.0,90000.0
2023,Toyota,Hilux,Sr5 (4X4),Double Cab Chassis,37781.0,Automatic,,60490.0,Hybrid,VIC,car/14837539/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,hybrid,double cab chassis,2023,60490.0,37781.0
2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,105354.0,Automatic,,46990.0,Diesel,VIC,car/14909665/toyota/hilux/vic/mornington/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,double cab chassis,2022,46990.0,105354.0
2022,Toyota,Corolla,Ascent Sport,Sedan,49971.0,Automatic,,26999.0,Unleaded,VIC,car/14867055/toyota/corolla/vic/berwick/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,sedan,2022,26999.0,49971.0
2020,Toyota,GR Yaris,Gr,Hatchback,46182.0,Manual,,39990.0,Premium,VIC,car/14894051/toyota/gr-yaris/vic/cranbourne/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,gr yaris,gr,manual,premium,hatchback,2020,39990.0,46182.0
2023,Toyota,Corolla,Ascent Sport,Hatchback,34069.0,Automatic,,29499.0,Unleaded,VIC,car/14894164/toyota/corolla/vic/berwick/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_petrol_auto_hatch_mzea12r,[OK],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2023,29499.0,34069.0
2024,Toyota,Yaris Cross,Gx Hybrid,Wagon,29348.0,Automatic,,34990.0,Hybrid,VIC,car/14885055/toyota/yaris-cross/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris cross,gx hybrid,automatic,hybrid,wagon,2024,34990.0,29348.0
2022,Toyota,HiAce,Slwb,Van,79227.0,Automatic,2026-03-27,55990.0,Diesel,VIC,car/14909664/toyota/hiace/vic/mornington/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,slwb,automatic,diesel,van,2022,55990.0,79227.0
2024,Toyota,GR86,Gts,Coupe,2990.0,Manual,,47888.0,Premium,VIC,car/14810257/toyota/gr86/vic/cranbourne/coupe,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,gr86,gts,manual,premium,coupe,2024,47888.0,2990.0
2023,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,38275.0,Automatic,,55888.0,Hybrid,VIC,car/14882883/toyota/rav4/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2023,55888.0,38275.0
2023,Toyota,Landcruiser,Lc79 Gxl,Double Cab Chassis,39191.0,Manual,,128888.0,Diesel,VIC,car/14847882/toyota/landcruiser/vic/berwick/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc79 gxl,manual,diesel,double cab chassis,2023,128888.0,39191.0
2021,Toyota,HiAce,Slwb,Van,38137.0,Automatic,,56490.0,Diesel,VIC,car/14852405/toyota/hiace/vic/cranbourne/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,slwb,automatic,diesel,van,2021,56490.0,38137.0
2023,Toyota,Landcruiser,Lc300 Gr-S (4X4),Wagon,82209.0,Automatic,,141888.0,Diesel,VIC,car/14907535/toyota/landcruiser/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc300 gr s 4x4,automatic,diesel,wagon,2023,141888.0,82209.0
2022,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,79245.0,Automatic,,114999.0,Diesel,VIC,car/14856242/toyota/landcruiser/vic/berwick/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc300 vx 4x4,automatic,diesel,wagon,2022,114999.0,79245.0
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,135055.0,Automatic,,36990.0,Hybrid,VIC,car/14861091/toyota/rav4/vic/camberwell/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2022,36990.0,135055.0
2022,Toyota,Camry,Ascent,Sedan,24871.0,Automatic,2026-06-10,35000.0,Premium,VIC,car/14852604/toyota/camry/vic/burwood/sedan,2026-01-25T15:33:31,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,premium,sedan,2022,35000.0,24871.0
2021,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,61878.0,Automatic,2026-07-05,38444.0,Hybrid,VIC,car/14848287/toyota/rav4/vic/bundoora/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2021,38444.0,61878.0
2019,Toyota,Yaris,Zr,Hatchback,23274.0,Automatic,,22290.0,Unleaded,VIC,car/14879417/toyota/yaris/vic/laverton-north/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris,zr,automatic,unleaded,hatchback,2019,22290.0,23274.0
2023,Toyota,RAV4,Xse (Awd) Hybrid Premium Paint,Wagon,13859.0,Automatic,,55555.0,Hybrid,VIC,car/14896078/toyota/rav4/vic/oakleigh/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,xse awd hybrid premium paint,automatic,hybrid,wagon,2023,55555.0,13859.0
2015,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,128957.0,Automatic,2026-01-14,45400.0,Diesel,VIC,car/14881888/toyota/landcruiser-prado/vic/bundoora/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl 4x4,automatic,diesel,wagon,2015,45400.0,128957.0
2015,Toyota,Corolla,Ascent Sport,Hatchback,59751.0,Automatic,,23490.0,Unleaded,VIC,car/14911954/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_petrol_auto_hatch_zre18x,[OK],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2015,23490.0,59751.0
2022,Toyota,Kluger,Gxl Hybrid Awd,Wagon,51612.0,Automatic,,58333.0,Hybrid,VIC,car/14877629/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl hybrid awd,automatic,hybrid,wagon,2022,58333.0,51612.0
2021,Toyota,Kluger,Gx Hybrid Awd,Wagon,50277.0,Automatic,2026-03-02,48888.0,Hybrid,VIC,car/14786138/toyota/kluger/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2021,48888.0,50277.0
2021,Toyota,Corolla,Ascent Sport Hybrid,Sedan,83133.0,Automatic,2026-03-19,27990.0,Hybrid,VIC,car/14866077/toyota/corolla/vic/mornington/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2021,27990.0,83133.0
2021,Toyota,Kluger,Gx Hybrid Awd,Wagon,51591.0,Automatic,,50888.0,Hybrid,VIC,car/14911504/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2021,50888.0,51591.0
2022,Toyota,C-HR,Koba (2Wd),Wagon,55560.0,Automatic,,38888.0,Premium,VIC,car/14898138/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba 2wd,automatic,premium,wagon,2022,38888.0,55560.0
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,55902.0,Automatic,,42990.0,Hybrid,VIC,car/14909980/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2022,42990.0,55902.0
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,53532.0,Automatic,,29990.0,Hybrid,VIC,car/14911501/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe211r,[OK],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2022,29990.0,53532.0
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,17244.0,Automatic,,35990.0,Hybrid,VIC,car/14885056/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe219r,[OK],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2024,35990.0,17244.0
2020,Toyota,Hilux,Workmate,Cab Chassis,157165.0,Automatic,,25990.0,Unleaded,VIC,car/14909979/toyota/hilux/vic/cranbourne/single-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate,automatic,unleaded,cab chassis,2020,25990.0,157165.0
2018,Toyota,Camry,Ascent Sport (Hybrid),Sedan,180290.0,Automatic,,25990.0,Hybrid,VIC,car/14909425/toyota/camry/vic/cranbourne/sedan,2026-01-25T15:33:31,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,camry,ascent sport hybrid,automatic,hybrid,sedan,2018,25990.0,180290.0
2021,Toyota,HiAce,Slwb Commuter (12 Seats),Bus,91457.0,Automatic,,57490.0,Diesel,VIC,car/14854018/toyota/hiace/vic/cranbourne/people-mover,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,slwb commuter 12 seats,automatic,diesel,bus,2021,57490.0,91457.0
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,24890.0,Automatic,,32888.0,Hybrid,VIC,car/14813046/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe219r,[OK],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2024,32888.0,24890.0
2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,47527.0,Automatic,,30990.0,Hybrid,VIC,car/14909076/toyota/corolla/vic/cranbourne/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,hatchback,2023,30990.0,47527.0
2018,Toyota,C-HR,Koba (2Wd),Wagon,49072.0,Automatic,2026-01-25,27888.0,Premium,VIC,car/14865204/toyota/c-hr/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba 2wd,automatic,premium,wagon,2018,27888.0,49072.0
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,127720.0,Automatic,,35990.0,Hybrid,VIC,car/14894050/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2022,35990.0,127720.0
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,61849.0,Automatic,2026-02-27,51990.0,Hybrid,VIC,car/14839271/toyota/kluger/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx hybrid awd,automatic,hybrid,wagon,2023,51990.0,61849.0
2023,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,73217.0,Automatic,,56888.0,Diesel,VIC,car/14914557/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,double cab pick up,2023,56888.0,73217.0
2020,Toyota,Corolla,Zr (Hybrid),Hatchback,102922.0,Automatic,2026-04-30,29288.0,Hybrid,VIC,car/14897008/toyota/corolla/vic/mornington/hatchback,2026-01-25T15:33:31,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,corolla,zr hybrid,automatic,hybrid,hatchback,2020,29288.0,102922.0
2022,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,64142.0,Automatic,,62990.0,Diesel,VIC,car/14892635/toyota/hilux/vic/cranbourne/dual-cab,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,diesel,double cab pick up,2022,62990.0,64142.0
2022,Toyota,Yaris Cross,Urban Hybrid,Wagon,33133.0,Automatic,2026-05-25,35777.0,Hybrid,VIC,car/14889294/toyota/yaris-cross/vic/heidelberg/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris cross,urban hybrid,automatic,hybrid,wagon,2022,35777.0,33133.0
2019,Toyota,RAV4,Cruiser 2Wd Hybrid,Wagon,55500.0,Automatic,2026-03-06,40888.0,Hybrid,VIC,car/14850369/toyota/rav4/vic/essendon-fields/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 2wd hybrid,automatic,hybrid,wagon,2019,40888.0,55500.0
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,47186.0,Automatic,2026-06-29,41990.0,Hybrid,VIC,car/14824708/toyota/rav4/vic/nunawading/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl 2wd hybrid,automatic,hybrid,wagon,2021,41990.0,47186.0
2019,Toyota,RAV4,Cruiser Awd Hybrid,Wagon,114891.0,Automatic,,41888.0,Hybrid,VIC,car/14911343/toyota/rav4/vic/oakleigh/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser awd hybrid,automatic,hybrid,wagon,2019,41888.0,114891.0
2021,Toyota,Landcruiser,Lc300 Vx (4X4),Wagon,72950.0,Automatic,,116490.0,Diesel,VIC,car/14871505/toyota/landcruiser/vic/nunawading/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc300 vx 4x4,automatic,diesel,wagon,2021,116490.0,72950.0
2019,Toyota,Vellfire,HYBRID X TOYOTA SAFETY SENSE,Commercial,97486.0,Automatic,,42995.0,Unleaded,VIC,car/14498581/toyota/vellfire/vic/maidstone/van,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,vellfire,hybrid x toyota safety sense,automatic,unleaded,commercial,2019,42995.0,97486.0
2019,Toyota,C-HR,G,Wagon,51400.0,,,26500.0,,VIC,car/14762984/toyota/c-hr/vic/st-kilda/wagon,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,g,,,wagon,2019,26500.0,51400.0
2012,Toyota,HiAce,Commuter,Bus,230942.0,Automatic,2026-01-23,22989.0,Unleaded,VIC,car/14743556/toyota/hiace/vic/maidstone/people-mover,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,commuter,automatic,unleaded,bus,2012,22989.0,230942.0
2007,Toyota,RAV4,Cruiser (4X4),Wagon,181128.0,Automatic,2024-07-17,13999.0,Unleaded,VIC,car/13370156/toyota/rav4/vic/west-footscray/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 4x4,automatic,unleaded,wagon,2007,13999.0,181128.0
2013,Toyota,RAV4,Gxl (2Wd),Wagon,261023.0,Automatic,2025-09-06,9990.0,Unleaded,VIC,car/14709977/toyota/rav4/vic/coburg-north/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl 2wd,automatic,unleaded,wagon,2013,9990.0,261023.0
2019,Toyota,RAV4,Gx 2Wd Hybrid,Wagon,66613.0,Automatic,2026-02-11,36490.0,Hybrid,VIC,car/14808550/toyota/rav4/vic/mornington/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2019,36490.0,66613.0
2021,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,68922.0,Automatic,,38888.0,Hybrid,VIC,car/14894559/toyota/c-hr/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba 2wd hybrid,automatic,hybrid,wagon,2021,38888.0,68922.0
2024,Toyota,Camry,Ascent,Sedan,77293.0,Automatic,2026-02-16,35990.0,Premium,VIC,car/14833849/toyota/camry/vic/mornington/sedan,2026-01-25T15:33:31,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,premium,sedan,2024,35990.0,77293.0
2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,1417.0,Automatic,,74990.0,Hybrid,VIC,car/14903942/toyota/kluger/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl hybrid awd,automatic,hybrid,wagon,2024,74990.0,1417.0
2022,Toyota,RAV4,Cruiser (2Wd),Wagon,71260.0,Automatic,,42990.0,Unleaded,VIC,car/14895940/toyota/rav4/vic/cranbourne/suv,2026-01-25T15:33:31,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 2wd,automatic,unleaded,wagon,2022,42990.0,71260.0
