year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2025,Toyota,Hilux,Sr5 (4X4),X Cab Pickup,855,Automatic,,70888,Diesel,VIC,car/14967894/toyota/hilux/vic/oakleigh/extra-cab,2026-02-17T21:58:10,,
2024,Toyota,Kluger,Gx 2Wd,Wagon,27046,Automatic,,51888,Unleaded,VIC,car/14965621/toyota/kluger/vic/oakleigh/suv,2026-02-17T21:58:10,,
2025,Toyota,Corolla Cross,Atmos Awd Hybrid,Wagon,12667,Automatic,,55888,Hybrid,VIC,car/14957424/toyota/corolla-cross/vic/oakleigh/suv,2026-02-17T21:58:10,,
2022,Toyota,Hilux,Sr Hi-Rider (4X2),Double Cab Pick Up,61228,Manual,,41990,Diesel,VIC,car/14937424/toyota/hilux/vic/elsternwick/dual-cab,2026-02-17T21:58:10,,
2023,Toyota,Yaris Cross,Gx,Wagon,30000,Automatic,,29588,Unleaded,VIC,car/14966745/toyota/yaris-cross/vic/oakleigh/suv,2026-02-17T21:58:10,,
2019,Toyota,RAV4,Gx (2Wd),Wagon,97445,Automatic,,32990,Unleaded,VIC,car/14938055/toyota/rav4/vic/nunawading/suv,2026-02-17T21:58:10,,
2023,Toyota,Hilux,Sr (4X4),Cab Chassis,89000,Automatic,2026-03-30,45888,Diesel,VIC,car/14954960/toyota/hilux/vic/deer-park/single-cab,2026-02-17T21:58:10,,
2018,Toyota,Yaris,Ascent,Hatchback,69112,Automatic,2026-02-28,17998,Unleaded,VIC,car/14967979/toyota/yaris/vic/airport-west/hatchback,2026-02-17T21:58:10,,
2025,Toyota,GR86,Gts,Coupe,860,Automatic,,53990,Premium,VIC,car/14961882/toyota/gr86/vic/narre-warren/coupe,2026-02-17T21:58:10,,
2020,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,137811,Automatic,2026-06-22,44990,Diesel,VIC,car/14969686/toyota/hilux/vic/mornington/dual-cab,2026-02-17T21:58:10,,
2022,Toyota,Fortuner,Gxl,Wagon,80743,Automatic,,50990,Diesel,VIC,car/14969108/toyota/fortuner/vic/narre-warren/suv,2026-02-17T21:58:10,,
2024,Toyota,Camry,Ascent,Sedan,39119,Automatic,,35888,Premium,VIC,car/14969099/toyota/camry/vic/narre-warren/sedan,2026-02-17T21:58:10,,
2017,Toyota,Landcruiser,WORKMATE,Ute Tray,326029,Manual,2026-02-24,57999,Diesel,VIC,car/14968979/toyota/landcruiser/vic/dandenong-south/pickup,2026-02-17T21:58:10,,
2022,Toyota,Landcruiser Prado,Gx,Wagon,79850,Automatic,,60990,Diesel,VIC,car/14968891/toyota/landcruiser-prado/vic/frankston/suv,2026-02-17T21:58:10,,
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,54466,Automatic,,42990,Hybrid,VIC,car/14968890/toyota/rav4/vic/frankston/suv,2026-02-17T21:58:10,,
2023,Toyota,Camry,Ascent,Sedan,53003,Automatic,,34995,Premium,VIC,car/14970977/toyota/camry/vic/sunbury/sedan,2026-02-17T21:58:10,,
2024,Toyota,Landcruiser Prado,Altitude,Wagon,37854,Automatic,,104990,Diesel,VIC,car/14970972/toyota/landcruiser-prado/vic/sunbury/suv,2026-02-17T21:58:10,,
2008,Toyota,Yaris,Yr,Hatchback,110000,Automatic,,8999,Unleaded,VIC,car/14970966/toyota/yaris/vic/dandenong/hatchback,2026-02-17T21:58:10,,
2010,Toyota,Hilux,Sr (4X4),Dual Cab Pick-up,193878,Manual,2026-10-15,14999,Diesel,VIC,car/14970335/toyota/hilux/vic/upper-ferntree-gully/dual-cab,2026-02-17T21:58:10,,
2007,Toyota,Crown,,Sedan,107000,Automatic,,23990,Premium,VIC,car/14970133/toyota/crown/vic/cranbourne-west/limousine,2026-02-17T21:58:10,,
2018,Toyota,Landcruiser Prado,Kakadu (4X4),Wagon,121947,Automatic,,64990,Diesel,VIC,car/14969971/toyota/landcruiser-prado/vic/cranbourne/suv,2026-02-17T21:58:10,,
2024,Toyota,Corolla,Ascent Sport,Hatchback,25325,Automatic,2026-03-18,30990,Unleaded,VIC,car/14969958/toyota/corolla/vic/ferntree-gully/hatchback,2026-02-17T21:58:10,,
2025,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,11820,Automatic,2026-05-22,50970,Hybrid,VIC,car/14962142/toyota/rav4/vic/keysborough/suv,2026-02-17T21:58:10,,
2019,Toyota,HiAce,Commuter (12 Seats),Bus,99794,Automatic,,49990,Diesel,VIC,car/14810267/toyota/hiace/vic/cranbourne/people-mover,2026-02-17T21:58:10,,
2021,Toyota,Hilux,Rogue (4X4),Double Cab Pick Up,107097,Automatic,2026-10-23,69970,Diesel,VIC,car/14965652/toyota/hilux/vic/keysborough/dual-cab,2026-02-17T21:58:10,,
2008,Toyota,Camry,Altise,Sedan,132000,Automatic,2026-01-30,10500,Unleaded,VIC,car/14962206/toyota/camry/vic/dandenong/sedan,2026-02-17T21:58:10,,
2018,Toyota,Landcruiser Prado,Vx (4X4),Wagon,116111,Automatic,2026-04-30,54990,Diesel,VIC,car/14959962/toyota/landcruiser-prado/vic/melbourne/suv,2026-02-17T21:58:10,,
2023,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,96171,Automatic,2026-03-21,63490,Diesel,VIC,car/14963642/toyota/hilux/vic/ferntree-gully/dual-cab,2026-02-17T21:58:10,,
2018,Toyota,Corolla,Ascent Sport,Hatchback,89895,Automatic,2026-02-26,21970,Unleaded,VIC,car/14966265/toyota/corolla/vic/keysborough/hatchback,2026-02-17T21:58:10,,
2023,Toyota,Corolla Cross,Atmos Two-Tone 2Wd Hybrid,Wagon,31850,Automatic,2026-08-25,47970,Hybrid,VIC,car/14966264/toyota/corolla-cross/vic/keysborough/suv,2026-02-17T21:58:10,,
2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,13818,Automatic,2026-09-12,61970,Hybrid,VIC,car/14967576/toyota/rav4/vic/keysborough/suv,2026-02-17T21:58:10,,
2023,Toyota,Kluger,Gx Hybrid Awd,Wagon,30242,Automatic,,57990,Hybrid,VIC,car/14968230/toyota/kluger/vic/cranbourne/suv,2026-02-17T21:58:10,,
2021,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,133174,Automatic,2026-02-28,42970,Hybrid,VIC,car/14967208/toyota/rav4/vic/keysborough/suv,2026-02-17T21:58:10,,
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,40580,Automatic,,44990,Hybrid,VIC,car/14945083/toyota/rav4/vic/narre-warren/suv,2026-02-17T21:58:10,,
2022,Toyota,Kluger,Grande 2Wd,Wagon,36992,Automatic,,58490,Premium,VIC,car/14968231/toyota/kluger/vic/cranbourne/suv,2026-02-17T21:58:10,,
2019,Toyota,Kluger,Gx (4X2),Wagon,104315,Automatic,,31880,Unleaded,VIC,car/14964229/toyota/kluger/vic/deer-park/suv,2026-02-17T21:58:10,,
2018,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,102907,Automatic,2026-03-11,57970,Diesel,VIC,car/14967209/toyota/landcruiser-prado/vic/keysborough/suv,2026-02-17T21:58:10,,
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,43156,Automatic,,,Hybrid,VIC,car/14963908/toyota/rav4/vic/mentone/suv,2026-02-17T21:58:10,,
2012,Toyota,Prius V,I-Tech,Wagon,176268,Automatic,2026-03-20,17990,Hybrid,VIC,car/14962940/toyota/prius-v/vic/preston/wagon,2026-02-18T21:39:48,,
2020,Toyota,Hilux,Sr (4X4),Cab Chassis,193534,Automatic,,31990,Diesel,VIC,car/14971249/toyota/hilux/vic/west-footscray/single-cab,2026-02-18T21:39:48,,
2020,Toyota,Hilux,Workmate,Cab Chassis,113100,Automatic,2026-03-30,25880,Unleaded,VIC,car/14971236/toyota/hilux/vic/maidstone/single-cab,2026-02-18T21:39:48,,
2023,Toyota,Hilux,Sr (4X4),Cab Chassis,39515,Automatic,,45990,Diesel,VIC,car/14969401/toyota/hilux/vic/elsternwick/single-cab,2026-02-18T21:39:48,,
2022,Toyota,Kluger,Gx Hybrid Awd,Wagon,15485,Automatic,,54990,Hybrid,VIC,car/14970093/toyota/kluger/vic/melbourne/suv,2026-02-18T21:39:48,,
2016,Toyota,Hilux,SR,Ute Tray,166043,Automatic,2026-08-17,35990,Other,VIC,car/14970091/toyota/hilux/vic/south-melbourne/pickup,2026-02-18T21:39:48,,
2024,Toyota,RAV4,Xse (Awd) Hybrid Premium Paint,Wagon,7099,Automatic,,60990,Hybrid,VIC,car/14970092/toyota/rav4/vic/melbourne/suv,2026-02-18T21:39:48,,
2009,Toyota,Yaris,Yr,Hatchback,255542,Automatic,2026-03-31,8999,Unleaded,VIC,car/14968724/toyota/yaris/vic/braybrook/hatchback,2026-02-18T21:39:48,,
2008,Toyota,Corolla,Ascent,Sedan,230885,Automatic,2026-09-28,8450,Unleaded,VIC,car/14972266/toyota/corolla/vic/moorabbin/sedan,2026-02-18T21:39:48,,
2014,Toyota,Yaris,Yrs,Hatchback,116946,Automatic,2026-01-31,13919,Unleaded,VIC,car/14971827/toyota/yaris/vic/bundoora/hatchback,2026-02-18T21:39:48,,
2018,Toyota,Corolla,Ascent Sport (Hybrid),Hatchback,43761,Automatic,,24990,Hybrid,VIC,car/14971209/toyota/corolla/vic/coburg-north/hatchback,2026-02-18T21:39:48,,
2011,Toyota,Corolla,Ascent Sport,Hatchback,218118,Manual,,7999,Unleaded,VIC,car/14966700/toyota/corolla/vic/laverton-north/hatchback,2026-02-18T21:39:48,,
2022,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,27324,Automatic,2026-06-21,40900,Hybrid,VIC,car/14870833/toyota/rav4/vic/nunawading/suv,2026-02-18T21:39:48,,
2021,Toyota,Corolla,HYBRID,Sedan,61427,Automatic,,22995,Hybrid,VIC,car/14968406/toyota/corolla/vic/mordialloc/limousine,2026-02-18T21:39:48,,
2009,Toyota,Camry,Altise,Sedan,229500,Automatic,2026-04-09,7999,Unleaded,VIC,car/14971845/toyota/camry/vic/dandenong/sedan,2026-02-18T21:39:48,,
2014,Toyota,Camry,Rz S.E.,Sedan,204815,Automatic,2026-01-15,12999,Unleaded,VIC,car/14971782/toyota/camry/vic/hoppers-crossing/sedan,2026-02-18T21:39:48,,
2012,Toyota,Landcruiser,Gxl (4X4),Wagon,237506,Automatic,2026-05-10,57970,Diesel,VIC,car/14971574/toyota/landcruiser/vic/keysborough/suv,2026-02-18T21:39:48,,
2012,Toyota,RAV4,Cv6,Wagon,188504,Automatic,2026-01-25,13490,Unleaded,VIC,car/14971524/toyota/rav4/vic/south-morang/suv,2026-02-18T21:39:48,,
2007,Toyota,Landcruiser,Sahara (4X4),Wagon,198617,Automatic,2026-03-09,46990,Diesel,VIC,car/14963687/toyota/landcruiser/vic/ringwood/suv,2026-02-18T21:39:48,,
2021,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,88486,Automatic,,26990,Hybrid,VIC,car/14962056/toyota/corolla/vic/hoppers-crossing/hatchback,2026-02-18T21:39:48,,
2015,Toyota,Kluger,Grande (4X4),Wagon,98819,Automatic,2026-10-27,34999,Unleaded,VIC,car/14963445/toyota/kluger/vic/ringwood/suv,2026-02-18T21:39:48,,
2025,Toyota,Yaris Cross,Gx Hybrid,Wagon,22178,Automatic,,36990,Hybrid,VIC,car/14964078/toyota/yaris-cross/vic/hoppers-crossing/suv,2026-02-18T21:39:48,,
2018,Toyota,Prius,A PREMIUM,Hatch,85236,Automatic,,23995,Hybrid,VIC,car/14958289/toyota/prius/vic/mordialloc/hatchback,2026-02-18T21:39:48,,
2024,Toyota,Corolla Cross,Atmos 2Wd Hybrid,Wagon,8753,Automatic,,55990,Hybrid,VIC,car/14964111/toyota/corolla-cross/vic/hoppers-crossing/suv,2026-02-18T21:39:48,,
2012,Toyota,Aqua,G,Hatch,53020,Automatic,,13995,Hybrid,VIC,car/14955653/toyota/aqua/vic/mordialloc/hatchback,2026-02-18T21:39:48,,
2009,Toyota,Kluger,Kx-R (Fwd) 7 Seat,Wagon,251896,Automatic,2026-02-26,10990,Unleaded,VIC,car/14963686/toyota/kluger/vic/ringwood/suv,2026-02-18T21:39:48,,
2021,Toyota,Yaris Cross,Gx Hybrid,Wagon,100913,Automatic,2026-09-06,25888,Hybrid,VIC,car/14969436/toyota/yaris-cross/vic/croydon/suv,2026-02-18T21:39:48,,
2015,Toyota,Camry,Altise,Sedan,84736,Automatic,2026-04-20,21990,Unleaded,VIC,car/14967476/toyota/camry/vic/hoppers-crossing/sedan,2026-02-18T21:39:48,,
2017,Toyota,Yaris,Ascent,Hatchback,107723,Automatic,2026-05-30,18999,Unleaded,VIC,car/14961441/toyota/yaris/vic/ringwood/hatchback,2026-02-18T21:39:48,,
2017,Toyota,Hilux,SR,Ute Tray,274988,Manual,,28888,Diesel,VIC,car/14972126/toyota/hilux/vic/dandenong-south/pickup,2026-02-18T21:39:48,,
2022,Toyota,Kluger,Gx 2Wd,Wagon,60121,Automatic,,43999,Premium,VIC,car/14971163/toyota/kluger/vic/melton/suv,2026-02-18T21:39:48,,
2023,Toyota,Hilux,Rogue (4X4),Double Cab Pick Up,28363,Automatic,2026-03-14,69800,Diesel,VIC,car/14971096/toyota/hilux/vic/berwick/dual-cab,2026-02-18T21:39:48,,
2022,Toyota,Landcruiser Prado,Gxl,Wagon,74041,Automatic,,67990,Diesel,VIC,car/14969173/toyota/landcruiser-prado/vic/frankston/suv,2026-02-18T21:39:48,,
2024,Toyota,HiAce,Lwb (4 Door Option),Van,17621,Automatic,,56990,Diesel,VIC,car/14892859/toyota/hiace/vic/narre-warren/van,2026-02-18T21:39:48,,
2018,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,133127,Manual,,39990,Diesel,VIC,car/14970202/toyota/hilux/vic/narre-warren/dual-cab,2026-02-18T21:39:48,,
2024,Toyota,Tundra,Limited,Dual Cab Pick-up,30,Automatic,,163800,Hybrid,VIC,car/14937027/toyota/tundra/vic/narre-warren/dual-cab,2026-02-18T21:39:48,,
2022,Toyota,Yaris Cross,Gx,Wagon,13500,Automatic,,32888,Unleaded,VIC,car/14972243/toyota/yaris-cross/vic/berwick/suv,2026-02-18T21:39:48,,
2014,Toyota,Landcruiser,Vx (4X4),Wagon,322000,Automatic,,54800,Diesel,VIC,car/14971717/toyota/landcruiser/vic/mornington/suv,2026-02-18T21:39:48,,
2024,Toyota,Hilux,Rogue 48V (4X4),Double Cab Pick Up,31659,Automatic,,71990,Hybrid,VIC,car/14971387/toyota/hilux/vic/mornington/dual-cab,2026-02-18T21:39:48,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,46427,Automatic,,33990,Hybrid,VIC,car/14969969/toyota/corolla/vic/cranbourne/hatchback,2026-02-18T21:39:48,,
2023,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,44321,Automatic,,32990,Hybrid,VIC,car/14969970/toyota/corolla/vic/cranbourne/hatchback,2026-02-18T21:39:48,,
2021,Toyota,Landcruiser Prado,Vx,Wagon,156322,Automatic,2026-09-07,62990,Diesel,VIC,car/14968268/toyota/landcruiser-prado/vic/mornington/suv,2026-02-18T21:39:48,,
2015,Toyota,Hilux,Sr5 (4X4),Dual Cab Utility,220939,Automatic,,36990,Diesel,VIC,car/14969968/toyota/hilux/vic/cranbourne/dual-cab,2026-02-18T21:39:48,,
2021,Toyota,Camry,Ascent,Sedan,132881,Automatic,2025-02-25,27990,Premium,VIC,car/14971373/toyota/camry/vic/elsternwick/sedan,2026-02-18T21:39:48,,
2019,Toyota,Hilux,Workmate,Cab Chassis,80149,Automatic,2027-01-08,28990,Unleaded,VIC,car/14971252/toyota/hilux/vic/south-melbourne/single-cab,2026-02-18T21:39:48,,
2022,Toyota,C-HR,Koba (2Wd),Wagon,28979,Automatic,,,Premium,VIC,car/14967065/toyota/c-hr/vic/south-melbourne/suv,2026-02-18T21:39:48,,
2016,Toyota,HiAce,Lwb,Van,157078,Automatic,2026-03-30,30888,Diesel,VIC,car/14965838/toyota/hiace/vic/tottenham/van,2026-02-18T21:39:48,,
2018,Toyota,Landcruiser Prado,Vx (4X4),Wagon,85744,Automatic,,66888,Diesel,VIC,car/14965839/toyota/landcruiser-prado/vic/tottenham/suv,2026-02-18T21:39:48,,
2018,Toyota,Corolla,Ascent Sport,Hatchback,75033,Automatic,2026-04-15,,Unleaded,VIC,car/14971811/toyota/corolla/vic/south-melbourne/hatchback,2026-02-18T21:39:48,,
2021,Toyota,HiAce,Lwb (4 Door Option),Van,83344,Automatic,,46990,Diesel,VIC,car/14899550/toyota/hiace/vic/elsternwick/van,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,Fortuner,GX,SUV,57834,Automatic,,52990,Diesel,VIC,car/14969310/toyota/fortuner/vic/elsternwick/suv,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2007,Toyota,RAV4,Cruiser (4X4),Wagon,191710,Automatic,,12450,Unleaded,VIC,car/14789623/toyota/rav4/vic/footscray/suv,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Toyota,Yaris,Yrx,Sedan,279485,Automatic,,7650,Unleaded,VIC,car/14966408/toyota/yaris/vic/footscray/sedan,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,RAV4,Gxl (2Wd) Hybrid,Wagon,97118,Automatic,2026-04-08,37990,Hybrid,VIC,car/14958662/toyota/rav4/vic/south-melbourne/suv,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Toyota,Kluger,Altitude (4X4) 7 Seat,Wagon,229223,Automatic,2026-06-25,14800,Unleaded,VIC,car/14969566/toyota/kluger/vic/preston/suv,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,11934,Automatic,2026-04-04,60990,Hybrid,VIC,car/14964971/toyota/rav4/vic/melbourne/suv,2026-02-18T21:39:48,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,RAV4,Gx (2Wd),Wagon,95001,Automatic,2026-04-20,26990,Unleaded,VIC,car/14973495/toyota/rav4/vic/berwick/suv,2026-02-19T22:04:31,,
2015,Toyota,Kluger,Gx (4X2),Wagon,166106,Automatic,,22999,Unleaded,VIC,car/14950540/toyota/kluger/vic/ringwood/suv,2026-02-19T22:04:31,,
2018,Toyota,HiAce,Commuter (12 Seats),Bus,176282,Automatic,,52990,Diesel,VIC,car/14974572/toyota/hiace/vic/coburg-north/people-mover,2026-02-19T22:04:31,,
2020,Toyota,Corolla,Ascent Sport (Hybrid),Sedan,29226,Automatic,2026-08-01,29990,Hybrid,VIC,car/14974552/toyota/corolla/vic/south-morang/sedan,2026-02-19T22:04:31,,
2023,Toyota,Landcruiser,Lc300 Sahara (4X4),Wagon,81000,Automatic,2026-04-15,134999,Diesel,VIC,car/14974347/toyota/landcruiser/vic/williamstown-north/suv,2026-02-19T22:04:31,,
2021,Toyota,HiAce,Lwb Gl (Colours),Van,41547,Automatic,2026-04-06,57990,Diesel,VIC,car/14973928/toyota/hiace/vic/preston/van,2026-02-19T22:04:31,,
2013,Toyota,Camry,Atara S,Sedan,248155,Automatic,2026-06-21,9990,Unleaded,VIC,car/14973828/toyota/camry/vic/maidstone/sedan,2026-02-19T22:04:31,,
2009,Toyota,Corolla,Ascent,Sedan,33439,Automatic,2026-03-24,12999,Unleaded,VIC,car/14973505/toyota/corolla/vic/avondale-heights/sedan,2026-02-19T22:04:31,,
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,28656,Automatic,,43950,Hybrid,VIC,car/14973512/toyota/rav4/vic/elsternwick/suv,2026-02-19T22:04:31,,
2020,Toyota,Corolla,TOURING (HYBRID) G-X-H,SUV,151923,Automatic,,18400,Hybrid,VIC,car/14973312/toyota/corolla/vic/st-kilda/suv,2026-02-19T22:04:31,,
2013,Toyota,RAV4,Gxl (2Wd),Wagon,86178,Automatic,2026-09-30,19990,Unleaded,VIC,car/14966418/toyota/rav4/vic/nunawading/suv,2026-02-19T22:04:31,,
2023,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,63589,Automatic,2026-05-31,57980,Hybrid,VIC,car/14868203/toyota/hilux/vic/blackburn/dual-cab,2026-02-19T22:04:31,,
2005,Toyota,Camry,Altise,Sedan,142583,Automatic,,7999,Unleaded,VIC,car/14964295/toyota/camry/vic/ringwood/sedan,2026-02-19T22:04:31,,
2016,Toyota,RAV4,Gx (2Wd),Wagon,67368,Automatic,2026-11-18,26999,Unleaded,VIC,car/14968265/toyota/rav4/vic/highett/suv,2026-02-19T22:04:31,,
2022,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,92199,Automatic,2026-02-04,41888,Hybrid,VIC,car/14927240/toyota/rav4/vic/deer-park/suv,2026-02-19T22:04:31,,
2023,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,103507,Automatic,,38888,Hybrid,VIC,car/14954963/toyota/rav4/vic/deer-park/suv,2026-02-19T22:04:31,,
2023,Toyota,Kluger,Gxl Hybrid Awd,Wagon,26294,Automatic,,64888,Hybrid,VIC,car/14954527/toyota/kluger/vic/deer-park/suv,2026-02-19T22:04:31,,
2016,Toyota,Landcruiser,Gxl (4X4),Wagon,159986,Automatic,2026-11-16,79490,Diesel,VIC,car/14967686/toyota/landcruiser/vic/bentleigh/suv,2026-02-19T22:04:31,,
2023,Toyota,Fortuner,GXL,SUV,51297,Automatic,2026-08-03,54590,Other,VIC,car/14939773/toyota/fortuner/vic/melbourne/suv,2026-02-19T22:04:31,,
2022,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,103863,Automatic,,48888,Diesel,VIC,car/14954959/toyota/hilux/vic/deer-park/dual-cab,2026-02-19T22:04:31,,
2009,Toyota,RAV4,Cruiser (4X4),Wagon,121870,Automatic,2025-12-29,18999,Unleaded,VIC,car/14920072/toyota/rav4/vic/ringwood/suv,2026-02-19T22:04:31,,
2016,Toyota,Camry,Atara Sl,Sedan,164000,Automatic,2026-05-09,18498,Unleaded,VIC,car/14974847/toyota/camry/vic/dandenong/sedan,2026-02-19T22:04:31,,
2024,Toyota,Yaris,Ascent Sport Hybrid,Hatchback,13183,Automatic,,31990,Hybrid,VIC,car/14974281/toyota/yaris/vic/cranbourne/hatchback,2026-02-19T22:04:31,,
2019,Toyota,Camry,Ascent (Hybrid),Sedan,131277,Automatic,2026-04-23,25999,Hybrid,VIC,car/14973910/toyota/camry/vic/dandenong/sedan,2026-02-19T22:04:31,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Sedan,23821,Automatic,,34990,Hybrid,VIC,car/14973676/toyota/corolla/vic/frankston/sedan,2026-02-19T22:04:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,61105,Automatic,,29990,Hybrid,VIC,car/14973544/toyota/corolla/vic/frankston/hatchback,2026-02-19T22:04:31,,
2020,Toyota,Landcruiser,Lc200 Sahara (4X4),Wagon,96935,Automatic,,120999,Diesel,VIC,car/14875147/toyota/landcruiser/vic/berwick/suv,2026-02-19T22:04:31,,
2024,Toyota,GR86,Gts,Coupe,4068,Manual,,53490,Premium,VIC,car/14971695/toyota/gr86/vic/cranbourne/coupe,2026-02-19T22:04:31,,
2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,66230,Automatic,,53990,Diesel,VIC,car/14950168/toyota/hilux/vic/cranbourne/dual-cab,2026-02-19T22:04:31,,
2016,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,260639,Automatic,2026-02-17,28970,Diesel,VIC,car/14966266/toyota/hilux/vic/keysborough/dual-cab,2026-02-19T22:04:31,,
2024,Toyota,Camry,Ascent,Sedan,48283,Automatic,,37970,Premium,VIC,car/14969417/toyota/camry/vic/keysborough/sedan,2026-02-19T22:04:31,,
2024,Toyota,Yaris Cross,Gx Hybrid (Awd),Wagon,16193,Automatic,,37490,Hybrid,VIC,car/14969110/toyota/yaris-cross/vic/cranbourne/suv,2026-02-19T22:04:31,,
2022,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,19318,Automatic,,29990,Hybrid,VIC,car/14913610/toyota/corolla/vic/frankston/hatchback,2026-02-19T22:04:31,,
2024,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,11640,Automatic,,37990,Hybrid,VIC,car/14969526/toyota/corolla/vic/cranbourne/hatchback,2026-02-19T22:04:31,,
2020,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,45627,Automatic,,46970,Hybrid,VIC,car/14971568/toyota/rav4/vic/keysborough/suv,2026-02-19T22:04:31,,
2025,Toyota,Corolla Cross,Atmos Awd Hybrid,Wagon,6109,Automatic,2026-10-08,56970,Hybrid,VIC,car/14971573/toyota/corolla-cross/vic/keysborough/suv,2026-02-19T22:04:31,,
2024,Toyota,Landcruiser,Lc300 Gr-S (4X4),Wagon,31643,Automatic,2026-06-14,152970,Diesel,VIC,car/14967212/toyota/landcruiser/vic/keysborough/suv,2026-02-19T22:04:31,,
2023,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,71180,Automatic,,42990,Hybrid,VIC,car/14971202/toyota/rav4/vic/narre-warren/suv,2026-02-19T22:04:31,,
2024,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,40122,Automatic,,45888,Hybrid,VIC,car/14971899/toyota/rav4/vic/cranbourne/suv,2026-02-19T22:04:31,,
2019,Toyota,Kluger,Gx (4X4),Wagon,104328,Automatic,,34990,Unleaded,VIC,car/14971900/toyota/kluger/vic/cranbourne/suv,2026-02-19T22:04:31,,
2022,Toyota,Landcruiser Prado,Vx,Wagon,61389,Automatic,2026-04-06,83470,Diesel,VIC,car/14971572/toyota/landcruiser-prado/vic/keysborough/suv,2026-02-19T22:04:31,,
2023,Toyota,Fortuner,Crusade,Wagon,58379,Automatic,2026-07-21,63970,Diesel,VIC,car/14971566/toyota/fortuner/vic/keysborough/suv,2026-02-19T22:04:31,,
2022,Toyota,Landcruiser Prado,Vx,Wagon,47991,Automatic,,83970,Diesel,VIC,car/14971571/toyota/landcruiser-prado/vic/keysborough/suv,2026-02-19T22:04:31,,
2020,Toyota,RAV4,Gx 2Wd Hybrid,Wagon,58431,Automatic,,39990,Hybrid,VIC,car/14971902/toyota/rav4/vic/cranbourne/suv,2026-02-19T22:04:31,,
2024,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,20101,Automatic,,60990,Hybrid,VIC,car/14963909/toyota/rav4/vic/mentone/suv,2026-02-19T22:04:31,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,Camry,Sl Hybrid,Sedan,26960,Automatic,,,Hybrid,VIC,car/14970564/toyota/camry/vic/mentone/sedan,2026-02-19T22:04:31,UNCLASSIFIED,[NO_PRICE]
2015,Toyota,Corolla,Ascent,Hatchback,120220,Automatic,2026-04-13,15999,Unleaded,VIC,car/14881082/toyota/corolla/vic/laverton-north/hatchback,2026-02-20T22:06:45,,
2021,Toyota,Camry,Sx,Sedan,91278,Automatic,2026-04-17,34990,Unleaded,VIC,car/14945575/toyota/camry/vic/melbourne/sedan,2026-02-20T22:06:45,,
2017,Toyota,Landcruiser Prado,Gx (4X4),Wagon,133000,Automatic,,44990,Diesel,VIC,car/14977527/toyota/landcruiser-prado/vic/footscray/suv,2026-02-20T22:06:45,,
2014,Toyota,Prius C,Hybrid,Hatchback,210566,Automatic,2026-04-15,11990,Hybrid,VIC,car/14976918/toyota/prius-c/vic/coburg-north/hatchback,2026-02-20T22:06:45,,
2016,Toyota,Corolla,Sx,Sedan,120286,Manual,2025-11-20,13989,Unleaded,VIC,car/14975694/toyota/corolla/vic/maidstone/sedan,2026-02-20T22:06:45,,
