url,canonical_tag,reason_code,source
https://www.grays.com/lot/0001-50715800/motor-vehicles-motor-cycles/2010-porsche-cayenne-diesel-92a-turbo-diesel-automatic-8-speed-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715801/motor-vehicles-motor-cycles/2011-nissan-navara-st-4x4-d40-turbo-diesel-automatic-dual-cab,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715803/motor-vehicles-motor-cycles/2018-holden-equinox-ls-2wd-eq-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715804/motor-vehicles-motor-cycles/2009-mitsubishi-pajero-exceed-nt-turbo-diesel-automatic-7-seats-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715806/motor-vehicles-motor-cycles/2018-hyundai-tucson-highlander-awd-tl-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715807/motor-vehicles-motor-cycles/2015-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,mazda_cx5_maxx-sport_diesel_auto_wagon_ke,[OK],active
https://www.grays.com/lot/0001-50715811/motor-vehicles-motor-cycles/2024-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-cab-chassis,toyota_hilux_sr_diesel_auto_cab_chassis_gun126r,[OK],active
https://www.grays.com/lot/0001-50715813/motor-vehicles-motor-cycles/2015-land-rover-discovery-sport-sd4-se-lc-td-auto-7-seats-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715814/motor-vehicles-motor-cycles/2016-mitsubishi-triton-4x4-glx-l-e-mq-turbo-diesel-automatic-dual-cab,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715815/motor-vehicles-motor-cycles/2022-kia-sportage-s-awd-nq5-turbo-diesel-automatic-8-speed-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715816/motor-vehicles-motor-cycles/2021-toyota-camry-ascent-hybrid-axvh70r-cvt-sedan,UNCLASSIFIED,[DISALLOWED_VARIANT],active
https://www.grays.com/lot/0001-50715818/motor-vehicles-motor-cycles/2022-toyota-camry-ascent-sport-hybrid-axvh70r-cvt-sedan,UNCLASSIFIED,[DISALLOWED_VARIANT],active
https://www.grays.com/lot/0001-50715820/motor-vehicles-motor-cycles/2007-subaru-impreza-2-0i-g2-automatic-hatch,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715823/motor-vehicles-motor-cycles/2016-audi-q3-2-0-tdi-quattro-8u-turbo-diesel-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715824/motor-vehicles-motor-cycles/2012-jeep-wrangler-unlimited-sport-jk-manual-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715825/motor-vehicles-motor-cycles/1998-toyota-corolla-csi-seca-conquest-ae102-automatic-hatch,UNCLASSIFIED,[DISALLOWED_VARIANT],active
https://www.grays.com/lot/0001-50715830/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-summit-wk-turbo-diesel-automatic-8-speed-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715836/motor-vehicles-motor-cycles/2013-mazda-bt-50-4x4-xt-turbo-diesel-automatic-ute,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-50715837/motor-vehicles-motor-cycles/2004-toyota-camry-altise-acv36r-automatic-sedan,UNCLASSIFIED,[DISALLOWED_VARIANT],active
https://www.grays.com/lot/0001-60050768/motor-vehicles-motor-cycles/2019-subaru-outback-2-5i-premium-b6a-cvt-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-60050769/motor-vehicles-motor-cycles/2014-kia-sportage-si-premium-sl-ii-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-60050770/motor-vehicles-motor-cycles/2014-nissan-pathfinder-st-fwd-r52-cvt-7-seats-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-60050771/motor-vehicles-motor-cycles/2018-hyundai-santa-fe-highlander-tm-t-d-auto-8-speed-7-seats-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-60050772/motor-vehicles-motor-cycles/2003-holden-crewman-ss-vy-ii-automatic-pick-up,UNCLASSIFIED,[OUT_OF_SCOPE],active
https://www.grays.com/lot/0001-60050773/motor-vehicles-motor-cycles/2003-toyota-corolla-ascent-zze122r-automatic-wagon,UNCLASSIFIED,[OUT_OF_SCOPE],active
