url,state,current_price,final_sale_price,final_sale_date,sale_price_source,bid_count,time_remaining,last_seen_at,terminal_reason,state_updated_at,fetch_fail_count,last_fetch_error,last_evidence,run_id
https://www.grays.com/lot/0001-21063703/motor-vehicles-motor-cycles/2006-toyota-aurion-at-x-gsv40r-automatic-sedan,sold,3109.0,,,,41.0,10 March 2026 20:00 AEDT,2026-03-12T14:47:04.927621,sold_with_final_price,2026-03-12T14:47:04.927621,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063704/motor-vehicles-motor-cycles/2019-holden-trax-ltz-tj-automatic-wagon,sold,3309.0,,,,47.0,10 March 2026 20:00 AEDT,2026-03-12T14:47:17.313909,sold_with_final_price,2026-03-12T14:47:17.313909,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063705/motor-vehicles-motor-cycles/2009-ford-territory-ts-sy-ii-automatic-wagon,sold,809.0,,,,14.0,10 March 2026 20:00 AEDT,2026-03-12T14:47:27.297423,sold_with_final_price,2026-03-12T14:47:27.297423,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063706/motor-vehicles-motor-cycles/2009-subaru-forester-x-s3-manual-wagon,sold,2300.0,,,,24.0,10 March 2026 20:00 AEDT,2026-03-12T14:47:43.917513,sold_with_final_price,2026-03-12T14:47:43.917513,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063707/motor-vehicles-motor-cycles/2011-audi-a4-2-0-tfsi-b8-cvt-sedan,sold,3491.0,,,,24.0,10 March 2026 20:00 AEDT,2026-03-12T14:47:57.665898,sold_with_final_price,2026-03-12T14:47:57.665898,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063708/motor-vehicles-motor-cycles/2010-holden-cruze-cd-jg-manual-sedan,sold,809.0,,,,15.0,10 March 2026 20:00 AEDT,2026-03-12T14:48:09.771010,sold_with_final_price,2026-03-12T14:48:09.771010,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063709/motor-vehicles-motor-cycles/2011-bmw-x3-xdrive-28i-f25-automatic-8-speed-wagon,sold,5700.0,,,,81.0,10 March 2026 20:00 AEDT,2026-03-12T14:48:18.949653,sold_with_final_price,2026-03-12T14:48:18.949653,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063710/motor-vehicles-motor-cycles/2011-holden-cruze-sri-v-jh-automatic-sedan,sold,2009.0,,,,32.0,10 March 2026 20:00 AEDT,2026-03-12T14:48:35.390425,sold_with_final_price,2026-03-12T14:48:35.390425,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063711/motor-vehicles-motor-cycles/2015-nissan-elgrand-import-e51-automatic-8-seats-wagon,sold,4909.0,,,,61.0,10 March 2026 20:00 AEDT,2026-03-12T14:48:43.445097,sold_with_final_price,2026-03-12T14:48:43.445097,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063712/motor-vehicles-motor-cycles/2013-mazda-cx-5-maxx-sport-ke-automatic-wagon,sold,3609.0,,,,41.0,10 March 2026 20:00 AEDT,2026-03-12T14:48:51.593634,sold_with_final_price,2026-03-12T14:48:51.593634,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063713/motor-vehicles-motor-cycles/2018-land-rover-discovery-sport-sd4-se-177kw-l550-turbo-diesel-9-auto-wagon,sold,11200.0,,,,198.0,10 March 2026 20:00 AEDT,2026-03-12T14:48:59.371147,sold_with_final_price,2026-03-12T14:48:59.371147,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063714/motor-vehicles-motor-cycles/2007-honda-jazz-vti-gd-cvt-hatchback,sold,3609.0,,,,46.0,10 March 2026 20:00 AEDT,2026-03-12T14:49:08.079791,sold_with_final_price,2026-03-12T14:49:08.079791,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063715/motor-vehicles-motor-cycles/2012-mercedes-benz-b-class-b180-be-w246-automatic-hatchback,sold,1209.0,,,,17.0,10 March 2026 20:00 AEDT,2026-03-12T14:49:21.125950,sold_with_final_price,2026-03-12T14:49:21.125950,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063716/motor-vehicles-motor-cycles/2004-honda-accord-euro-luxury-7th-gen-manual-sedan,sold,2609.0,,,,28.0,10 March 2026 20:00 AEDT,2026-03-12T14:49:28.542282,sold_with_final_price,2026-03-12T14:49:28.542282,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063717/motor-vehicles-motor-cycles/2013-volkswagen-polo-77tsi-comfortline-6r-manual-hatchback,sold,2209.0,,,,36.0,10 March 2026 20:00 AEDT,2026-03-12T14:49:36.634585,sold_with_final_price,2026-03-12T14:49:36.634585,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063718/motor-vehicles-motor-cycles/2013-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-8-speed-7-seats-wagon,sold,5400.0,,,,90.0,10 March 2026 20:00 AEDT,2026-03-12T14:49:45.104625,sold_with_final_price,2026-03-12T14:49:45.104625,0,,date_sold_and_bids,bids_20260312T143806Z
