year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason,drivetrain_source,status,time_remaining_or_date_sold,price,bids
2017,FORD,Ranger,wildtrak 4x4 px ii dual cab,Cab Chassis,Automatic,Diesel,94002,5.0,MPBUMFF50HX144637,ASN370,22-02-2026,5,3.2,Silver,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062759/motor-vehicles-motor-cycles/2017-ford-ranger-wildtrak-4x4-px-ii-automatic-dual-cab-rwc-issued-19-1-26,"dents or marks on body consistent with age and kilometres.
medium scratch on right rear door and right rear quarter",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 55m34s,11409.0,32.0
2013,CITROEN,Ds4,dstyle,Hatchback,Automatic,Petrol,93542,5.0,VF7NX5FMADY592348,2CM1LF,16-02-2026,4.0,1.6,Red,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062760/motor-vehicles-motor-cycles/2013-citroen-ds4-dstyle-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
paint fading around exterior
paint fading around exterior
engine noise observed.
engine noise observed.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 16h 55m27s,9.0,0.0
2003,TOYOTA,Rav,4 extreme aca21r,Wagon,Automatic,Petrol,326216,5.0,JTEHH20VX00227422,No plates,Unregistered,4.0,2,Gold,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062763/motor-vehicles-motor-cycles/2003-toyota-rav-4-extreme-aca21r-automatic-wagon,"carpet worn in places.
paint peeling around vehicle
medium scratch on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 55m19s,300.0,4.0
2010,VOLKSWAGEN,Passat,125tdi highline 3c,Sedan,Automatic,Diesel,185424,5.0,WVWZZZ3CZBP313356,YOA567,07-04-2026,4.0,2,White,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062764/motor-vehicles-motor-cycles/2010-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,"medium scratch on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 55m11s,409.0,7.0
2012,LAND,Rover,range rover evoque sd4 prestige,Wagon,Manual,Diesel,192498,5.0,SALVA2CE1DH744938,2DZ4ZS,15-10-2026,4.0,2.2,Black,Brown Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062765/motor-vehicles-motor-cycles/2012-land-rover-range-rover-evoque-sd4-prestige-turbo-diesel-manual-wagon,"engine light on
windscreen chipped or cracked.
large scratch on around vehicle
large scuff on passenger side front wheel arch",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 16h 55m2s,109.0,2.0
2004,MAZDA,6,luxury sports gg,Hatchback,Automatic,Petrol,213201,5.0,JM0GG103100151722,1UE4TT,Unregistered,4.0,2.3,Yellow,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062766/motor-vehicles-motor-cycles/2004-mazda-6-luxury-sports-gg-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading bonnet
medium scratch on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 54m48s,9.0,1.0
2015,RENAULT,Megane,gt-line,Wagon,Automatic,Petrol,136849,5.0,VF1KZ3603F0713496,1PK4FI,17-04-2026,4.0,1.2,White,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062767/motor-vehicles-motor-cycles/2015-renault-megane-gt-line-automatic-wagon,"dents or marks on body consistent with age and kilometres.
electric park brake requires attention.
air con requires attention.
warning light on.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 54m41s,600.0,2.0
2014,MERCEDES,S400,import,Sedan,Automatic,Hybrid,149671,5.0,WDD2220572A088011,DAW752,Unregistered,6.0,3.5,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062768/motor-vehicles-motor-cycles/2014-mercedes-s400-import-automatic-sedan,"paint fading roof
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 54m34s,7100.0,71.0
2014,BMW,3,series 328i f30,Sedan,Automatic,Petrol,175134,5.0,WBA3A560X0NS63353,1CE8WT,11-02-2026,4.0,2,White,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062769/motor-vehicles-motor-cycles/2014-bmw-3-series-328i-f30-automatic-8-speed-sedan,"front seat worn drivers
medium scratch on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 59m26s,1509.0,28.0
2008,AUDI,A6,2.0 tfsi c6,Sedan,CVT,Petrol,430729,5.0,WAUZZZ4F28N114738,WKB958,15-08-2026,4,2,Grey,Beige Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062770/motor-vehicles-motor-cycles/2008-audi-a6-2-0-tfsi-c6-cvt-sedan,"engine light on
door card damaged.
paint peeling around vehicle
medium scuff on around vehicle
windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 54m21s,9.0,1.0
2010,FORD,Ranger,xl 4x2 pk,Dual Cab,Automatic,Diesel,165071,5.0,MNAUSFE90AW877776,XUO189,29-07-2026,4,3,White,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062771/motor-vehicles-motor-cycles/2010-ford-ranger-xl-4x2-pk-turbo-diesel-automatic-dual-cab,"corrosion visible around vehicle
medium scratch on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 54m13s,2100.0,40.0
2010,VOLKSWAGEN,Golf,gti a6,Hatchback,Automatic,Petrol,176437,5.0,WVWZZZ1KZAW379750,XUD020,07-07-2026,4,2,Black,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062772/motor-vehicles-motor-cycles/2010-volkswagen-golf-gti-a6-automatic-hatchback,"medium scuff on lhr
medium scratch on around vehicle
damaged exterior light
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 54m2s,3409.0,55.0
2012,VOLKSWAGEN,Passat,118tsi 3c,Sedan,Automatic,Petrol,224776,5.0,WVWZZZ3CZCP055367,1TC1EG,Unregistered,4,1.8,White,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062773/motor-vehicles-motor-cycles/2012-volkswagen-passat-118tsi-3c-automatic-sedan,"other warning light on
front seat worn drivers
dents or marks on body consistent with age and kilometres.
damaged front left headlight
medium scratch on around vehicle
large dent on front left fender",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 53m55s,1600.0,17.0
2013,ALFA,Romeo,giulietta qv,Hatchback,Manual,Petrol,107868,5.0,ZAR94000007220521,1WD8DJ,04-06-2026,4,1.7,Grey,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062774/motor-vehicles-motor-cycles/2013-alfa-romeo-giulietta-qv-manual-hatchback,dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 53m47s,1809.0,28.0
2013,HYUNDAI,I30,active gd,Hatchback,Automatic,Petrol,119216,5.0,KMHD251EMDU081217,1PS5WQ,24-01-2026,4,1.8,White,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062775/motor-vehicles-motor-cycles/2013-hyundai-i30-active-gd-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle
rear cracked bumper.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 53m40s,2600.0,28.0
2015,VOLKSWAGEN,Golf,r a7,Hatchback,Manual,Petrol,307945,5.0,WVWZZZAUZFW237731,1DB7LW,30-03-2026,4,2,Silver,Multi,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062776/motor-vehicles-motor-cycles/2015-volkswagen-golf-r-a7-manual-hatchback,"carpet worn in places.
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 53m28s,6400.0,77.0
2014,NISSAN,Pathfinder,st r52,Wagon,CVT,Petrol,175470,7.0,5N1AR2MN6EC689796,1AX6XR,06-12-2025,6,3.5,White,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062777/motor-vehicles-motor-cycles/2014-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"front seat worn drivers
dents or marks on body consistent with age and kilometres.
paint peeling roof",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 53m21s,709.0,8.0
2014,NISSAN,Qashqai,tl j11,Wagon,CVT,Diesel,233505,5.0,SJNFDAJ11A1103348,1CJ3DM,14-01-2026,4,1.6,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062778/motor-vehicles-motor-cycles/2014-nissan-qashqai-tl-j11-turbo-diesel-cvt-wagon,paint peeling around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 53m11s,1909.0,31.0
2016,VOLKSWAGEN,Tiguan,132tsi comfortline mk2,Wagon,Automatic,Petrol,151764,5.0,WVGZZZ5NZHW311495,No Plates,Unregistered,4,2,White,Grey,Yes,No,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21062779/motor-vehicles-motor-cycles/2016-volkswagen-tiguan-132tsi-comfortline-mk2-automatic-wagon,"medium scuff on around vehicle
large scratch on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 52m51s,7500.0,75.0
2016,HONDA,Cr-v,4wd vti-l rm ii,Wagon,Automatic,Petrol,91706,5.0,MRHRM4840HP062127,1PA7YG,14-02-2026,4,2.4,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062780/motor-vehicles-motor-cycles/2016-honda-cr-v-4wd-vti-l-rm-ii-automatic-wagon,medium scratch on around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 52m35s,8267.0,125.0
2011,AUDI,A4,2.7 tdi b8,Wagon,CVT,Diesel,299884,5.0,WAUZZZ8K1CA042244,1XK8IN,05-03-2026,6,2.7,Silver,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062784/motor-vehicles-motor-cycles/2011-audi-a4-2-7-tdi-b8-turbo-diesel-cvt-wagon,"windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.
front cracked bumper.
medium scratch on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 52m8s,600.0,3.0
2013,FORD,Territory,tx sz,Wagon,Automatic,Diesel,226255,5.0,6FPAAAJGATDA40043,1IM7HL,13-04-2026,6,2.7,Blue,Multi,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062792/motor-vehicles-motor-cycles/2013-ford-territory-tx-sz-turbo-diesel-automatic-wagon,"medium scratches, paint fade around vehicle
dents or marks on body consistent with age and kilometres.
interior: marks on roof lining, steering wheel worn
interior: marks on roof lining, steering wheel worn",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 51m55s,909.0,11.0
2013,HYUNDAI,Veloster,sr turbo fs,Coupe,Automatic,Petrol,216502,4.0,KMHTC61EMDU161952,ZVA109,18-04-2026,4,1.6,Red,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062793/motor-vehicles-motor-cycles/2013-hyundai-veloster-sr-turbo-fs-automatic-coupe,"front seat worn driver side
medium dent on various panels
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 51m35s,1309.0,14.0
2015,NISSAN,Pathfinder,st-l r52,Wagon,CVT,Petrol,132918,7.0,5N1AR2MN3FC705387,2EB8AB,07-06-2026,6,3.5,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062794/motor-vehicles-motor-cycles/2015-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff, paint fading on rear passenger side",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 51m22s,5209.0,93.0
2009,TOYOTA,Yaris,yr ncp90r,Hatchback,Manual,Petrol,231697,5.0,JTDKW923505139191,1XB4GE,17-04-2026,4,1.3,White,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062795/motor-vehicles-motor-cycles/2009-toyota-yaris-yr-ncp90r-manual-hatchback,"windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 51m7s,709.0,9.0
2003,HOLDEN,Commodore,acclaim vy,Sedan,Automatic,Petrol,254771,5.0,6G1YK54A03L132364,TVW213,09-12-2026,6,3.8,Blue,Black,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21062796/motor-vehicles-motor-cycles/2003-holden-commodore-acclaim-vy-automatic-sedan,"medium scratch on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,16h 50m52s,1250.0,23.0
2008,KIA,Sorento,lx bl,Wagon,Manual,Diesel,218096,5.0,KNAJC524595879836,1UZ4XF,02-03-2026,4,2.5,Silver,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062797/motor-vehicles-motor-cycles/2008-kia-sorento-lx-bl-turbo-diesel-manual-wagon,"medium scratch on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 50m40s,609.0,9.0
2008,VOLKSWAGEN,Passat,2.0 tdi 125kw 3c,Wagon,Automatic,Diesel,257532,5.0,WVWZZZ3CZ8E177651,WLC548,09-01-2026,4,2,Silver,Grey,Yes,No,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21062798/motor-vehicles-motor-cycles/2008-volkswagen-passat-2-0-tdi-125kw-3c-turbo-diesel-automatic-wagon,"engine smoke visible
other warning light on
large scuff on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 50m24s,209.0,3.0
2011,HOLDEN,Captiva,5 2wd cg ii,Wagon,Manual,Petrol,198577,5.0,KL3DF264JBB021897,YFB905,02-06-2026,4,2.4,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062799/motor-vehicles-motor-cycles/2011-holden-captiva-5-2wd-cg-ii-manual-wagon,"front seat stains both
back seat stains.
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 50m13s,9.0,1.0
2014,VOLVO,Xc90,d5 r-design,Wagon,Automatic,Diesel,206756,7.0,YV1CT3056E1704236,ADT781,05-03-2026,5,2.4,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062800/motor-vehicles-motor-cycles/2014-volvo-xc90-d5-r-design-turbo-diesel-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 49m57s,1409.0,16.0
2019,LDV,T60,luxe,Dual Cab,Automatic,Diesel,136640,5.0,LSFAM11A9KA075890,1RN3NF,26-06-2026,4,2.8,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062801/motor-vehicles-motor-cycles/2019-ldv-t60-luxe-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
engine light on
other warning light on",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 49m49s,3700.0,42.0
2012,VOLKSWAGEN,Passat,125tdi highline 3c,Sedan,Automatic,Diesel,207817,5.0,WVWZZZ3CZDE063886,1DC3BE,20-03-2026,4,2,Silver,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062802/motor-vehicles-motor-cycles/2012-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,"radio not working
front seat worn drivers
dents or marks on body consistent with age and kilometres.
other warning light on",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 49m35s,609.0,10.0
2014,MITSUBISHI,Outlander,es 4wd zj,Wagon,CVT,Petrol,246362,5.0,JMFXTGF8WEZ001809,1GT8EZ,15-07-2026,4,2.4,Dark Blue,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062803/motor-vehicles-motor-cycles/2014-mitsubishi-outlander-es-4wd-zj-cvt-wagon,"seat torn drivers
large scratch on around vehicle
medium dent on around vehicle
damaged drivers headlight",UNCLASSIFIED,[OUT_OF_SCOPE],,active,2d 16h 49m24s,1000.0,7.0
2004,MAZDA,Bravo,dx plus freestyle b2500,Ute,Manual,Diesel,370498,4.0,MM0UNY0W200348487,SXG064,02-03-2026,4.0,2.5,Silver,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062805/motor-vehicles-motor-cycles/2004-mazda-bravo-dx-plus-freestyle-b2500-turbo-diesel-manual-ute,"dents or marks on body consistent with age and kilometres.
engine idling rough
engine noise observed.
windscreen chipped or cracked.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 49m5s,109.0,2.0
2005,FORD,Fiesta,ghia wq,Hatchback,Automatic,Petrol,127651,5.0,WF0HXXGAJH5C13124,1RU6IX,15-04-2026,4.0,1.6,Dark Blue,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062806/motor-vehicles-motor-cycles/2005-ford-fiesta-ghia-wq-automatic-hatchback,dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 48m47s,109.0,2.0
2007,CHRYSLER,Pt,cruiser grand tourer,Hatchback,Automatic,Petrol,155585,5.0,1A8F4B8B27T592714,1YL9NS,12-02-2026,4.0,2.4,White,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062807/motor-vehicles-motor-cycles/2007-chrysler-pt-cruiser-grand-tourer-automatic-hatchback,"paint peeling on various panels
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 48m38s,409.0,5.0
2013,ALFA,Romeo,giulietta progression,Hatchback,Automatic,Petrol,150351,5.0,ZAR94000007217050,1AO1SL,Unregistered,4.0,1.4,Black,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062808/motor-vehicles-motor-cycles/2013-alfa-romeo-giulietta-progression-automatic-hatchback,"boot won`t close, door not working
medium scuffs around vehicle
other warning light on
carpet worn in places.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 48m28s,9.0,1.0
2012,JEEP,Grand,cherokee laredo wk,Wagon,Automatic,Diesel,375947,5.0,1C4RJFEM1DC621531,ZMF052,12-02-2026,6.0,3,Silver,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062809/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-wk-turbo-diesel-automatic-wagon,"front seat stains both
dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 48m15s,500.0,3.0
2015,VOLKSWAGEN,Golf,alltrack 132tsi a7,Wagon,Automatic,Petrol,150373,5.0,WVWZZZAUZGP510479,2CG5HZ,22-03-2026,4.0,1.8,Silver,Black Leather,Yes,Yes,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21062811/motor-vehicles-motor-cycles/2015-volkswagen-golf-alltrack-132tsi-a7-automatic-wagon,"other warning light on
airbag light on
medium scratch on around vehicle
paint fading on various panels
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 47m49s,509.0,8.0
2016,AUDI,Q5,2.0 tdi quattro 8r,Wagon,Automatic,Diesel,188695,5.0,WAUZZZ8R1HA068704,1XE4MH,27-04-2026,4.0,2,White,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062812/motor-vehicles-motor-cycles/2016-audi-q5-2-0-tdi-quattro-8r-turbo-diesel-automatic-wagon,medium scuff on around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 47m39s,1309.0,14.0
2016,HOLDEN,Cruze,z series jh,Hatchback,Automatic,Petrol,280154,5.0,6G1PE6EM2GL213048,1HH2RZ,28-02-2026,4.0,1.8,Black,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062813/motor-vehicles-motor-cycles/2016-holden-cruze-z-series-jh-automatic-hatchback,"medium scratch on around vehicle
medium dent on around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 47m23s,9.0,0.0
2011,LAND,Rover,discovery 2.7 tdv6 series 4,Wagon,Automatic,Diesel,296216,7.0,SALLAAA13BA584462,1QB5XC,15-08-2026,6.0,2.7,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062814/motor-vehicles-motor-cycles/2011-land-rover-discovery-2-7-tdv6-series-4-turbo-diesel-auto-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 47m12s,1700.0,8.0
2014,HYUNDAI,I30,trophy gd,Hatchback,Automatic,Petrol,216625,5.0,KMHD351EMEU219762,No plates,Unregistered,4.0,1.8,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062816/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,"medium scratch on around vehicle
medium dent on around vehicle
front seat worn driver side
paint fading some places
engine noise/knock observed.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 47m2s,809.0,6.0
2007,VOLKSWAGEN,Golf,2.0 tdi comfortline a5 at,Hatchback,Automatic,Diesel,172359,5.0,WVWZZZ1KZ8U006126,No plates,Unregistered,4.0,2,Blue,Grey,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062817/motor-vehicles-motor-cycles/2007-volkswagen-golf-2-0-tdi-comfortline-a5-turbo-diesel-at-hatchback,"hood lining sagging
dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 46m54s,309.0,4.0
2015,MERCEDES,Benz,gle-class gle350d 4matic w166 at,Wagon,Automatic,Diesel,169140,5.0,WDC1660242A655605,1FY7CA,28-04-2026,6.0,3,White,Brown Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21062818/motor-vehicles-motor-cycles/2015-mercedes-benz-gle-class-gle350d-4matic-w166-turbo-diesel-at-wagon,"dents or marks on body consistent with age and kilometres.
engine light on
windscreen chipped or cracked.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 46m34s,6240.0,69.0
2006,MERCEDES,Benz,clk 280 elegance a209,Convertible,Automatic,Petrol,140649,4.0,WDB2094542T079963,2DX7PK,10-06-2026,6,3,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062834/motor-vehicles-motor-cycles/2006-mercedes-benz-clk-280-elegance-a209-automatic-convertible,"dents or marks on body consistent with age and kilometres.
medium scratches around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 46m25s,3000.0,21.0
2010,FORD,Territory,ts sy ii,Wagon,Automatic,Petrol,215779,7.0,6FPAAAJGATAA65483,ZPU065,27-02-2026,6,4,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062839/motor-vehicles-motor-cycles/2010-ford-territory-ts-sy-ii-automatic-wagon,"hood lining sagging, hood lining held up by pins
medium scratches around vehicle
dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 16h 46m17s,709.0,12.0
2010,MINI,Cooper,r56 lci,Hatchback,Automatic,Petrol,98636,4.0,WMWSU32020TY89570,2DP7YL,24-02-2026.,4,1.6,Black,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062861/motor-vehicles-motor-cycles/2010-mini-cooper-r56-lci-automatic-hatchback-rwc-issued-30-01-26,"large scuff on driver door
medium scuff on back bumper
medium dent on passenger door",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 16h 46m3s,9.0,1.0
2013,MAZDA,Cx-5,akera ke,Wagon,Automatic,Diesel,240679,5.0,JM0KE102100205482,No plates,Unregistered,4,2.2,Red,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062863/motor-vehicles-motor-cycles/2013-mazda-cx-5-akera-ke-turbo-diesel-automatic-wagon,"engine light on
traction control light on
other warning light on
windscreen chipped or cracked.
medium scratch on around vehicle
large scratch on passenger side back door and quarter panel",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 45m48s,109.0,2.0
2009,BMW,118i,18i e87,Hatchback,Automatic,Petrol,159701,5.0,WBAUE72070E017144,XXU497,15-01-2026,4,2,Black,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062865/motor-vehicles-motor-cycles/2009-bmw-118i-18i-e87-automatic-hatchback,"engine smoke visible
other warning light on
medium scratch on around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 45m39s,9.0,0.0
2008,MAZDA,2,maxx de,Hatchback,Automatic,Petrol,114341,5.0,JM0DE10Y180112354,No plates,Unregistered,4,1.5,Grey,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062866/motor-vehicles-motor-cycles/2008-mazda-2-maxx-de-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
traction control light on",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 45m21s,109.0,2.0
2006,SUZUKI,Swift,ez,Hatchback,Automatic,Petrol,255014,5.0,JSAEZC21S00155628,No plates,Unregistered,4,1.5,White,Multi,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21062867/motor-vehicles-motor-cycles/2006-suzuki-swift-ez-automatic-hatchback,"windscreen chipped or cracked.
windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle
medium scratch on around vehicle
corrosion visible around vehicle
corrosion visible around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,3d 16h 45m4s,9.0,0.0
2015,PEUGEOT,2008,active,Wagon,Automatic,Petrol,165776,5.0,VF3CU5FS9FY146948,1QN2JJ,22-07-2026,4,1.6,White,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062869/motor-vehicles-motor-cycles/2015-peugeot-2008-active-automatic-wagon,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 16h 44m53s,109.0,2.0
