year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric,ledger_source,strict_sold_ready,strict_exclusion_reason
2015.0,kia,sorento,sli (4x4) um,wagon,automatic,diesel,208063,7.0,KNAPH81BSF5089230,1QG1SK,03-09-2025,4,2.2,Maroon,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047299/motor-vehicles-motor-cycles/2015-kia-sorento-sli-4x4-um-turbo-diesel-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres,48.0,10000,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,subaru,liberty,2.5i premium b5,wagon,cvt,petrol,200775,5.0,JF1BR9K92AG011538,1DIY315,30-06-2025,4,2.5,Dark Grey,Black Leather,Yes,No,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9058693/motor-vehicles-motor-cycles/2010-subaru-liberty-2-5i-premium-b5-cvt-wagon,"door card damaged.
engine noise observed.
seat torn driver &amp;amp; passenger
paint peeling roof, bonnet, driver back door
paint cracked roof, bonnet
front seat worn driver &amp;amp; passenger",14.0,1309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,mazda,bt-50,4x2 xt extra,extra cab,manual,diesel,300462,4.0,MM0UR0YG100637547,1HDG767,04-07-2025,5,3.2,White,Grey,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058696/motor-vehicles-motor-cycles/2016-mazda-bt-50-4x2-xt-turbo-diesel-manual-extra-cab,"dents or marks on body consistent with age and kilometres.
front seat marks driver seat passenger slightly dirty
door card worn.",73.0,4509,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,mercedes,benz,c250 cdi c204,coupe,automatic,diesel,162711,4.0,WDD2043032F807877,No plates,Unregistered,4,2.1,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60047645/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-cdi-c204-turbo-diesel-automatic-coupe,please refer to the photos or arrange inspection to view the condition of this vehicle.,54.0,6500,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,land,rover,range rover sport 3.0 sdv6 se l494 t d,wagon,automatic,diesel,192145,5.0,SALWA2KE9EA324361,APE524,10-04-2025,6,3.0,White,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047289/motor-vehicles-motor-cycles/2013-land-rover-range-rover-sport-3-0-sdv6-se-l494-t-d-auto-8-speed-wagon,"airbag light on
dents or marks on body consistent with age and kilometres.",173.0,18900,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2018.0,ldv,t60,pro dual,dual cab,automatic,diesel,194321,5.0,LSFAM11A7JA067916,1NM8JF,30-08-2025,4,2.8,White,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047337/motor-vehicles-motor-cycles/2018-ldv-t60-pro-turbo-diesel-automatic-dual-cab,"engine light on
dents or marks on body consistent with age and kilometres.",77.0,7150,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,holden,captiva,5 lt 2wd cg ii,wagon,automatic,petrol,195185,5.0,KL3DA26U9EB060870,1EOY741,Unregistered,4,2.4,White,Black,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058640/motor-vehicles-motor-cycles/2014-holden-captiva-5-lt-2wd-cg-ii-automatic-wagon,"dents or marks on body consistent with age and kilometres.
front seat marks driver &amp;amp;amp; passenger",21.0,1809,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,ford,kuga,awd trend tf,wagon,automatic,diesel,204679,5.0,WF0AXXWPMADB54599,2BZ5JU,08-05-2025,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047365/motor-vehicles-motor-cycles/2013-ford-kuga-awd-trend-tf-turbo-diesel-automatic-wagon,"dents or marks on body consistent with age and kilometres.
transmission requires attention strongly recommend inspection by qualified third party",8.0,709,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,toyota,camry,altise asv50r,sedan,automatic,petrol,280548,5.0,6T1BF3FK70X023302,1TR8AX,14-07-2025,4,2.5,White,Black,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21047335/motor-vehicles-motor-cycles/2012-toyota-camry-altise-asv50r-automatic-sedan,"dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
engine smoke visible",54.0,4150,2025-04-15,0.0,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,current_strict_sold,True,
2009.0,hyundai,i30,cw sx 1.6 crdi fd,wagon,automatic,diesel,219727,5.0,KMHDB81TMAU060819,BD38JU,Unregistered,4,1.6,White,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348195/motor-vehicles-motor-cycles/2009-hyundai-i30-cw-sx-1-6-crdi-fd-turbo-diesel-automatic-wagon,"dents or marks on body consistent with age and kilometres.
light hail damage visible.
large dent on front guards
large scratch on rear bumper bar
corrosion visible rear of roof area, boot floor
door handle not working or broken.",18.0,1100,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,volkswagen,golf,2.0 tdi pacific 1k,hatchback,automatic,diesel,186451,5.0,WVWZZZ1KZ9U013343,1CZX703,30-07-2025,4,2.0,Grey,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9058638/motor-vehicles-motor-cycles/2008-volkswagen-golf-2-0-tdi-pacific-1k-turbo-diesel-automatic-hatchback,"glovebox marks
seat torn front
engine noise observed.
engine idling rough
dents or marks on body consistent with age and kilometres.
both (disjointed) cracked bumper.",15.0,1409,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,toyota,camry,altise asv50r,sedan,automatic,petrol,270865,5.0,6T1BF3FK30X013835,ZDY723,03-08-2025,4,2.5,Grey,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047198/motor-vehicles-motor-cycles/2012-toyota-camry-altise-asv50r-automatic-sedan,"large scratch on both driver and passenger sides
hail damage visible.
dents or marks on body consistent with age and kilometres.
medium scratch on front bumper",57.0,4200,2025-04-15,0.0,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,current_strict_sold,True,
2016.0,nissan,x-trail,st fwd t32,wagon,cvt,petrol,252356,5.0,JN1TBAT32A0504074,1HB5KA,20-04-2025,4,2.5,Red,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047296/motor-vehicles-motor-cycles/2016-nissan-x-trail-st-fwd-t32-cvt-wagon,"dents or marks on body consistent with age and kilometres.
body/panel damage rear bumper on the left side
large dent on rear bumper on the left side
windscreen chipped or cracked.",53.0,5209,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,ford,fiesta,lx wt,hatchback,automatic,petrol,119489,5.0,MNBJXXARJJCR85056,1DWN190,Unregistered,4,1.6,Orange,Grey,Yes,No,No,No,No,wa,https://www.grays.com/lot/0001-9058629/motor-vehicles-motor-cycles/2012-ford-fiesta-lx-wt-automatic-hatchback,dents or marks on body consistent with age and kilometres.,16.0,909,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,ford,territory,titanium sz,wagon,automatic,diesel,282204,7.0,6FPAAAJGATBL37488,FMU17F,Unregistered,6,2.7,Grey,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348231/motor-vehicles-motor-cycles/2011-ford-territory-titanium-sz-turbo-diesel-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
light hail damage visible.
paint fading bonnet, roof
hood lining sagging",22.0,2109,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,volkswagen,golf,gti a5,hatchback,automatic,petrol,224503,5.0,WVWZZZ1KZ7U006147,No plates,Unregistered,4,2.0,Silver,Black,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21047197/motor-vehicles-motor-cycles/2006-volkswagen-golf-gti-a5-automatic-hatchback,dents or marks on body consistent with age and kilometres.,34.0,2300,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2002.0,honda,jazz,gli gd,hatchback,manual,petrol,215256,5.0,JHMGD17303S200685,1JZ1WF,27-04-2025,4,1.3,Red,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047283/motor-vehicles-motor-cycles/2002-honda-jazz-gli-gd-manual-hatchback,"dents or marks on body consistent with age and kilometres.
medium dent on rear bumper
paint fading various locations",4.0,309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,nissan,dualis,ti-l +2 j10 iii,wagon,cvt,petrol,154824,7.0,SJNJBAJ10A7185353,ZXO899,06-03-2025,4,2.0,Black,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047303/motor-vehicles-motor-cycles/2013-nissan-dualis-ti-l-2-j10-iii-cvt-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
large dent on behind the rear right fender under the taillight",91.0,5350,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,subaru,impreza,2.0i-l (awd) g4,sedan,cvt,petrol,203511,5.0,JF1GJ7KC5CG003982,1EYH572,31-05-2025,4,2.0,Light Blue,Charcoal,Yes,No,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9058625/motor-vehicles-motor-cycles/2012-subaru-impreza-2-0i-l-awd-g4-cvt-sedan,"dents or marks on body consistent with age and kilometres.
large scratch on passenger side both doors
rear cracked bumper.",39.0,3500,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2018.0,jeep,wrangler,unlimited sport (4x4) jk,wagon,automatic,diesel,287295,5.0,1C4HJWK55JL818285,APD277,27-05-2025,4,2.8,White,Tan Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047291/motor-vehicles-motor-cycles/2018-jeep-wrangler-unlimited-sport-4x4-jk-turbo-diesel-automatic-wagon,"dents or marks on body consistent with age and kilometres.
front seat scratches both front seats",200.0,17100,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,dodge,journey,r t,people mover,automatic,petrol,106033,7.0,3C4PDCKG4ET144689,1ELH303,06-06-2025,6,3.6,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058639/motor-vehicles-motor-cycles/2013-dodge-journey-r-t-automatic-7-seats-people-mover,"dents or marks on body consistent with age and kilometres.
front seat worn driver &amp; passenger
back seat marks.",59.0,4700,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,nissan,x-trail,ts (4x4) t31,wagon,automatic,diesel,232889,5.0,JN1TCNT31A0001474,No plates,Unregistered,4,2.0,Blue,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514761/motor-vehicles-motor-cycles/2008-nissan-x-trail-ts-4x4-t31-turbo-diesel-automatic-wagon,"door card worn.
windscreen chipped or cracked.
paint peeling multiple panels
seat torn rear seats
medium scuff on lh rear door
medium scratch on lh front door
dents or marks on body consistent with age and kilometres.
paint fading multiple panels
hail damage visible.
lh rear bumper cracked bumper.",32.0,2309,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2004.0,nissan,patrol,st (4x4) gu ii,wagon,manual,diesel,363789,5.0,JN1TESY61A0371591,No plates,Unregistered,4,3.0,Bronze,Grey,Yes,Yes,No,No,Yes,sa,https://www.grays.com/lot/0001-60047644/motor-vehicles-motor-cycles/2004-nissan-patrol-st-4x4-gu-ii-turbo-diesel-manual-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,103.0,5800,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,suzuki,sx4,awd gy,hatchback,manual,petrol,176121,5.0,JSAGYB41S00112580,No plates,Unregistered,4,2.0,Silver,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60047661/motor-vehicles-motor-cycles/2008-suzuki-sx4-awd-gy-manual-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,37.0,3300,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,toyota,landcruiser,prado grande (4x4) grj120r,wagon,automatic,petrol,317459,5.0,JTEBU25J305010594,No plates,Unregistered,6,4.0,Silver,Grey,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9058773/motor-vehicles-motor-cycles/2005-toyota-landcruiser-prado-grande-4x4-grj120r-automatic-wagon,"engine noise observed.
front seat worn driver &amp;amp; passenger
dents or marks on body consistent with age and kilometres.
medium scratch on passenger side doors
gear knob broken
steering requires attention.
other warning light on
traction control light on
brakes require attention, recommend towing on collection",16.0,2600,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,toyota,landcruiser,prado gxl (4x4) grj120r,wagon,automatic,petrol,377335,8.0,JTEBU29J105012712,No plates,Unregistered,6,4.0,White,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50711672/motor-vehicles-motor-cycles/2005-toyota-landcruiser-prado-gxl-4x4-grj120r-automatic-8-seats-wagon,"dents or marks on body consistent with age and kilometres.
dash torn or cracked
door card worn.
medium scuff on bumper
large dent on rear bumper",86.0,6100,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2003.0,toyota,landcruiser,prado gxl (4x4) grj120r,wagon,automatic,petrol,330670,8.0,JTEBU29JX00029439,1GAT592,01-06-2025,6,4.0,Gold,Beige,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058792/motor-vehicles-motor-cycles/2003-toyota-landcruiser-prado-gxl-4x4-grj120r-automatic-8-seats-wagon,"dents or marks on body consistent with age and kilometres.
engine smoke visible
front seat worn driver &amp;amp; passenger
back seat worn.
paint fading rear of vehicle and roof
paint peeling rear &amp;amp; roof",34.0,3500,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2002.0,toyota,landcruiser,gxl (4x4) hzj105r,wagon,manual,diesel,367718,8.0,JTECB09J403009653,No plates,Unregistered,6,4.2,White,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50711681/motor-vehicles-motor-cycles/2002-toyota-landcruiser-gxl-4x4-hzj105r-manual-8-seats-wagon,"hood lining sagging
seat torn driver seat
door card worn.
marks in boot
dents or marks on body consistent with age and kilometres.
medium scratch on lh rear bumper
abs light on",70.0,10000,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,toyota,kluger,kx-s (4x4) gsu45r,wagon,automatic,petrol,269730,7.0,JTEES41A102062134,No plates,Unregistered,6,3.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514778/motor-vehicles-motor-cycles/2008-toyota-kluger-kx-s-4x4-gsu45r-automatic-7-seats-wagon,"rear bumper cracked bumper.
medium scratch on front bumper
paint fading front bumper
medium dent on passenger side
medium dent on boot",59.0,4410,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,toyota,rav,4 cv (4x4) aca23r,wagon,automatic,petrol,325031,5.0,JTEHD20V200072649,1CBW356,24-05-2025,4,2.4,Dark Grey,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9058787/motor-vehicles-motor-cycles/2005-toyota-rav-4-cv-4x4-aca23r-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint peeling rear, roof, both sides of car, bonnet
engine noise observed.
engine oil leak
rear windows require attention.
front seat worn driver &amp;amp; passenger",9.0,809,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,toyota,hiace,lwb trh201r,van,manual,petrol,126734,3.0,JTFHX02P000044337,No Plates,Unregistered,4,2.7,White,Grey,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0002-21046980/motor-vehicles-motor-cycles/2009-toyota-hiace-lwb-trh201r-manual-van,"medium dent on drivers side rear guard.
medium dent on passenger side rear sliding door.
dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.",88.0,7500,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,toyota,corolla,ascent sport zre182r,hatchback,manual,petrol,198149,5.0,JTNKU3JE60J081181,No plates,Unregistered,4,1.8,Maroon,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10910828/motor-vehicles-motor-cycles/2014-toyota-corolla-ascent-sport-zre182r-manual-hatchback,"medium dent on right front guard,
medium scratch on drivers door",2.0,6809,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,holden,captiva,5 (fwd) cg ii,wagon,automatic,petrol,136954,5.0,KL3DA26UJCB121075,1EGT309,11-06-2025,4,2.4,White,Charcoal,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058711/motor-vehicles-motor-cycles/2013-holden-captiva-5-fwd-cg-ii-automatic-wagon,dents or marks on body consistent with age and kilometres.,53.0,3709,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,holden,barina,tk,hatchback,manual,petrol,154854,5.0,KL3SF0861AB108366,BPA64Q,Unregistered,4,1.6,Red,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348233/motor-vehicles-motor-cycles/2010-holden-barina-tk-manual-hatchback,"dents or marks on body consistent with age and kilometres.
light hail damage visible.",3.0,800,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,hyundai,iload,tq,van,automatic,diesel,293641,3.0,KMFWBX7KMCU499479,CHT98Z,Unregistered,4,2.5,White,Grey,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10910803/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"paint peeling on bonnet, roof, left side door,
dents or marks on body consistent with age and kilometres.",44.0,4300,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,hyundai,veloster,sr turbo fs,coupe,manual,petrol,173539,5.0,KMHTC61ELDU146947,MH939Y,27-06-2025,4,1.6,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058718/motor-vehicles-motor-cycles/2013-hyundai-veloster-sr-turbo-fs-manual-coupe,"engine idling rough
dents or marks on body consistent with age and kilometres.
engine noise observed.
seat torn front
front (disjointed) cracked bumper.
paint peeling exterior trim",44.0,3100,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,hyundai,imax,tq,people mover,automatic,petrol,249262,8.0,KMHWH81RMFU751513,No plates,Unregistered,4,2.4,Black,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514735/motor-vehicles-motor-cycles/2015-hyundai-imax-tq-automatic-8-seats-people-mover,"front seat worn front seat
dents or marks on body consistent with age and kilometres.
engine noise observed.
flat battery. jump start or towing required
paint fading roof",39.0,3134,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,kia,rio,s ub,hatchback,manual,petrol,123892,5.0,KNADN312LF6539909,No plates,Unregistered,4,1.4,White,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514728/motor-vehicles-motor-cycles/2015-kia-rio-s-ub-manual-hatchback,"door card worn.
front seat worn driver seat
medium dent on lh front guard
dents or marks on body consistent with age and kilometres.
medium scratch on lh rear bumper",68.0,5200,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2018.0,great,wall,steed 4x2,cab chassis,manual,diesel,79304,2.0,LGWCBE370JB628859,No plates,Unregistered,4,2.0,Brown,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514799/motor-vehicles-motor-cycles/2018-great-wall-steed-4x2-turbo-diesel-manual-cab-chassis,"door card worn.
gear knob broken
dents or marks on body consistent with age and kilometres.
damaged lh front light broken
medium dent on lh door",70.0,4600,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,mazda,bt-50,4x4 xt dual well body,dual cab,manual,diesel,128892,5.0,MM0UP0YF100213578,WA28503,10-07-2025,5,3.2,White,Grey,Yes,No,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9058737/motor-vehicles-motor-cycles/2014-mazda-bt-50-4x4-xt-turbo-diesel-manual-dual-cab-well-body,"engine smoke visible
dents or marks on body consistent with age and kilometres.
front seat worn driver’s
medium scuff on various panels
engine noise observed.
medium dent on tailgate",81.0,7200,2025-04-16,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
