year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric,ledger_source,strict_sold_ready,strict_exclusion_reason
2006.0,mercedes,benz,c200 kompressor classic w203,sedan,automatic,petrol,189625,5.0,WDC2030422R230165,1IOA523,11-07-2025,4,1.8,Silver,Cream Leather,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9058628/motor-vehicles-motor-cycles/2006-mercedes-benz-c200-kompressor-classic-w203-automatic-sedan,"dents or marks on body consistent with age and kilometres.
engine smoke visible
engine idling rough
engine noise observed.",12.0,909,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,ford,kuga,awd ambiente tf,wagon,automatic,petrol,152315,5.0,WF0AXXWPMAEB67699,1EPZ398,21-06-2025,4,1.6,Black,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9058617/motor-vehicles-motor-cycles/2014-ford-kuga-awd-ambiente-tf-automatic-wagon,"glovebox marks
dents or marks on body consistent with age and kilometres.
medium scuff on front left corner",66.0,4709,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,ford,fiesta,lx wq,hatchback,automatic,petrol,131691,5.0,WF0HXXGAJH6B68801,AN22ZG,Unregistered,4,1.6,Silver,Black,Yes,No,No,No,Yes,nsw,https://www.grays.com/lot/0001-10348243/motor-vehicles-motor-cycles/2006-ford-fiesta-lx-wq-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
large dent on driver side front guard,passenger side sill panel
steering requires attention.",12.0,909,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,ford,fiesta,zetec ws,hatchback,automatic,petrol,188053,5.0,WF0JXXGAJJAA41416,1HME043,28-06-2025,4,1.4,Grey,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9058677/motor-vehicles-motor-cycles/2010-ford-fiesta-zetec-ws-automatic-hatchback,"paint fading various panels
dents or marks on body consistent with age and kilometres.
seat torn driver",21.0,2100,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,ford,focus,trend lw,hatchback,automatic,diesel,94622,5.0,WF0KXXGCBKBM79604,1DUZ601,02-08-2025,4,2.0,Red,Black,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058670/motor-vehicles-motor-cycles/2011-ford-focus-trend-lw-turbo-diesel-automatic-hatchback,"abs light on
dents or marks on body consistent with age and kilometres.",46.0,4001,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,ford,focus,trend lw,hatchback,automatic,petrol,177425,5.0,WF0KXXGCBKCC22564,1GLL436,14-06-2025,4,2.0,White,Black,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9058695/motor-vehicles-motor-cycles/2012-ford-focus-trend-lw-automatic-hatchback,dents or marks on body consistent with age and kilometres.,55.0,4309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,mini,cooper,r56,hatchback,manual,petrol,120772,4.0,WMWMF32060TV41824,BHX88U,Unregistered,4,1.6,Cream,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348259/motor-vehicles-motor-cycles/2008-mini-cooper-r56-manual-hatchback,dents or marks on body consistent with age and kilometres.,64.0,3909,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,porsche,cayenne,s,wagon,automatic,petrol,147152,5.0,WP1ZZZ9PZ6LA44241,TZC890,20-07-2025,8,4.5,Black,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047207/motor-vehicles-motor-cycles/2005-porsche-cayenne-s-automatic-wagon,"dents or marks on body consistent with age and kilometres.
other warning light on",86.0,7666,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,volkswagen,tiguan,155 tsi (4x4) 5n,wagon,automatic,petrol,218540,5.0,WVGZZZ5NZDW065890,ZQA005,07-03-2025,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047270/motor-vehicles-motor-cycles/2012-volkswagen-tiguan-155-tsi-4x4-5n-automatic-wagon,dents or marks on body consistent with age and kilometres.,46.0,5650,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,volkswagen,golf,gti a6,hatchback,automatic,petrol,240149,5.0,WVWZZZ1KZAW272594,1FCB981,07-12-2025,4,2.0,White,Black Leather,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058642/motor-vehicles-motor-cycles/2010-volkswagen-golf-gti-a6-automatic-hatchback,"front seat worn driver &amp;amp;amp; passenger
engine light on
transmission requires attention strongly recommend inspection by qualified third party",41.0,3500,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,volkswagen,golf,90 tsi trendline a6,hatchback,manual,petrol,180079,5.0,WVWZZZ1KZDP035467,ZKA593,10-06-2025,4,1.4,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047223/motor-vehicles-motor-cycles/2012-volkswagen-golf-90-tsi-trendline-a6-manual-hatchback,dents or marks on body consistent with age and kilometres.,35.0,2599,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,volkswagen,passat,v6 fsi highline 3c,wagon,automatic,petrol,151519,5.0,WVWZZZ3CZBE342885,ZAC281,18-06-2025,6,3.6,Navy Blue,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047284/motor-vehicles-motor-cycles/2011-volkswagen-passat-v6-fsi-highline-3c-automatic-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn drivers
medium scuff on front bumper",71.0,6800,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,volkswagen,passat,118tsi 3c,sedan,automatic,petrol,141701,5.0,WVWZZZ3CZDP000653,1EBJ330,15-05-2025,4,1.8,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058632/motor-vehicles-motor-cycles/2012-volkswagen-passat-118tsi-3c-automatic-sedan,"dents or marks on body consistent with age and kilometres.
engine idling rough
paint fading various panels
medium scratch on rear left quarter, rear left door",30.0,2100,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,volkswagen,polo,81tsi comfortline 6r,hatchback,automatic,petrol,143373,5.0,WVWZZZ6RZFU073629,1DD8YC,08-05-2025,4,1.2,White,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047219/motor-vehicles-motor-cycles/2015-volkswagen-polo-81tsi-comfortline-6r-automatic-hatchback,dents or marks on body consistent with age and kilometres.,46.0,6310,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,volkswagen,golf,103tsi highline a7,hatchback,automatic,petrol,146592,5.0,WVWZZZAUZDP067368,1MH1UE,28-05-2025,4,1.4,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047301/motor-vehicles-motor-cycles/2013-volkswagen-golf-103tsi-highline-a7-automatic-hatchback,"body/panel damage passenger side rear
dents or marks on body consistent with age and kilometres.",92.0,6400,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,volvo,xc60,t6 3.0,wagon,automatic,petrol,130614,5.0,YV1DZ995692008618,DND739,18-09-2025,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047222/motor-vehicles-motor-cycles/2008-volvo-xc60-t6-3-0-automatic-wagon,dents or marks on body consistent with age and kilometres,47.0,4400,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,volvo,xc60,d4 luxury,wagon,automatic,diesel,108533,5.0,YV1DZA5A6G2918511,AJR684,09-08-2025,5,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047293/motor-vehicles-motor-cycles/2016-volvo-xc60-d4-luxury-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres,161.0,13900,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2004.0,volvo,s60,2.4 20v se,sedan,automatic,petrol,337543,5.0,YV1RS614952427432,No plates,Unregistered,5,2.4,Blue,Cream,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514732/motor-vehicles-motor-cycles/2004-volvo-s60-2-4-20v-se-automatic-sedan,"dents or marks on body consistent with age and kilometres.
engine noise observed.",9.0,609,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2004.0,honda,mdx,,wagon,automatic,petrol,240062,7.0,2HKYD186X5H300273,FNL57W,Unregistered,6,3.5,Grey,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348236/motor-vehicles-motor-cycles/2004-honda-mdx-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.",27.0,1409,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,chrysler,sebring,limited js,convertible,automatic,petrol,171556,4.0,1C3A4F5RX8N291127,1IMU427,11-05-2025,6,2.7,Black,Grey,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9058694/motor-vehicles-motor-cycles/2008-chrysler-sebring-limited-js-automatic-convertible,"paint cracked roof &amp;amp;amp; bonnet
passenger side cracked bumper.
traction control light on
paint fading various panels",8.0,609,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,jeep,grand,cherokee limited (4x4) wk,wagon,automatic,petrol,123095,5.0,1C4RJFFGXFC781578,No plates,Unregistered,6,3.6,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50514733/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-limited-4x4-wk-automatic-8-speed-wagon,"transmission requires attention strongly recommend inspection by qualified third party
front seat worn driver
dents or marks on body consistent with age and kilometres.",55.0,4309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,jeep,grand,cherokee laredo (4x4) wk,wagon,automatic,diesel,226239,5.0,1J4R24GM3BC741501,YPB313,22-09-2025,6,3.0,White,Black,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21047229/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-laredo-4x4-wk-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres.,49.0,4300,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,fiat,freemont,urban,wagon,automatic,petrol,220626,7.0,3C4PFAEB0DT644913,1AA2IS,04-09-2025,4,2.4,Red,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047046/motor-vehicles-motor-cycles/2013-fiat-freemont-urban-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
engine idling rough",34.0,2709,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,subaru,tribeca,3.6r premium b9,wagon,automatic,petrol,240770,7.0,4S4WXFKU5AS027492,BMU63P,03-08-2025,6,3.6,Silver,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348235/motor-vehicles-motor-cycles/2009-subaru-tribeca-3-6r-premium-b9-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
corrosion visible roof
large dent on driver side rear quarter panel
controls inoperable drivers power window not working",37.0,2700,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,ford,territory,ghia (rwd) sy,wagon,automatic,petrol,224484,7.0,6FPAAAJGAT8G64774,1CUF492,23-04-2025,6,4.0,Dark Blue,Grey,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058635/motor-vehicles-motor-cycles/2008-ford-territory-ghia-rwd-sy-automatic-7-seats-wagon,"traction control light on
seat torn front
dents or marks on body consistent with age and kilometres.
paint peeling various panels
large dent on various panels
medium scuff on various panels
front (disjointed) cracked bumper.",34.0,2100,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,ford,territory,ts sy ii,wagon,automatic,petrol,203108,7.0,6FPAAAJGATBD28694,"YKP566 - Odometer discrepancy detected, see attached history report.",15-04-2025,6,4.0,Silver,Black Leather,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21047205/motor-vehicles-motor-cycles/2011-ford-territory-ts-sy-ii-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
engine noise observed.
front seat scratches driver seat
paint fading various locations",22.0,1409,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2003.0,ford,falcon,futura ba,sedan,automatic,petrol,190530,5.0,6FPAAAJGSW3D46338,YKF492,Unregistered,6,4.0,White,Black,Yes,No,No,No,Yes,nsw,https://www.grays.com/lot/0001-10348216/motor-vehicles-motor-cycles/2003-ford-falcon-futura-ba-automatic-sedan,"dents or marks on body consistent with age and kilometres.
corrosion visible engine bay, roof, pillars
large scratch on bumper bars, driver side panels
large dent on passenger side rear door and quarter panel, drivers door",9.0,709,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
1999.0,ford,falcon,futura au,sedan,automatic,petrol,297749,5.0,6FPAAAJGSWXD31920,WJY987,18-04-2026,6,4.0,Silver,Grey,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21047334/motor-vehicles-motor-cycles/1999-ford-falcon-futura-au-automatic-sedan,"dents or marks on body consistent with age and kilometres.
engine smoke visible
paint fading panel
paint fading around the car
medium scratch on rear bumper
corrosion visible around the vehicle
body/panel damage front bumper/bonnet/grill
engine oil leak",6.0,509,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,holden,commodore,ss ve,ute,manual,petrol,271552,2.0,6G1EK4EH3AL462120,1DKL197,Unregistered,8,6.0,Blue,Charcoal,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058675/motor-vehicles-motor-cycles/2010-holden-commodore-ss-ve-manual-ute,"comment: clutch requires attention, replacement clutch is supplied with the vehicle.",115.0,7500,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,holden,sportwagon,sv6 ve series ii,wagon,automatic,petrol,248140,5.0,6G1EK8EV1BL539291,YJM047,06-05-2025,6,3.6,Dark Blue,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047221/motor-vehicles-motor-cycles/2011-holden-sportwagon-sv6-ve-series-ii-automatic-wagon,"dents or marks on body consistent with age and kilometres.
reverse camera not working
paint peeling around the car
hood lining sagging",35.0,2700,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,holden,commodore,sv6 ve,wagon,automatic,petrol,218772,5.0,6G1EK8EV5AL408170,XHR777,16-05-2025,6,3.6,Blue,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047178/motor-vehicles-motor-cycles/2009-holden-commodore-sv6-ve-automatic-wagon,dents or marks on body consistent with age and kilometres.,57.0,4400,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,holden,commodore,sv6 vf,sedan,automatic,petrol,462209,5.0,6G1FB5E36FL115628,CXV08G,29-09-2025,6,3.6,Silver,Black,Yes,Yes,No,No,Yes,nsw,https://www.grays.com/lot/0001-10348246/motor-vehicles-motor-cycles/2015-holden-commodore-sv6-vf-automatic-sedan,"dents or marks on body consistent with age and kilometres.
transmission requires attention strongly recommend inspection by qualified third party",68.0,5200,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,holden,cruze,sri-v jh,sedan,automatic,petrol,156174,5.0,6G1PE5E83CL626359,No plates,Unregistered,4,1.4,Grey,Black Leather,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21047364/motor-vehicles-motor-cycles/2012-holden-cruze-sri-v-jh-automatic-sedan,"dents or marks on body consistent with age and kilometres.
large dent on rear left fender
medium scratch on rear left fender
medium scratch on front bumper",29.0,2300,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,holden,cruze,sri v jh,sedan,automatic,petrol,79015,5.0,6G1PE5E85BL585408,No plates,Unregistered,4,1.4,Grey,Black Leather,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50711641/motor-vehicles-motor-cycles/2011-holden-cruze-sri-v-jh-automatic-sedan,"engine light on
door card worn.
seat torn driver seat
back seat stains.
medium scratch on rh rear bumper
transmission requires attention strongly recommend inspection by qualified third party",12.0,909,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
1995.0,holden,commodore,vr,ute,automatic,petrol,160207,3.0,6H8VRK80HSL803249,9MY209,Unregistered,6,3.8,White,Grey,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058596/motor-vehicles-motor-cycles/1995-holden-commodore-vr-automatic-ute,"seat torn driver, passenger
dents or marks on body consistent with age and kilometres.
paint peeling various panels",47.0,3500,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,mitsubishi,380,vrx db,sedan,automatic,petrol,183538,5.0,6MMDB4V416T015519,no plates,Unregistered,6,3.8,White,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047079/motor-vehicles-motor-cycles/2006-mitsubishi-380-vrx-db-automatic-sedan,"dents or marks on body consistent with age and kilometres.
airbag light on
medium scuff on rear bumper",26.0,1609,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,toyota,crown,,sedan,automatic,petrol,149107,5.0,6ZZCURS2061007183,No plates,Unregistered,8,4.6,Blue,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10348237/motor-vehicles-motor-cycles/2012-toyota-crown-automatic-sedan,dents or marks on body consistent with age and kilometres.,90.0,12400,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,subaru,xv,2.0i-s g4x,hatchback,cvt,petrol,220659,5.0,JF1GP7KC5DG036885,2BV9CY,Unregistered,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047297/motor-vehicles-motor-cycles/2013-subaru-xv-2-0i-s-g4x-cvt-hatchback,"dents or marks on body consistent with age and kilometres.
medium scuff on front bumper",16.0,5409,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,subaru,outback,2.0d premium b5a,wagon,manual,diesel,288437,5.0,JF2BRDKZ4AG010164,1EUX774,Unregistered,4,2.0,Light Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058668/motor-vehicles-motor-cycles/2010-subaru-outback-2-0d-premium-b5a-turbo-diesel-manual-wagon,"air conditioning
cd player
central locking
climate control
cruise control
driver airbag
electric windows
hill holder system
leather trim
mp3 capability
power steering
roof rail
crash test star rating 5
location: 6 spartan street, jandakot, wa, 6164
key no: 20b",20.0,1209,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,honda,accord,euro luxury 8th gen,sedan,automatic,petrol,189757,5.0,JHMCU26809C218306,WYD367,15-07-2025,4,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047211/motor-vehicles-motor-cycles/2009-honda-accord-euro-luxury-8th-gen-automatic-sedan,"dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
corrosion visible roof",84.0,6309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,honda,jazz,gli gd,hatchback,cvt,petrol,179319,5.0,JHMGD18305S248479,No plates,Unregistered,4,1.3,Light Blue,Black,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50711653/motor-vehicles-motor-cycles/2005-honda-jazz-gli-gd-cvt-hatchback,"engine light on
paint fading over panels on car
medium dent on rear passengers side
medium dent on rhf quarter panel
dents or marks on body consistent with age and kilometres.",27.0,2000,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2002.0,mazda,323,protege bj,sedan,automatic,petrol,157289,5.0,JM0BJ10M200215425,ALZ34V,Unregistered,4,1.6,Silver,Grey,Yes,No,No,No,Yes,nsw,https://www.grays.com/lot/0001-10348242/motor-vehicles-motor-cycles/2002-mazda-323-protege-bj-automatic-sedan,"dents or marks on body consistent with age and kilometres.
large scratch on bumper bars, damaged passenger side tail light
paint peeling rear spoiler",16.0,1309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2004.0,mazda,3,neo bk,sedan,automatic,petrol,221375,5.0,JM0BK10F100118092,No plates,Unregistered,4,2.0,Gold,Grey,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21047185/motor-vehicles-motor-cycles/2004-mazda-3-neo-bk-automatic-sedan,"dents or marks on body consistent with age and kilometres.
seat torn driver seat
engine noise observed.
engine idling rough
paint fading various locations
engine light on",22.0,1109,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,mazda,3,neo bm,hatchback,manual,petrol,59229,5.0,JM0BM547610154002,1DO6CO,18-03-2025,4,2.0,Grey,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21047268/motor-vehicles-motor-cycles/2014-mazda-3-neo-bm-manual-hatchback,"dents or marks on body consistent with age and kilometres.
medium scratch on around the car
large dent on rear left fender,passenger door and rear left side of the bumper
rear left side of the bumper cracked bumper.
body/panel damage passenger side",67.0,4809,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,mazda,6,classic gh,wagon,automatic,petrol,283042,5.0,JM0GH105100129375,1HX2QJ,10-07-2025,4,2.5,Black,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047226/motor-vehicles-motor-cycles/2009-mazda-6-classic-gh-automatic-wagon,"dents or marks on body consistent with age and kilometres
paint peeling panel / roof
medium dent on various parts of vehicle
airbag light on",29.0,2250,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,mazda,6,gt gj,sedan,automatic,diesel,154182,5.0,JM0GJ102100108590,1GTV727,01-08-2025,4,2.2,White,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058626/motor-vehicles-motor-cycles/2013-mazda-6-gt-gj-turbo-diesel-automatic-sedan,"dents or marks on body consistent with age and kilometres.
front seat worn driver &amp;amp; passenger
other warning light on",43.0,5599,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,mazda,cx-5,grand touring ke,wagon,automatic,diesel,156867,5.0,JM0KE102200367775,1HI5LV,18-05-2025,4,2.2,Red,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047225/motor-vehicles-motor-cycles/2016-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres.,139.0,13000,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,mazda,cx-9,luxury,wagon,automatic,petrol,278933,7.0,JM0TB10A3A0201899,1DGQ491,19-04-2025,6,3.7,White,Black Leather,Yes,No,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9058690/motor-vehicles-motor-cycles/2009-mazda-cx-9-luxury-automatic-7-seats-wagon,"engine noise observed.
dents or marks on body consistent with age and kilometres.
paint peeling passenger back door
seat torn driver
front seat worn driver and passenger",21.0,1209,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,mazda,cx-9,grand touring awd,wagon,automatic,petrol,246443,7.0,JM0TB10A5F0423906,No plates,Unregistered,6,3.7,Blue,Cream Leather,Yes,No,No,No,No,wa,https://www.grays.com/lot/0001-9058600/motor-vehicles-motor-cycles/2014-mazda-cx-9-grand-touring-awd-automatic-7-seats-wagon,dents or marks on body consistent with age and kilometres.,22.0,1509,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2000.0,mitsubishi,pajero,gls nm,wagon,automatic,petrol,320255,7.0,JMFLYV75W1J003325,No plates,Unregistered,6,3.5,Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21047108/motor-vehicles-motor-cycles/2000-mitsubishi-pajero-gls-nm-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
paint fading various locations
engine noise observed.
airbag light on
engine light on",16.0,1109,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
1996.0,nissan,patrol,rx (4x4) gq,wagon,automatic,petrol,257777,5.0,JN10WGY60A0560415,No plates,Unregistered,6,4.2,Grey,Grey,No,No,No,No,No,wa,https://www.grays.com/lot/0001-9058631/motor-vehicles-motor-cycles/1996-nissan-patrol-rx-4x4-gq-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint fading front bumper
damaged missing front indicators",25.0,2100,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,kia,sportage,(4x4) km,wagon,automatic,petrol,167049,5.0,KNAJE553867222636,No plates,Unregistered,6,2.7,White,Black,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058698/motor-vehicles-motor-cycles/2006-kia-sportage-4x4-km-automatic-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on passenger rear bumper
large dent on rear bumper",33.0,2309,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,kia,carnival,s yp,people mover,automatic,petrol,161985,8.0,KNAMB811MF6065246,1ESJ272,29-06-2025,6,3.3,White,Beige,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9058692/motor-vehicles-motor-cycles/2015-kia-carnival-s-yp-automatic-8-seats-people-mover,"dents or marks on body consistent with age and kilometres.
paint fading both sides of car
front seat marks driver",103.0,11500,2025-04-15,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
