year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status,canonical_tag,canonical_reason
2012.0,subaru,forester,x s3,wagon,5.0,2012-08,2012-09,JF2SHMKW4CG091985,No Plates,VIC,Unregistered,0.0,4.0,2.5,petrol,manual,211163.0,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051057/motor-vehicles-motor-cycles/2012-subaru-forester-x-s3-manual-wagon,dents or marks on body consistent with age and kilometres. paint fading various along panel medium scuff on rear bumper,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 439 (349687)",,,,Dents or marks on body consistent with age and kilometres. Paint fading Various along panel Medium Scuff on rear bumper,referred,,
2012.0,ford,fiesta,lx wt,hatchback,5.0,2012-03,2012-04,MNBJXXARJJCA90814,No plates,VIC,Unregistered,2.0,4.0,1.6,petrol,automatic,817070.0,km,Blue,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051076/motor-vehicles-motor-cycles/2012-ford-fiesta-lx-wt-automatic-hatchback,medium scratch on bonnet medium scratch on front bumper medium scuff on driver side rear door medium scratch on driver side rear guard medium scratch on rear bumper damaged sun damage staining to headlights dents or marks on body consistent with age and kilometres. windscreen chipped or cracked.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1046 (348055)",,,,Medium Scratch on Bonnet Medium Scratch on Front Bumper Medium Scuff on Driver Side Rear Door Medium Scratch on Driver Side Rear Guard Medium Scratch on Rear Bumper Damaged Sun Damage Staining to Headlights Dents or marks on body consistent with age and kilometres. Windscreen Chipped or Cracked.,referred,,
2021.0,mitsubishi,outlander,ls 2wd zm,wagon,7.0,2021-12,Unable to locate,JMFXTGM4WNZ002218,1VH1RZ,VIC,15-02-2026,2.0,4.0,2.5,petrol,cvt,660420.0,km,Black,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051085/motor-vehicles-motor-cycles/2021-mitsubishi-outlander-ls-2wd-zm-cvt-7-seats-wagon,dents or marks on body consistent with age and kilometres. windscreen chipped or cracked.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Nudge Bar, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 725 (348621)",,,,Dents or marks on body consistent with age and kilometres. Windscreen Chipped or Cracked.,referred,,
2022.0,hyundai,tucson,fwd nx4,wagon,5.0,2022-04,Unable to locate,KMHJB81DMNU140266,1VR9UN,VIC,06-06-2025,2.0,4.0,2,petrol,automatic,332390.0,km,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051087/motor-vehicles-motor-cycles/2022-hyundai-tucson-fwd-nx4-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Sat Nav, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1036 (348973)",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2024.0,gwm,haval,h6 premium 2wd,wagon,5.0,2024-03,Unable to locate,LGWEF6A55RH946764,no plates,TAS,Unregistered,2.0,4.0,2,petrol,automatic,214050.0,km,White,Black,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21051092/motor-vehicles-motor-cycles/2024-gwm-haval-h6-premium-2wd-automatic-wagon,medium scuff on rear bumper dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 753 (347043)",,,,Medium Scuff on Rear Bumper Dents or marks on body consistent with age and kilometres.,referred,,
2024.0,gwm,haval,h6 premium 2wd,wagon,5.0,2024-03,Unable to locate,LGWEF6A56RH946742,No Plates,,Unregistered,0.0,4.0,2,petrol,automatic,1416500.0,km,Dark Grey,Black,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21051093/motor-vehicles-motor-cycles/2024-gwm-haval-h6-premium-2wd-automatic-wagon,medium scratch on various parts of panel,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park distance control front, Park Distance Control Rear, Parking assist system, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 110 (346088)",,,,Medium Scratch on Various parts of panel,referred,,
2018.0,toyota,corolla,ascent zre172r,sedan,5.0,2018-02,2018-03,MR053REH205310288,1PY5FD,VIC,19-06-2025,2.0,4.0,1.8,petrol,cvt,1788400.0,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051113/motor-vehicles-motor-cycles/2018-toyota-corolla-ascent-zre172r-cvt-sedan,dents or marks on body consistent with age and kilometres. medium scuff on around the car,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 372",,,,Dents or marks on body consistent with age and kilometres. Medium Scuff on around the car,referred,,
2014.0,mitsubishi,asx,xls 4wd xb,wagon,5.0,2014-07,2014-08,JMFXLGA8WFZ000747,1CU5CN,VIC,15-06-2025,2.0,4.0,2.3,diesel,automatic,208445.0,km,Silver,Black,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21051115/motor-vehicles-motor-cycles/2014-mitsubishi-asx-xls-4wd-xb-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres. medium dents and large scuff marks. suspension requires attention,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1162 (350271)",,,,Dents or marks on body consistent with age and kilometres. Medium dents and large scuff marks. Suspension requires attention,referred,,
2007.0,nissan,navara,st-x (4x4) d40 dual cab,cab chassis,5.0,2007-11,2008-01,VSKCVND40A0264814,No Plates,VIC,Unregistered,0.0,4.0,2.5,diesel,automatic,245440.0,km,Silver,Grey,Yes,No,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21051123/motor-vehicles-motor-cycles/2007-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,dents or marks on body consistent with age and kilometres. paint cracked various parts of panel engine idling rough front seat worn driver seat,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Nudge Bar, Power Steering, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1215 06(350207)",,,,Dents or marks on body consistent with age and kilometres. Paint cracked Various parts of panel Engine idling rough Front Seat worn Driver Seat,referred,,
2016.0,nissan,pathfinder,st r52,wagon,5.0,2016-11,2017-03,5N1DR2MN2HC637129,1KO9UW,VIC,04-07-2025,2.0,6.0,3.5,petrol,cvt,234864.0,km,Black,Black Leather,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21051176/motor-vehicles-motor-cycles/2016-nissan-pathfinder-st-r52-cvt-wagon,engine noise observed. engine smoke visible dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1020 (350311)",,,,Engine noise observed. Engine Smoke visible Dents or marks on body consistent with age and kilometres.,referred,,
2008.0,land,rover,range rover sport tdv8,wagon,5.0,2008-01,Unable to locate,SALLSAA238A166135,Unable to locate,VIC,Unregistered,,8.0,3.6,diesel,automatic,263483.0,km,Grey,Tan Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051186/motor-vehicles-motor-cycles/2008-land-rover-range-rover-sport-tdv8-turbo-diesel-automatic-wagon,front seat marks both seats front seat scratches both front seat worn drivers dents or marks on body consistent with age and kilometres. paint fading various along panel,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, DVD Player, Leather Trim, Park Distance Control Rear, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1224A",,,,Front Seat Marks Both seats Front Seat Scratches Both Front Seat worn Drivers Dents or marks on body consistent with age and kilometres. Paint fading Various along panel,referred,,
2017.0,nissan,pathfinder,st-l r52,wagon,7.0,2017-05,2017-09,5N1DR2MM8HC687637,1MM2HW,VIC,07-06-2025,2.0,6.0,3.5,petrol,cvt,1316480.0,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051236/motor-vehicles-motor-cycles/2017-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,odd noise at low revs. dents or marks on body consistent with age and kilometres. body/panel damage various parts of panel large dent and scuff on various parts of panel other warning light on,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 642 (350444)",,,,Odd noise at low revs. Dents or marks on body consistent with age and kilometres. Body/panel damage Various parts of panel Large Dent and Scuff on Various parts of panel Other Warning light ON,referred,,
2015.0,audi,a4,1.8 tfsi b8,sedan,5.0,Unable to locate,2015-11,WAUZZZ8K2FA175339,No plates,VIC,Unregistered,0.0,4.0,1.8,petrol,cvt,1925830.0,km,White,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21051260/motor-vehicles-motor-cycles/2015-audi-a4-1-8-tfsi-b8-cvt-sedan,dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 698 (349198)",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2021.0,ford,ranger,xls 4x4 px iii,dual cab,5.0,2021-06,2021-07,MPBUMFF50MX347149,832JH3,QLD,Unregistered,,5.0,3.2,diesel,automatic,1057180.0,km,White,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10349220/motor-vehicles-motor-cycles/2021-ford-ranger-xls-4x4-px-iii-turbo-diesel-automatic-dual-cab,dents or marks on body consistent with age and kilometres. large dent on driver side rear tub,"Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 579",,,,Dents or marks on body consistent with age and kilometres. Large Dent on Driver side rear tub,referred,,
2017.0,jeep,compass,limited bg 9,wagon,5.0,2017-11,2018-02,MCANJRCB6JFA10081,1MI7TI,VIC,Unregistered,,4.0,2.4,petrol,automatic,777740.0,km,Black,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10349231/motor-vehicles-motor-cycles/2017-jeep-compass-limited-bg-9-auto-wagon,"please refer to the photos or arrange inspection to view the condition of this vehicle. interior: dents and marks on body, wear and tear on interior consistent with age and kilometers travelled","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 216",,,,"Please refer to the photos or arrange inspection to view the condition of this vehicle. Interior: Dents and marks on body, wear and tear on interior consistent with age and kilometers travelled",referred,,
2019.0,subaru,impreza,2.0i (awd) g5,hatchback,5.0,2019-07,2019-09,JF1GT7KL5KG074585,CY88UZ,NSW,Unregistered,,4.0,2,petrol,cvt,1020110.0,km,White,Grey,Yes,No,Yes,No,Yes,nsw,https://www.grays.com/lot/0001-10349272/motor-vehicles-motor-cycles/2019-subaru-impreza-2-0i-awd-g5-cvt-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle. scratch on side and back panel.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 117",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle. Scratch on side and back panel.,referred,,
2011.0,volkswagen,passat,125tdi highline 3c,sedan,5.0,2011-05,2011-08,WVWZZZ3CZBP360790,BZR78E,NSW,Unregistered,,4.0,2,diesel,automatic,1843780.0,km,Bronze,Cream,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10349311/motor-vehicles-motor-cycles/2011-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite navigation system, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 415",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2013.0,bmw,x1,sdrive 20i e84 lci,wagon,5.0,2013-08,2013-10,WBAVL92070VX86166,DN66ZL,NSW,Unregistered,0.0,4.0,2,petrol,automatic,1282910.0,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911554/motor-vehicles-motor-cycles/2013-bmw-x1-sdrive-20i-e84-lci-automatic-8-speed-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Power Steering, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2011.0,mercedes-benz,e-class,350 elegance c207,coupe,4.0,2011-07,2012-05,WDD2073592F138528,DSS83F,NSW,Unregistered,0.0,6.0,3.5,petrol,automatic,1336650.0,km,White,Black Leather,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911555/motor-vehicles-motor-cycles/2011-mercedes-benz-e-class-350-elegance-c207-automatic-coupe,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2017.0,nissan,qashqai,st j11,wagon,5.0,2017-05,2017-08,SJNFBAJ11AZ068700,DPN49X,NSW,Unregistered,0.0,4.0,2,petrol,cvt,1978430.0,km,White,Black,Yes,Yes,Yes,No,Yes,nsw,https://www.grays.com/lot/0001-10911556/motor-vehicles-motor-cycles/2017-nissan-qashqai-st-j11-cvt-wagon,dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Driver Airbag, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2018.0,peugeot,308,allure touring,wagon,5.0,2018-02,2018-04,VF3LJAHXWJS096133,KMC666,NSW,Unregistered,0.0,4.0,2,diesel,automatic,1863990.0,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911558/motor-vehicles-motor-cycles/2018-peugeot-308-allure-touring-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2010.0,mazda,cx-7,luxury sports (4x4),wagon,5.0,2010-02,2010-02,JM0ER103200206856,DN70ZM,NSW,Unregistered,0.0,4.0,2.3,petrol,automatic,227492.0,km,Grey,Black Leather,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911559/motor-vehicles-motor-cycles/2010-mazda-cx-7-luxury-sports-4x4-automatic-wagon,airbag light on dents or marks on body consistent with age and kilometres. door card damaged.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Airbag light ON Dents or marks on body consistent with age and kilometres. Door card Damaged.,referred,,
2013.0,ford,ranger,wildtrak 4x4 px,dual cab,5.0,2013-09,2013-10,MNAUMFF50DW222964,CPN87N,NSW,Unregistered,0.0,5.0,3.2,diesel,automatic,280725.0,km,Orange,Black Leather,Yes,No,No,No,Yes,nsw,https://www.grays.com/lot/0001-10911560/motor-vehicles-motor-cycles/2013-ford-ranger-wildtrak-4x4-px-turbo-diesel-automatic-dual-cab,dents or marks on body consistent with age and kilometres. seat torn drivers,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Nudge bar, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Dents or marks on body consistent with age and kilometres. Seat Torn Drivers,referred,,
2018.0,honda,cr-v,2wd vti-s rw,wagon,5.0,2018-01,2018-02,MRHRW1850JP062772,YHG95P,NSW,Unregistered,0.0,4.0,1.5,petrol,cvt,950470.0,km,Blue,Black,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911561/motor-vehicles-motor-cycles/2018-honda-cr-v-2wd-vti-s-rw-cvt-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2019.0,haval,h2,lux 2wd,wagon,5.0,2019-06,2019-06,LGWEE4A44KH913078,CU43VA,NSW,Unregistered,0.0,4.0,1.5,petrol,automatic,744400.0,km,Maroon,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911562/motor-vehicles-motor-cycles/2019-haval-h2-lux-2wd-automatic-wagon,"medium dent on top of right front guard, dents or marks on body consistent with age and kilometres.","Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,"Medium Dent on Top of right front guard, Dents or marks on body consistent with age and kilometres.",referred,,
2017.0,skoda,superb,206tsi 4x4 np,wagon,5.0,2017-03,2017-05,TMBME9NP1H7537914,YHT61G,NSW,Unregistered,0.0,4.0,2,petrol,automatic,1463680.0,km,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911563/motor-vehicles-motor-cycles/2017-skoda-superb-206tsi-4x4-np-automatic-wagon,dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2011.0,audi,a4,2.0 tfsi quattro b8,sedan,5.0,2011-07,2011-10,WAUZZZ8K8CA017115,DWY52U,NSW,Unregistered,0.0,4.0,2,petrol,manual,224275.0,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911564/motor-vehicles-motor-cycles/2011-audi-a4-2-0-tfsi-quattro-b8-manual-sedan,dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Dents or marks on body consistent with age and kilometres.,referred,,
2019.0,ford,endura,titanium awd,wagon,5.0,2019-02,2019-04,2FMTK5KA7KBB63512,EKN88A,NSW,Unregistered,0.0,4.0,2,diesel,automatic,1310360.0,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911565/motor-vehicles-motor-cycles/2019-ford-endura-titanium-awd-turbo-diesel-automatic-8-speed-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,,
2009.0,mercedes,benz,c300 elegance w204,sedan,5.0,2009-07,2009-09,WDD2040542A314894,FJK50Z,NSW,Unregistered,0.0,6.0,3,petrol,automatic,1758690.0,km,White,Black Leather,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911566/motor-vehicles-motor-cycles/2009-mercedes-benz-c300-elegance-w204-automatic-sedan,flat battery. jump start or towing required,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Flat Battery. Jump start or towing required,referred,,
2012.0,subaru,impreza,2.0i-l (awd) g4,sedan,5.0,2012-04,2012-06,JF1GJ7KA3CG004090,DN57QU,NSW,Unregistered,0.0,4.0,2,petrol,manual,271320.0,km,Black,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911567/motor-vehicles-motor-cycles/2012-subaru-impreza-2-0i-l-awd-g4-manual-sedan,dents or marks on body consistent with age and kilometres. flat battery. jump start or towing required,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,Dents or marks on body consistent with age and kilometres. Flat Battery. Jump start or towing required,referred,,
2013.0,nissan,pathfinder,st r52,wagon,7.0,2013-10,2014-09,5N1AR2MN2EC638375,DYO53G,NSW,11-07-2025,2.0,6.0,3.5,petrol,cvt,1920630.0,km,Black,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911568/motor-vehicles-motor-cycles/2013-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"engine light on medium scratch on left guard, right quarter hail damage visible.","Bluetooth Capability, CD Player, Climate Control, Driver Airbag, MP3 Capability, Power Steering, Reversing Camera, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,"Engine light ON Medium Scratch on Left Guard, right quarter Hail damage visible.",referred,,
