year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2010,TOYOTA,Hilux,SR (4x4) KUN26R,Crew Cab Chassis,Manual,Diesel,226569,5,MR0FZ22G601174611,1EFV270,11-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,3,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066309/motor-vehicles-motor-cycles/2010-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Large Dent on Front right quater panel
Seat Torn Drivers seat"
2009,TOYOTA,Kluger,SUV,,Automatic,Petrol,267291,7,JTEDS41A902079405,Unlicensed,"Sold Unregistered, Without Plates",6,3.5,Red,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066312/motor-vehicles-motor-cycles/2009-toyota-kluger-automatic-7-seats-suv,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various panels
Medium Scratch on Various panels
Front Seat worn driver side"
2016,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,226257,5,MR0KA3CD701192485,1GBS170,08-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.8,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066313/motor-vehicles-motor-cycles/2016-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Traction control light ON
Other Warning light ON
Seat Torn driver side
Corrosion visible on tray"
2012,VOLKSWAGEN,Polo,GTI 6R,Hatchback,Automatic,Petrol,162732,5,WVWZZZ6RZDY151068,1HTC023,20-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.4,Red,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066314/motor-vehicles-motor-cycles/2012-volkswagen-polo-gti-6r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various panels
Other Warning light ON
Hood Lining Sagging"
1998,FORD,Explorer,,Wagon,Automatic,Diesel,198585,5,1FMZU34E8HZB03282,1IUW879,26/02/2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,4,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066315/motor-vehicles-motor-cycles/1998-ford-explorer-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling on engine bay"
2008,SUZUKI,Grand,Vitara 2.4 JT,Wagon,Automatic,Petrol,208600,4,JSAJTAA4V00101573,1GYP784,"22-12-2025, Please note this vehicle license has expired but can be paid until 22/03/2026. Vehicle license must be renewed online before this date and time of collection; otherwise, this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,2.4,Red,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066316/motor-vehicles-motor-cycles/2008-suzuki-grand-vitara-2-4-jt-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Engine overheating, tow advisable.
Traction control light ON
Front Seat worn driver side
Door Mirror Broken driver side
Paint peeling on various panels
Medium Scratch on various panels
Medium Dent on various panels"
2004,BMW,5,Series 525i E60,Sedan,Automatic,Petrol,259634,5,WBANA520X0B573356,1CCT856,07-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,2.5,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066317/motor-vehicles-motor-cycles/2004-bmw-5-series-525i-e60-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Paint peeling Various Panels
Front Seat worn Driver, Passenger
Seat Torn Driver Cracked
Door card Damaged.
Other Warning light ON
Paint peeling Various panels
Airbag light ON
Paint fading on various panels
Medium Scratch on various panels
Medium Dent on various panels
Damaged Cracked LHF Headlight"
2011,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,201929,5,6T153KK400X352256,WA22540,27-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.5,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066318/motor-vehicles-motor-cycles/2011-toyota-aurion-at-x-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front Bumper, Driver Side Rear Quarter
Seat Torn driver side
Paint peeling on various panels
Medium Scratch on various panels"
2008,BMW,525i,E60,Sedan,Automatic,Petrol,196457,5,WBANU52040CZ89131,1IUN506,25-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Grey,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066319/motor-vehicles-motor-cycles/2008-bmw-525i-e60-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON
Engine light ON"
2010,TOYOTA,Landcruiser,GXL VDJ200R,Wagon,Automatic,Diesel,303945,5,JTMHV09J205018521,1ITP017,21-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,8,4.5,White,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066323/motor-vehicles-motor-cycles/2010-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Door Mirror Broken Driver Mirror"
2005,HOLDEN,Commodore,Equipe VZ,Sedan,Automatic,Petrol,213000,5,6G1ZK54B85L438079,1GXS003,10-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.6,Green,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066324/motor-vehicles-motor-cycles/2005-holden-commodore-equipe-vz-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Seat Torn Driver
Front Seat worn Driver Passenger
Steering requires attention.
Paint fading Various Panels
Medium Scratch on various panels"
2012,NISSAN,Murano,TI Z51,Wagon,CVT,Petrol,114233,5,JN1TANZ51A0018251,1EPS529,14-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.5,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066325/motor-vehicles-motor-cycles/2012-nissan-murano-ti-z51-cvt-wagon,Dents or marks on body consistent with age and kilometres.
2012,TOYOTA,Prius-v,ZVW40R,Wagon,CVT,Hybrid,729967,7,JTDZS3EU703017388,1DZE228,25-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,White,Grey,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066326/motor-vehicles-motor-cycles/2012-toyota-prius-v-zvw40r-cvt-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON"
2010,VOLVO,S40,T5 R DESIGN,Sedan,Automatic,Petrol,166061,5,YV1MS6759B2537011,1IUL152,27-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,5,2.5,Silver,Multi,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066327/motor-vehicles-motor-cycles/2010-volvo-s40-t5-r-design-automatic-sedan,"Front Seat worn Driver, Passenger
Back Seat worn.
Front Bumper Hanging Off Cracked bumper.
Dents or marks on body consistent with age and kilometres.
Paint peeling on various panels
Medium Scratch on various panels"
2012,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Diesel,182207,5,JM0KE102100108644,1DXL714,28-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.2,Black,Cream Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066329/motor-vehicles-motor-cycles/2012-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver, Passenger leather Cracked
Back Seat worn."
2008,FORD,Ranger,XL 4x2 Single PJ,Cab Chassis,Manual,Diesel,214483,2,MNALSAE108W746584,1EZE776,06-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.5,White,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066330/motor-vehicles-motor-cycles/2008-ford-ranger-xl-4x2-single-pj-turbo-diesel-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Door Mirror Broken Passenger
Front Bumper Disjointed Cracked bumper.
Corrosion visible Underchasis
Damaged Drivers Headlight
Controls Missing AC Temperature Knob
Steering requires attention."
2006,AUDI,A4,2.0 TFSI Quattro B7,Sedan,Automatic,Petrol,251506,5,WAUZZZ8E77A044791,1DBK318,06-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Red,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066331/motor-vehicles-motor-cycles/2006-audi-a4-2-0-tfsi-quattro-b7-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front bumper damaged Cracked bumper.
Seat Torn Drivers seat
Engine noise observed.
Damaged Rear right tail light
Paint peeling on various panels
Door card Worn."
2006,NISSAN,Tiida,ST C11,Sedan,Manual,Petrol,163857,5,JN1BBAC11A0104881,1GPT076,12-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,White,Charcoal,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066332/motor-vehicles-motor-cycles/2006-nissan-tiida-st-c11-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various panels
Windscreen Chipped or Cracked.
Engine light ON
Front Seat Stains driver side
Large Dent on Drivers door side"
2013,HOLDEN,Captiva,5 LT AWD CG II,Wagon,Automatic,Diesel,218227,5,KL3DD266JDB101641,1HJU655,05-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.2,Brown,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066333/motor-vehicles-motor-cycles/2013-holden-captiva-5-lt-awd-cg-ii-turbo-diesel-automatic-wagon,"Engine light ON
Windscreen Chipped or Cracked.
Front Seat worn driver side
Dents or marks on body consistent with age and kilometres."
2012,DODGE,Journey,R T,People Mover,Automatic,Petrol,195161,7,3C4PDCKG7DT539237,1EDH154,06-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.6,Dark Grey,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066335/motor-vehicles-motor-cycles/2012-dodge-journey-r-t-automatic-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Damaged Driver Indicator
Medium Scratch on Driver Rear Quarter
Door Mirror Broken Passenger Side Mirror Exterior Panel Cover
Front Seat worn Driver
Engine light ON
Other Warning light ON
Engine noise observed."
2014,MITSUBISHI,Triton,4X4 GLX MN,Dual Cab,Automatic,Diesel,285859,5,MMAJRKB40FD001211,Unlicensed,"Sold Unregistered, Without Plates",4,2.5,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066336/motor-vehicles-motor-cycles/2014-mitsubishi-triton-4x4-glx-mn-turbo-diesel-automatic-dual-cab,"Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Engine Smoke visible
Seat Torn Driver, Passenger
Front Seat Stains drivers seat
Corrosion visible small section above the windscreen"
2008,MITSUBISHI,Outlander,LS ZG,Wagon,CVT,Petrol,248805,5,JMFXTCW5W8Z005238,1CXK126,21-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Silver,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066337/motor-vehicles-motor-cycles/2008-mitsubishi-outlander-ls-zg-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine Smoke visible
Front Bumper Cracked bumper.
Paint peeling Various Panels, Roof
Front Seat worn Driver, Passenger
Medium Scratch on Driver Front Quarter
Engine noise observed.
Back Seat Marks.
Medium Dent on various panels"
2012,HYUNDAI,Veloster,SR TURBO FS,Coupe,Manual,Petrol,155557,4,KMHTC61ELDU091341,1GXK269,05-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.6,Grey,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066338/motor-vehicles-motor-cycles/2012-hyundai-veloster-sr-turbo-fs-manual-coupe,Dents or marks on body consistent with age and kilometres.
2000,NISSAN,Pulsar,LX N16,Sedan,Automatic,Petrol,272339,5,JN1CFAN16A0007093,Unlicensed,"Sold Unregistered, Without Plates",4,1.6,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066339/motor-vehicles-motor-cycles/2000-nissan-pulsar-lx-n16-automatic-sedan,"Medium Dent on Front right fender
Medium Scratch on various panels
Dents or marks on body consistent with age and kilometres.
Paint fading on various panels"
2010,BMW,3,Series 323i E90,Sedan,Automatic,Petrol,151239,5,WBAPG76050NM63696,1EMP036,"02-01-2026 - Please note this vehicle license has expired, but can be paid until 02/04/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",6,2.5,Black,Cream Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066341/motor-vehicles-motor-cycles/2010-bmw-3-series-323i-e90-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Back Seat Marks.
Airbag light ON
Front Seat worn drivers seat
Head Gasket Requires Attention
Vehicle Over Heating
Inspection highly recommended, Tilt Tray Required For Collection
Paint fading various panels
Medium Scratch on rear panel"
2010,HOLDEN,Commodore,Omega VE II,Sedan,Automatic,Petrol,305462,5,6G1EK5E72BL517686,1DNO605,"30-12-2025, Please note this vehicle license has expired, but can be paid until 30-03-2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",6,3.6,Silver,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066342/motor-vehicles-motor-cycles/2010-holden-commodore-omega-ve-ii-automatic-sedan,"Engine light ON
ABS light ON
Paint peeling Bonnet and fenders
Dents or marks on body consistent with age and kilometres."
2009,HOLDEN,Epica,CDX EP,Sedan,Automatic,Diesel,184632,5,KL3LA69RJAB000508,Unlicensed,"Sold Unregistered, Without Plates",4,2,White,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066345/motor-vehicles-motor-cycles/2009-holden-epica-cdx-ep-turbo-diesel-automatic-sedan,"Front Seat Marks Both Seats
Back Seat Marks.
Airbag light ON
Medium Scuff on various panels
Dents or marks on body consistent with age and kilometres.
Paint cracked on various panels"
2007,MITSUBISHI,380,SX DB III,Sedan,Automatic,Petrol,244193,5,6MMDB4S417T029886,1HDZ967,01-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.8,Silver,Charcoal,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9066346/motor-vehicles-motor-cycles/2007-mitsubishi-380-sx-db-iii-automatic-sedan,"Medium Dent on Various panels
Medium Scratch on Various panels
Engine Smoke visible
Engine Oil Leak
Medium Scuff on Across both left doors
Paint peeling on various panels
Seat Torn driver side
Large Dent on LHR bumper
Damaged RHR Tail light"
2009,BMW,X5,3.0si E70,Wagon,Automatic,Petrol,220385,7,WBAFE42070LK96520,1IVI624,25-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Silver,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066347/motor-vehicles-motor-cycles/2009-bmw-x5-3-0si-e70-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Other Warning light ON
Paint fading Various Panels
Back Seat worn.
Front Seat worn Driver, Passenger
Seats Removed"
2013,LAND,Rover,Range Rover Evoque SD4 Pure,Wagon,Automatic,Diesel,104536,5,SALVA2AE8DH776918,Unlicensed,"Sold Unregistered, Without Plates",4,2.2,Black,Black Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9066354/motor-vehicles-motor-cycles/2013-land-rover-range-rover-evoque-sd4-pure-turbo-diesel-automatic-wagon,"Seat Torn Driver
Door Mirror Broken Driver
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels"
2002,SUBARU,Forester,2.5X (WOVR-INSPECTED),Wagon,Manual,Petrol,368860,5,JF2SG9KK33G011359,1BHY766,09-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.5,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066358/motor-vehicles-motor-cycles/2002-subaru-forester-2-5x-manual-wagon-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various panels
Paint fading Various panels
Paint cracked hood
Front and back Cracked bumper.
Door card Worn."
2013,FORD,Ranger,XL 4X4 PX,Dual Cab,Automatic,Diesel,107787,5,MNAUMFF50DW225123,1EKD357,30-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,5,3.2,Green,Charcoal,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066359/motor-vehicles-motor-cycles/2013-ford-ranger-xl-4x4-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Other Warning light ON
Medium Scratch on various panels"
2001,TOYOTA,Landcruiser,Prado GXL V6 VZJ95R,Wagon,Automatic,Petrol,538040,8,JTEBN99J000085301,1CRB890,01-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.4,Green,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066360/motor-vehicles-motor-cycles/2001-toyota-landcruiser-prado-gxl-v6-vzj95r-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Large Dent on Rear bumper
Seat Torn driver side
Seats Removed
Medium Scratch on various panels"
2014,MERCEDES,Benz,C-Class C200 W205,Sedan,Automatic,Petrol,148525,5,WDD2050422R032189,Unlicensed,"Sold Unregistered, Without Plates",4,2,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066361/motor-vehicles-motor-cycles/2014-mercedes-benz-c-class-c200-w205-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint peeling roof"
2019,MAZDA,Cx-5,GT KF,Wagon,Automatic,Petrol,70672,5,JM0KF4WLA00354861,Unlicensed,"Sold Unregistered, Without Plates",4,2.5,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066362/motor-vehicles-motor-cycles/2019-mazda-cx-5-gt-kf-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine light ON
Medium Scratch on Front Bumper Passenger Side"
