year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2001,NISSAN,Patrol,Suv,,Automatic,Diesel,388785,7,JN1TESY61A0306304,QVD839,11-04-2026 -,4,3,Champagne,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061558/motor-vehicles-motor-cycles/2001-nissan-patrol-automatic-7-seats-suv,"Dents or marks on body consistent with age and kilometres.
Large Dent on Passenger side
Medium Scuff on Around vehicle
Airbag light ON"
2002,MAZDA,323,,Hatchback,Manual,Petrol,150030,5,JM0BJ10P200228828,RZX511,09-01-2026 -,4,1.8,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061559/motor-vehicles-motor-cycles/2002-mazda-323-manual-hatchback,Dents or marks on body consistent with age and kilometres.
2013,MERCEDES,Benz,B 180 B180 BE W246,Hatchback,Automatic,Petrol,89978,5,WDD2462422J152339,AAR947,28-12-2025 -,4,1.6,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061560/motor-vehicles-motor-cycles/2013-mercedes-benz-b-180-b180-be-w246-automatic-hatchback,Medium Scratch on Around vehicle
2013,MERCEDES,Benz,C250 BE Elegance W204,Sedan,Automatic,Petrol,81473,5,WDD2040472A882055,DP18EE,"Sold Unregistered, Without Plates",4,1.8,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061561/motor-vehicles-motor-cycles/2013-mercedes-benz-c250-be-elegance-w204-automatic-sedan,"Engine light ON
Dents or marks on body consistent with age and kilometres."
2013,VOLKSWAGEN,Passat,,Sedan,Automatic,Petrol,73378,5,WVWZZZ3CZEE084674,1CA5WT,27-06-2026 -,4,1.8,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061562/motor-vehicles-motor-cycles/2013-volkswagen-passat-automatic-sedan,"Door Mirror Broken Drivers door indicator lens
Medium Scratch on Around vehicle
Other Warning light ON"
2014,AUDI,Q5,2.0 TFSI Quattro 8R,Wagon,Automatic,Petrol,182077,5,WAUZZZ8R7EA127038,No plates,"Sold Unregistered, Without Plates",4,2,White,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061563/motor-vehicles-motor-cycles/2014-audi-q5-2-0-tfsi-quattro-8r-automatic-8-speed-wagon,Medium Scratch on Around vehicle
2015,KIA,Cerato,S YD,Hatchback,Automatic,Petrol,254298,5,KNAFK516MF5521351,CF35YL,"Sold Unregistered, Without Plates",4,1.8,Red,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061565/motor-vehicles-motor-cycles/2015-kia-cerato-s-yd-automatic-hatchback,"Carpet worn in places.
Paint fading Around vehicle
Dents or marks on body consistent with age and kilometres.
Carpet worn in places.
Large Scratch on Left front passenger door
Paint fading Around vehicle
Dents or marks on body consistent with age and kilometres.
Large Scratch on Left front passenger door"
2014,AUDI,Q5,,Wagon,Automatic,Diesel,100108,5,WAUZZZ8RXFA014329,No plates,"Sold Unregistered, Without Plates",4,2,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061566/motor-vehicles-motor-cycles/2014-audi-q5-automatic-wagon,"Engine light ON
Medium Scratch on Around vehicle"
2015,MERCEDES,Benz,GLE-Class GLE250d 4MATIC W166 TD AT,Wagon,Automatic,Diesel,181227,5,WDC1660042A699344,No Plates,"Sold Unregistered, Without Plates",4,2.1,Black,Black Leather,Yes,Yes,Yes,"Check with authorised, Mercedes-Benz dealer for potential service history",Yes,VIC,https://www.grays.com/lot/0001-21061567/motor-vehicles-motor-cycles/2015-mercedes-benz-gle-class-gle250d-4matic-w166-td-at-wagon,"Dents or marks on body consistent with age and kilometres.
Damaged Left rear lower reflector
Medium Scratch on Around vehicle
Large Scuff on Rear bumper"
2016,LAND,Rover,Range Rover Evoque TD4 150 SE 9,Wagon,Automatic,Diesel,119086,5,SALVA2AN8HH201207,AMI333,28-11-2025 -,4,2,Silver,Black Leather,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061568/motor-vehicles-motor-cycles/2016-land-rover-range-rover-evoque-td4-150-se-turbo-diesel-9-auto-wagon,Dents or marks on body consistent with age and kilometres
2017,VOLVO,Xc60,SUV,,Automatic,Diesel,163990,5,YV1DZA5A6H2149276,1JC7WT,07-05-2026 -,4,2,Blue,Beige Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061569/motor-vehicles-motor-cycles/2017-volvo-xc60-automatic-suv,"Dents or marks on body consistent with age and kilometres.
Front bumper Cracked bumper.
Medium Dent on Around exterior
Large Scratch on various panels
Carpet worn in places."
2016,MERCEDES,Benz,A-Class A200 W176,Hatchback,Automatic,Petrol,168506,5,WDD1760432J483420,BCX485,05-03-2026 -,4,1.6,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061570/motor-vehicles-motor-cycles/2016-mercedes-benz-a-class-a200-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading Roof"
2018,AUDI,A3,2.0 TFSI SPORT 8V,Sedan,Automatic,Petrol,47217,5,WAUZZZ8V8K1004681,BBS115,08-10-2026 -,4,2,Silver,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061571/motor-vehicles-motor-cycles/2018-audi-a3-2-0-tfsi-sport-8v-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Door Mirror Broken passenger side"
2003,TOYOTA,Echo,NCP10R (WOVR-INSPECTED),Hatchback,Automatic,Petrol,290846,5,JTDKW133400199007,1CT7MI,25-02-2026 -,4,1.3,Silver,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061572/motor-vehicles-motor-cycles/2003-toyota-echo-ncp10r-automatic-hatchback-wovr-inspected,"Carpet worn in places.
Front Seat Stains Drivers and passengers
Dents or marks on body consistent with age and kilometres.
Rear Cracked bumper.
Medium Scratch on Around vehicle
Paint peeling Around vehicle"
2017,BMW,3,Series 330i M Sport Pack F30 LCI,Sedan,Automatic,Petrol,247811,5,WBA8A76020NU87301,2DL6PP,16-02-2026 -,4,2,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061573/motor-vehicles-motor-cycles/2017-bmw-3-series-330i-m-sport-pack-f30-lci-automatic-8-speed-sedan,"Medium Dent on Around vehicle
Medium Scratch on Around vehicle"
2017,AUDI,Sq7,4.0 TDI QUATTRO,Wagon,Automatic,Diesel,184791,7,WAUZZZ4M0JD019119,DRB587,17-01-2026 -,8,4,Grey,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061574/motor-vehicles-motor-cycles/2017-audi-sq7-4-0-tdi-quattro-4m-turbo-diesel-auto-8-speed-7-seats-wagon,Dents or marks on body consistent with age and kilometres.
2006,VOLKSWAGEN,Golf,,Hatchback,Manual,Petrol,111970,5,WVWZZZ1KZ6U027422,UFE351,21-07-2026 -,4,1.6,Grey,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061576/motor-vehicles-motor-cycles/2006-volkswagen-golf-manual-hatchback,"Medium Scratch on Around vehicle
Corrosion visible Bonnet
Both side mirrors missing. Engine light ON"
2008,FORD,Falcon,G6 FG,Sedan,Automatic,Petrol,276639,5,6FPAAAJGSW8C72867,WOW846,"Sold Unregistered, Without Plates",6,4,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061577/motor-vehicles-motor-cycles/2008-ford-falcon-g6-fg-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Damaged Front left fog light
Medium Scratch on Around vehicle"
2009,FORD,Ranger,XL 4X2 PK,Dual Cab,Manual,Diesel,315496,5,MNALSFE909W804287,1CX4XN,"Sold Unregistered, Without Plates -",4,3,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061578/motor-vehicles-motor-cycles/2009-ford-ranger-xl-4x2-pk-turbo-diesel-manual-dual-cab,"Controls Broken Air vent adjusters
Door card Damaged.
Front Seat worn Drivers seat
Windscreen Chipped or Cracked.
Front Cracked bumper.
Door Mirror Broken Drivers mirror
Large Dent on Around vehicle
Paint peeling Around vehicle
Corrosion visible Around vehicle
Medium Scuff on various panels"
1999,SUBARU,Outback,B3A,Wagon,Automatic,Petrol,234907,5,JF2BH9KRAYG013067,317BS7,"Sold Unregistered, Without Plates",4,2.5,Maroon,Multi,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061580/motor-vehicles-motor-cycles/1999-subaru-outback-b3a-automatic-wagon,"Seat Torn Drivers
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Paint cracked Rear bumper
Paint fading Tailgate"
2001,HYUNDAI,Accent,,Hatchback,Manual,Petrol,240125,5,KMHCF31BR1U141340,RSH759,23-07-2026 -,4,1.5,Blue,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061581/motor-vehicles-motor-cycles/2001-hyundai-accent-manual-hatchback,"Large Scratch on Around vehicle
Paint fading Rear bar"
2006,HOLDEN,Astra,CD AH,Hatchback,Manual,Petrol,272546,5,W0L0AHL4865116530,UGE672,07-01-2026 -,4,1.8,Blue,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061582/motor-vehicles-motor-cycles/2006-holden-astra-cd-ah-manual-hatchback,"Windscreen Chipped or Cracked.
Medium Scratch on Around vehicle
Seat Torn Driver seat"
2004,VOLVO,Xc70,,Wagon,Automatic,Petrol,162525,5,YV1SZ596741168383,No plates,"Sold Unregistered, Without Plates",5,2.5,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061583/motor-vehicles-motor-cycles/2004-volvo-xc70-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Corrosion visible on panel"
2011,FORD,Territory,TS SY II,Wagon,Automatic,Petrol,259464,7,6FPAAAJGATBD26989,1PS7FI,21-03-2026 -,6,4,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061584/motor-vehicles-motor-cycles/2011-ford-territory-ts-sy-ii-automatic-7-seats-wagon,"Medium Scratch on Around vehicle
Front Seat worn Driver seat
Seat Torn drivers seat
Dents or marks on body consistent with age and kilometres."
2013,MITSUBISHI,Outlander,LS 4WD ZJ,Wagon,CVT,Petrol,272663,7,JMFXTGF8WDZ004024,1LL8ZC,26-01-2026 -,4,2.4,Silver,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061585/motor-vehicles-motor-cycles/2013-mitsubishi-outlander-ls-4wd-zj-cvt-7-seats-wagon,"Medium Scratch on Around vehicle
Medium Dent on various panels"
2015,AUDI,A3,1.4 TFSI ATTRACTION 8V,Hatchback,Automatic,Petrol,168155,5,WAUZZZ8V9FA167099,DBM159,30-04-2026 -,4,1.4,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061586/motor-vehicles-motor-cycles/2015-audi-a3-1-4-tfsi-attraction-8v-automatic-hatchback,Dents or marks on body consistent with age and kilometres.
2019,MAZDA,Bt-50,4X2 XT,Crew Cab Chassis,Automatic,Diesel,217315,5,MM0UR0YG100015680,1QB5BW,11-09-2026 -,5,3.2,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061596/motor-vehicles-motor-cycles/2019-mazda-bt-50-4x2-xt-turbo-diesel-automatic-crew-cab-chassis,"Front Cracked bumper.
Front Seat worn driver side
Door Mirror Broken driver side
Dents or marks on body consistent with age and kilometres."
2014,VOLKSWAGEN,Touareg,SUV,,Automatic,Diesel,268518,5,WVGZZZ7PZFD009326,CXG908,19-01-2026 -,6,3,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061598/motor-vehicles-motor-cycles/2014-volkswagen-touareg-automatic-suv,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON"
2011,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,234697,5,JTNKU56EX01155352,2DT6IM,06-04-2026 -,4,1.8,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061599/motor-vehicles-motor-cycles/2011-toyota-corolla-ascent-zre152r-automatic-hatchback,"Large Scratch on Drivers door
Dents or marks on body consistent with age and kilometres."
2013,AUDI,A4,ALLROAD QUATTRO B8,Wagon,Automatic,Diesel,112812,5,WAUZZZ8K0EA091342,ABF554,17-03-2026 -,4,2,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061600/motor-vehicles-motor-cycles/2013-audi-a4-allroad-quattro-b8-turbo-diesel-automatic-wagon,Medium Scratch on Around vehicle
2004,HYUNDAI,Getz,GL TB,Hatchback,Manual,Petrol,135352,5,KMHBT51AR4U215577,SXB152,30-12-2025 -,4,1.5,Yellow,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061601/motor-vehicles-motor-cycles/2004-hyundai-getz-gl-tb-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.
2005,BMW,320i,,Wagon,Automatic,Petrol,168542,5,WBAEN12030PB46300,TSA018,31-08-2026 -,4,2,Black,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061602/motor-vehicles-motor-cycles/2005-bmw-320i-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Around vehicle
Medium Scratch on Around vehicle
Paint cracked on various panels"
2014,KIA,Cerato,,Hatchback,Automatic,Petrol,227403,5,KNAFX518ME5242740,1CJ2HI,03-01-2026 -,4,1.8,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061603/motor-vehicles-motor-cycles/2014-kia-cerato-automatic-hatchback,"Medium Dent on Around vehicle
Medium Scratch on Around vehicle
Paint peeling on various panels"
2007,HOLDEN,Commodore,SS V VE,Sedan,Automatic,Petrol,314893,5,6G1EP55H88L118154,1QD1ZC,"Sold Unregistered, Without Plates",8,6,Black,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061604/motor-vehicles-motor-cycles/2007-holden-commodore-ss-v-ve-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various Areas
Hood Lining Sagging"
2008,BMW,525i,,Sedan,Automatic,Petrol,167699,5,WBANU52010CZ87644,WIC948,15-01-2026 -,6,2.5,Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061605/motor-vehicles-motor-cycles/2008-bmw-525i-automatic-sedan,"Medium Scratch on Around vehicle
Medium Scuff on Rhr"
2009,TOYOTA,Aurion,,Sedan,Automatic,Petrol,247243,5,6T153KK400X324628,1PA3MQ,19-06-2026 -,6,3.5,Silver,Black,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061608/motor-vehicles-motor-cycles/2009-toyota-aurion-automatic-sedan,"Medium Scratch on Around vehicle
Paint cracked Around vehicle
Controls inoperable Boot release
Damaged side mirror light"
2010,HYUNDAI,I30cw,SLX FD,Wagon,Automatic,Petrol,175795,5,KMHDC81EMAU078400,No plates,"Sold Unregistered, Without Plates",4,2,Silver,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061611/motor-vehicles-motor-cycles/2010-hyundai-i30cw-slx-fd-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Door Mirror Broken Driver side
Rear bumper Cracked bumper.
Controls inoperable Passenger side window switch"
2017,HOLDEN,Equinox,LTZ 2WD EQ 9,Wagon,Automatic,Petrol,100793,5,3G0AX7EX5JS585244,1NQ9AR,09-05-2026 -,4,2,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061614/motor-vehicles-motor-cycles/2017-holden-equinox-ltz-2wd-eq-9-auto-wagon,Dents or marks on body consistent with age and kilometres.
2006,MAZDA,3,Maxx Sport BK,Sedan,Automatic,Petrol,205691,5,JM0BK10F200326043,ULC613,01-03-2026 -,4,2,Red,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061619/motor-vehicles-motor-cycles/2006-mazda-3-maxx-sport-bk-automatic-sedan,"Medium Dent on Around vehicle
Medium Scratch on Around vehicle
Seat Torn Driver seat
Dents or marks on body consistent with age and kilometres."
2011,HOLDEN,Captiva,,Wagon,Automatic,Diesel,210448,7,KL3CD266JBB097845,YQO202,04-11-2026 -,4,2.2,Brown,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061620/motor-vehicles-motor-cycles/2011-holden-captiva-automatic-7-seats-wagon,"Engine noise observed.
Windscreen Chipped or Cracked.
Medium Scratch on Around vehicle
front bumper Cracked bumper.
Paint fading roof"
2014,FORD,Focus,Trend LW MKII,Sedan,Automatic,Petrol,111347,5,MPB2XXMXB2EL57642,1BH2WH,12-03-2026 -,4,2,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061621/motor-vehicles-motor-cycles/2014-ford-focus-trend-lw-mkii-automatic-sedan,Medium Scuff on Around vehicle
2013,MAZDA,3,Neo BL,Hatchback,Automatic,Petrol,160947,5,JM0BL10F200402468,ZUV037,27-03-2026 -,4,2,Red,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061622/motor-vehicles-motor-cycles/2013-mazda-3-neo-bl-automatic-hatchback,"Medium Scratch on Around exterior
Paint fading Around exterior
Dents or marks on body consistent with age and kilometres."
2016,HYUNDAI,Iload,TQ II Van,Van,Automatic,Diesel,280794,3,KMFWBX7KMHU887994,1IY8LM,21-02-2026 -,4,2.5,White,Multi,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061623/motor-vehicles-motor-cycles/2016-hyundai-iload-tq-ii-turbo-diesel-automatic-van,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Large Dent on Left rear quarter and cracked rear plastic
Corrosion visible Left rear quarter"
2016,VOLKSWAGEN,Touareg,150TDI ELEMENT 7P T D,Wagon,Automatic,Diesel,242252,5,WVGZZZ7PZHD005346,1FX7FG,24-04-2026 -,6,3,White,Black Leather,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061624/motor-vehicles-motor-cycles/2016-volkswagen-touareg-150tdi-element-7p-t-d-auto-8-speed-wagon,"Large Scratch on Rear bumper
Dents or marks on body consistent with age and kilometres."
2010,MITSUBISHI,Lancer,,Hatchback,Manual,Petrol,250205,5,JMFLNCX4ABU001026,YIG384,18-02-2026 -,4,2,Blue,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061625/motor-vehicles-motor-cycles/2010-mitsubishi-lancer-manual-hatch,"Paint fading Roof spoiler
Medium Scratch on Around vehicle
Front Seat Stains driver side
Dents or marks on body consistent with age and kilometres."
2013,LAND,Rover,Range Rover Evoque Si4 DYNAMIC,Wagon,Automatic,Petrol,225126,5,SALVA2AG5DH856159,SJD5OO,22-02-2026 -,4,2,Red,Black Leather,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061626/motor-vehicles-motor-cycles/2013-land-rover-range-rover-evoque-si4-dynamic-automatic-wagon,"Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Paint fading On all door handles.
Medium Scuff on rear bumper"
2013,HOLDEN,Cruze,SRi-V JH,Hatchback,Automatic,Petrol,215234,5,6G1PE6EN2EL903405,ZWM358,31-01-2026 -,4,1.6,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061628/motor-vehicles-motor-cycles/2013-holden-cruze-sri-v-jh-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Around exterior
Paint fading on various panels
Front Seat worn driver side"
2016,TOYOTA,Kluger,4X2 GX GSU50R,Wagon,Automatic,Petrol,164617,7,5TDZK3FHX0S165311,1LG6UC,15-01-2026 -,6,3.5,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061629/motor-vehicles-motor-cycles/2016-toyota-kluger-4x2-gx-gsu50r-automatic-7-seats-wagon,Medium Scratch on Around vehicle
2013,HYUNDAI,I20,,Hatchback,Automatic,Petrol,142514,5,MALBB51CMEM549531,ZTJ719,25-12-2026 -,4,1.4,Red,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061632/motor-vehicles-motor-cycles/2013-hyundai-i20-automatic-hatchback,"Medium Scratch on Around exterior
Dents or marks on body consistent with age and kilometres.
Paint fading Around exterior"
2010,DODGE,Journey,SXT,People Mover,Automatic,Petrol,206880,7,3D4P55FD0AT240003,YUP668,13-01-2026 -,6,2.7,Blue,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061633/motor-vehicles-motor-cycles/2010-dodge-journey-sxt-automatic-7-seats-people-mover,"Medium Scratches,Dents and paint peeling on various Places
Front Cracked bumper."
2012,SUBARU,Xv,2.0i G4X,Hatchback,Manual,Petrol,62253,5,JF1GP7KA3CG004639,1YW9IE,16-01-2026 -,4,2,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061634/motor-vehicles-motor-cycles/2012-subaru-xv-2-0i-g4x-manual-hatchback,"Front Cracked bumper.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle"
2011,VOLKSWAGEN,Tiguan,103 TDI 5N,Wagon,Automatic,Diesel,193233,5,WVGZZZ5NZBW111391,YOB536,25-02-2026 -,4,2,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061636/motor-vehicles-motor-cycles/2011-volkswagen-tiguan-103-tdi-5n-turbo-diesel-automatic-wagon,"Engine noise observed.
Medium Dent on Tailgate
Paint peeling Tailgate"
2010,NISSAN,Navara,,Ute,Manual,Diesel,287242,5,MNTCPUD22A0004817,AAU676,10-03-2026 -,4,2.5,White,Multi,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061637/motor-vehicles-motor-cycles/2010-nissan-navara-manual-ute,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Damaged Passenger side tail light
Corrosion visible Around vehicle
Front Seat worn Driver seat"
2015,VOLKSWAGEN,Tiguan,132 TSI 5N,Wagon,Automatic,Petrol,173623,5,WVGZZZ5NZFW088615,2DA2AF,22-07-2026 -,4,2,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061638/motor-vehicles-motor-cycles/2015-volkswagen-tiguan-132-tsi-5n-automatic-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Flat Battery. Jump start or towing required"
2009,MAZDA,3,MAXX SPORT DSC BK,Hatchback,Automatic,Petrol,341370,5,JM0BK10F200466774,WYS226,02-01-2026 -,4,2,Grey,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061639/motor-vehicles-motor-cycles/2009-mazda-3-maxx-sport-dsc-bk-automatic-hatchback,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Front bumper Cracked bumper.
Flat Battery. Jump start or towing required"
2010,VOLVO,Xc90,3.2 R-Design,Wagon,Automatic,Petrol,120709,7,YV1CT9556B1583572,YBF886,15-12-2025 -,6,3.2,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061641/motor-vehicles-motor-cycles/2010-volvo-xc90-3-2-r-design-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Right rear quarter
Medium Scratch on various panels"
2010,LAND,Rover,Discovery 4 3.0 SDV6 HSE Series 4 T,Wagon,Automatic,Diesel,211601,5,SALLAAAF3BA564567,BVF15Y,"Sold Unregistered, Without Plates",6,3,Bronze,Beige Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061643/motor-vehicles-motor-cycles/2010-land-rover-discovery-4-3-0-sdv6-hse-series-4-t-diesel-automatic-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle"
2014,AUDI,Q7,3.0 TDI quattro,Wagon,Automatic,Diesel,148113,7,WAUZZZ4LXED025507,CRX06F,"Sold Unregistered, Without Plates",6,3,Black,Cream Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061644/motor-vehicles-motor-cycles/2014-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-8-speed-7-seats-wagon,"Paint fading Bonnet
Medium Scratch on Around vehicle
Damaged Rhr reflector
Front Seat worn drivers"
2009,TOYOTA,Rav,4 SX6 GSA33R,Wagon,Automatic,Petrol,115717,5,JTMBK31V50D007100,1BU4IW,08-02-2026 -,6,3.5,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061645/motor-vehicles-motor-cycles/2009-toyota-rav-4-sx6-gsa33r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on around exterior
Medium Scuff on rear passenger side
Paint fading roof"
2008,TOYOTA,Hilux,4x2 Workmate TGN16R,Dual Cab,Automatic,Petrol,201084,5,MR0EX12G602019661,2DZ9BJ,"Sold Unregistered, Without Plates",4,2.7,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061646/motor-vehicles-motor-cycles/2008-toyota-hilux-4x2-workmate-tgn16r-automatic-dual-cab,"Seat Torn Drivers
Damaged Left rear taillight
Dents or marks on body consistent with age and kilometres.
Large Dent on Left rear quarter
Medium Scratch on Around vehicle"
2015,SUBARU,Outback,2.0D Premium B6A,Wagon,CVT,Diesel,90608,5,JF2BSDKY2FG003654,1SD8MZ,24-12-2025 -,4,2,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061647/motor-vehicles-motor-cycles/2015-subaru-outback-2-0d-premium-b6a-turbo-diesel-cvt-wagon,Medium Scratch on Around vehicle
2016,LAND,Rover,Range Rover Sport 3.0 SDV6 HSE TD AT,Wagon,Automatic,Diesel,187621,5,SALWA2KE8GA650817,ANN718,02-05-2026 -,6,3,Grey,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061648/motor-vehicles-motor-cycles/2016-land-rover-range-rover-sport-3-0-sdv6-hse-td-at-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Fog lights
Windscreen Chipped or Cracked."
2015,HYUNDAI,Tucson,Active X TL,Wagon,Automatic,Petrol,204472,5,KMHJ3814MGU033394,1GL1NL,30-12-2025 -,4,2,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061649/motor-vehicles-motor-cycles/2015-hyundai-tucson-active-x-tl-automatic-wagon,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Front Cracked bumper.
Windscreen Chipped or Cracked."
